N	2gram	Voloshinov_1	FransuaR
1	и в	19	56
2	в романе	2	21
3	в его	6	18
4	таким образом	17	17
5	все эти	7	15
6	в этом	16	14
7	в том	6	13
8	так и	11	13
9	и его	19	12
10	в то	3	12
11	до конца	5	11
12	как бы	15	11
13	и т.п	10	11
14	то же	7	11
15	же время	3	10
16	еще не	4	10
17	мы уже	2	10
18	только в	9	9
19	в самом	10	9
20	но и	8	9
21	и не	26	9
22	том что	3	8
23	в сущности	3	8
24	не только	8	8
25	и др	2	8
26	в нем	10	8
27	во всех	7	8
28	сих пор	8	8
29	и их	2	8
30	все это	3	8
31	и даже	2	8
32	до сих	8	8
33	и с	2	8
34	в частности	2	7
35	в большинстве	3	7
36	как мы	13	7
37	и на	4	7
38	прежде всего	13	6
39	вовсе не	5	6
40	в ее	7	6
41	языка и	13	6
42	той же	2	6
43	точки зрения	34	6
44	связи с	11	6
45	и все	5	6
46	связаны с	2	6
47	большинстве случаев	3	6
48	но в	7	6
49	никогда не	2	5
50	в отношении	4	5
51	в пределах	6	5
52	в условиях	4	5
53	с ее	2	5
54	как и	12	5
55	одним из	2	5
56	он не	3	5
57	в процессе	14	5
58	что в	4	5
59	не было	3	5
60	в результате	9	5
61	так сказать	6	5
62	в области	3	5
63	что все	2	4
64	и более	2	4
65	и ее	3	4
66	переходим к	3	4
67	в себе	2	4
68	в качестве	2	4
69	и к	3	4
70	конечно не	5	4
71	за пределы	5	4
72	в ней	4	4
73	и потому	5	4
74	при этом	8	4
75	и других	2	4
76	форм и	4	4
77	язык в	4	4
78	того чтобы	5	4
79	к языку	2	4
80	в основе	2	4
81	в своих	2	4
82	ту же	2	4
83	о том	2	4
84	так как	2	4
85	одна из	2	4
86	в которой	3	4
87	том числе	2	3
88	со всею	2	3
89	в своем	2	3
90	до настоящего	5	3
91	в литературе	2	3
92	и здесь	6	3
93	они еще	3	3
94	более того	3	3
95	здесь в	3	3
96	кроме того	6	3
97	в первой	2	3
98	может быть	26	3
99	первой части	2	3
100	одной из	3	3
101	в настоящее	6	3
102	настоящего времени	5	3
103	что и	2	3
104	то что	8	3
105	в связи	7	3
106	не просто	2	3
107	там где	2	3
108	с помощью	6	3
109	здесь мы	4	3
110	в систему	3	3
111	не в	5	3
112	рядом с	5	3
113	ведь в	2	3
114	сказать что	4	3
115	между тем	3	3
116	речи и	3	3
117	к его	2	3
118	в другом	2	3
119	во все	2	3
120	настоящее время	6	3
121	и т.д	2	3
122	его к	2	3
123	слова и	3	3
124	бы в	2	3
125	первый план	2	2
126	если бы	2	2
127	в нашем	2	2
128	с другой	5	2
129	не как	2	2
130	и во	2	2
131	языка а	3	2
132	на самом	3	2
133	к этому	5	2
134	этих форм	3	2
135	что он	2	2
136	конечно в	2	2
137	бы и	2	2
138	можно сказать	3	2
139	ни было	10	2
140	ни в	2	2
141	узком смысле	2	2
142	и как	3	2
143	этот момент	2	2
144	в узком	2	2
145	числе и	2	2
146	т.п в	3	2
147	момент в	3	2
148	систему языка	7	2
149	для него	9	2
150	было бы	4	2
151	в действительности	2	2
152	из них	3	2
153	действительности и	3	2
154	себе и	2	2
155	ни о	2	2
156	а в	4	2
157	и эта	4	2
158	по преимуществу	5	2
159	между ними	4	2
160	в котором	3	2
161	всех областях	2	2
162	точка зрения	7	2
163	все же	8	2
164	в своей	3	2
165	благодаря этому	2	2
166	языке и	2	2
167	самом деле	10	2
168	только на	4	2
169	другой стороны	6	2
170	целый ряд	3	2
171	так же	7	2
172	как раз	2	2
173	не может	24	2
174	в каком	3	2
175	как к	2	2
176	язык и	2	2
177	то ни	8	2
178	нового времени	2	2
179	культуры и	2	2
180	а не	7	2
181	для того	4	2
182	из которых	2	2
183	и для	11	2
184	с точки	20	2
185	все остальные	2	2
186	его в	3	2
187	бы то	8	2
188	и те	7	2
189	в слове	10	2
190	мы не	6	2
191	в данном	4	2
192	с этой	2	2
193	и при	3	2
194	языка в	14	2
195	далеко за	2	2
196	далеко не	4	2
197	нашей работы	3	2
198	мира и	2	2
199	нет ни	2	2
