N	2gram	Tiupa_Narr_1	Problemy
1	и не	20	31
2	и в	19	29
3	в его	9	24
4	может быть	25	24
5	а не	12	22
6	в этом	17	22
7	как бы	4	19
8	в нем	4	19
9	точки зрения	10	19
10	для него	2	18
11	не только	32	15
12	то что	11	15
13	не как	2	14
14	но и	23	14
15	и его	5	14
16	то же	4	14
17	в пределах	2	13
18	уже не	5	13
19	с точки	2	13
20	как и	7	12
21	точка зрения	6	12
22	не может	10	12
23	в то	3	10
24	только в	4	10
25	героя и	4	10
26	с его	6	9
27	это не	2	9
28	себе самом	2	9
29	все же	7	9
30	но не	5	9
31	же время	4	9
32	о нем	4	9
33	одного сознания	2	9
34	все эти	2	9
35	в своем	2	8
36	по себе	5	8
37	что он	6	8
38	что в	3	8
39	отношению к	6	8
40	по отношению	7	8
41	в том	18	8
42	прежде всего	4	7
43	том что	14	7
44	не в	14	7
45	она не	2	7
46	зрения на	2	7
47	так и	9	7
48	в форме	5	7
49	и как	5	7
50	а в	11	7
51	и на	3	7
52	в себе	8	7
53	мира и	2	7
54	но в	6	7
55	точку зрения	4	6
56	несмотря на	2	6
57	к нему	5	6
58	одним из	2	6
59	как в	7	6
60	как раз	2	6
61	самом деле	2	6
62	в мире	9	6
63	так же	2	6
64	могут быть	3	6
65	его в	2	6
66	и потому	2	6
67	перед нами	4	5
68	должна быть	2	5
69	и др	2	5
70	именно в	6	5
71	было бы	4	5
72	но все	4	5
73	еще не	7	5
74	это и	3	5
75	в сущности	3	5
76	у него	4	5
77	он не	3	5
78	между тем	3	5
79	ничего не	2	5
80	мира в	5	5
81	все то	2	4
82	в результате	2	4
83	личности в	2	4
84	в литературе	2	4
85	идет о	2	4
86	его как	2	4
87	и с	4	4
88	и самого	3	4
89	даже в	2	4
90	не на	2	4
91	и для	2	4
92	не было	2	4
93	тем что	3	4
94	как мы	3	4
95	они не	2	4
96	героя в	8	4
97	в основе	5	4
98	в этой	5	4
99	человека в	2	4
100	в произведении	3	4
101	уже в	3	3
102	он сам	2	3
103	никогда не	3	3
104	и одновременно	2	3
105	сами по	2	3
106	с другой	8	3
107	нового времени	2	3
108	в пространстве	4	3
109	точек зрения	2	3
110	ни в	3	3
111	по существу	2	3
112	одна из	3	3
113	оно не	2	3
114	и до	2	3
115	бытия в	3	3
116	на него	3	3
117	во времени	8	3
118	другой стороны	4	3
119	этом отношении	3	3
120	например в	2	3
121	в себя	6	3
122	приводит к	2	3
123	отличается от	4	3
124	тому как	2	3
125	сказать что	4	3
126	героя с	2	3
127	подобно тому	2	3
128	как к	2	3
129	но как	2	3
130	как будто	3	3
131	далеко не	5	3
132	отношения к	2	3
133	то они	2	2
134	в противоположность	2	2
135	связи с	4	2
136	себя и	2	2
137	однако в	2	2
138	то ни	3	2
139	хотя бы	4	2
140	те же	4	2
141	и ее	2	2
142	не есть	3	2
143	жизни и	3	2
144	же в	4	2
145	бы то	3	2
146	при этом	9	2
147	на себя	3	2
148	жизни а	2	2
149	наконец в	2	2
150	не о	3	2
151	все те	4	2
152	один из	3	2
153	отношение к	2	2
154	данном случае	4	2
155	для автора	2	2
156	ни было	3	2
157	во всей	2	2
158	и даже	3	2
159	зрения и	2	2
160	в той	6	2
161	к себе	5	2
162	из которых	4	2
163	между ними	2	2
164	к другому	2	2
165	или даже	2	2
166	можно было	2	2
167	в данном	5	2
168	в ней	3	2
169	одно из	2	2
170	в структуре	2	2
171	всей его	2	2
172	оно может	2	2
173	же не	4	2
