N	2gram	Voloshinov_1	Russkaja
1	не может	8	22
2	и не	4	19
3	в том	3	17
4	в этом	9	17
5	и в	16	14
6	то что	3	13
7	таким образом	9	11
8	то же	2	11
9	точки зрения	8	11
10	но и	4	10
11	том что	3	9
12	не только	7	9
13	с точки	6	9
14	может быть	17	9
15	во всяком	3	9
16	прежде всего	9	8
17	отнюдь не	4	7
18	не будет	2	7
19	самом деле	6	7
20	о том	2	7
21	и с	8	7
22	на самом	4	6
23	что он	2	6
24	и к	6	6
25	для него	6	6
26	для всех	4	6
27	всяком случае	3	6
28	все это	4	6
29	и для	2	6
30	себя и	2	5
31	между собой	2	5
32	хотя бы	4	5
33	и на	4	5
34	при этом	6	5
35	до сих	3	5
36	было бы	2	5
37	конечно не	6	5
38	в своей	2	5
39	он не	2	5
40	никогда не	2	5
41	в нем	4	5
42	сих пор	3	5
43	во всех	3	5
44	и только	9	5
45	а потому	4	5
46	а в	3	5
47	только в	4	5
48	не могут	2	4
49	что в	3	4
50	как и	2	4
51	все что	4	4
52	как бы	5	4
53	жизни и	3	4
54	вместе с	3	4
55	путь к	2	4
56	в этой	4	4
57	в его	4	4
58	его в	4	4
59	так как	4	4
60	что это	2	3
61	в большинстве	3	3
62	из этих	2	3
63	с нею	2	3
64	и как	3	3
65	еще не	5	3
66	в самом	2	3
67	знаем что	2	3
68	и потому	3	3
69	и этот	2	3
70	для этого	2	3
71	но мы	4	3
72	что и	2	3
73	не есть	2	3
74	что оно	2	3
75	сводится к	2	3
76	и по	2	3
77	говорить о	2	3
78	только для	5	2
79	и есть	3	2
80	в частности	2	2
81	у него	2	2
82	с этим	2	2
83	к себе	3	2
84	ни в	5	2
85	но это	2	2
86	есть и	2	2
87	не можем	2	2
88	совершенно не	8	2
89	и о	2	2
90	на этой	3	2
91	для нас	2	2
92	ее в	2	2
93	сделать это	2	2
94	даже не	3	2
95	отношения к	3	2
96	все эти	5	2
97	и вот	3	2
98	только на	3	2
99	что такое	5	2
100	и наконец	4	2
101	и даже	4	2
102	так же	2	2
103	их в	3	2
104	мы можем	9	2
105	мы уже	2	2
106	в начале	2	2
107	во время	3	2
108	в этих	3	2
109	большинстве случаев	3	2
110	с ним	2	2
111	в области	3	2
112	но в	4	2
