N	2gram	Propp_Isto_4	Hudozhes
1	том что	3	16
2	и в	26	14
3	так и	10	13
4	а не	6	12
5	в том	3	12
6	не только	15	12
7	при этом	3	12
8	о том	4	12
9	и т	27	11
10	в этом	7	11
11	в себе	2	11
12	в своей	4	10
13	у него	5	9
14	что он	10	9
15	как и	7	9
16	в качестве	7	9
17	то же	8	9
18	как в	7	8
19	то что	16	8
20	в этой	2	8
21	в его	5	8
22	ничего не	5	8
23	это не	5	7
24	уже не	5	7
25	не в	5	7
26	еще не	6	7
27	как бы	3	7
28	не может	6	7
29	а в	8	7
30	не случайно	2	7
31	тогда как	4	7
32	никогда не	2	6
33	что в	14	6
34	было бы	2	6
35	не менее	2	5
36	перед нами	3	5
37	в частности	2	5
38	в этих	7	5
39	к себе	3	5
40	об этом	7	5
41	может быть	14	5
42	только в	3	5
43	и он	3	5
44	но и	12	5
45	и его	10	5
46	потому что	6	5
47	ни в	2	5
48	но в	5	5
49	связи с	3	4
50	в своем	2	4
51	т е	18	4
52	и все	2	4
53	на то	3	4
54	тем не	2	4
55	она не	3	4
56	мы уже	5	4
57	он уже	2	4
58	что она	3	4
59	себя в	2	4
60	из них	2	4
61	того что	2	4
62	только что	3	4
63	он не	7	4
64	по своей	2	4
65	в русской	3	4
66	и с	5	4
67	но не	5	3
68	если бы	2	3
69	что у	3	3
70	превращается в	7	3
71	но он	4	3
72	в лице	2	3
73	с этим	2	3
74	же в	3	3
75	как мы	5	3
76	от него	2	3
77	на этом	2	3
78	такого рода	2	3
79	даже в	4	3
80	в нем	2	3
81	все же	9	3
82	в тексте	2	3
83	в связи	2	3
84	т д	24	3
85	о природе	3	3
86	все эти	3	3
87	лишь в	2	3
88	и даже	4	3
89	к этой	3	3
90	и по	5	3
91	тем что	5	3
92	и на	2	3
93	его в	9	3
94	а также	3	3
95	том как	2	3
96	все еще	3	2
97	однако в	2	2
98	так в	4	2
99	на вопрос	3	2
100	в одной	3	2
101	вопрос о	4	2
102	по себе	2	2
103	что на	2	2
104	к своему	3	2
105	мы знаем	8	2
106	он ее	2	2
107	живет в	2	2
108	так что	2	2
109	в другом	5	2
110	этот момент	2	2
111	с той	2	2
112	же как	13	2
113	одна из	2	2
114	и что	5	2
115	мы читаем	2	2
116	в целом	2	2
117	у нее	2	2
118	например в	3	2
119	на его	3	2
120	хотя и	2	2
121	как он	6	2
122	на том	2	2
123	сих пор	5	2
124	на него	3	2
125	в форме	2	2
126	все это	2	2
127	о двух	2	2
128	и не	9	2
129	героя в	7	2
130	не имеет	3	2
131	с ними	5	2
132	с этой	2	2
133	что я	2	2
134	с того	3	2
135	представляют собой	4	2
136	начинается с	2	2
137	здесь не	4	2
138	до сих	5	2
