N	2gram	Tiupa_Disk_1	Istorich
1	в сказке	3	44
2	и в	16	28
3	может быть	17	25
4	не может	9	15
5	а не	22	15
6	никогда не	2	14
7	мы имеем	2	13
8	что в	4	12
9	то же	7	12
10	не только	28	12
11	только в	7	11
12	что он	4	10
13	все же	3	10
14	прежде всего	11	10
15	но и	14	10
16	и что	2	10
17	в том	23	9
18	о том	8	9
19	то что	5	9
20	и не	11	9
21	не в	7	9
22	так и	8	9
23	не всегда	2	8
24	таким образом	3	8
25	в этом	15	8
26	но в	8	8
27	это не	3	7
28	том что	19	7
29	еще не	14	7
30	и др	2	7
31	а в	5	7
32	с другой	10	6
33	не менее	2	6
34	к тому	5	6
35	сказки и	2	6
36	так например	2	6
37	что и	3	6
38	когда он	2	6
39	в этой	2	6
40	в одном	2	5
41	в силу	5	5
42	более или	2	5
43	но не	11	5
44	например в	2	5
45	в качестве	34	5
46	дело не	2	5
47	или менее	2	5
48	другой стороны	3	5
49	в своем	6	5
50	или в	2	5
51	сказать что	3	5
52	героя в	2	5
53	в его	7	5
54	к которому	2	5
55	связи с	4	4
56	между собой	2	4
57	в пределах	2	4
58	об этом	2	4
59	представляет собой	17	4
60	одной стороны	9	4
61	один из	3	4
62	с этим	3	4
63	с одной	9	4
64	как и	16	4
65	того что	3	4
66	должны быть	3	4
67	и даже	3	4
68	хотя бы	3	4
69	и на	5	4
70	к ним	3	4
71	потому что	4	4
72	в основе	7	4
73	могут быть	4	4
74	они не	2	4
75	как правило	4	4
76	в какой	2	3
77	представления о	2	3
78	не как	4	3
79	перед нами	3	3
80	по себе	3	3
81	не с	3	3
82	ему в	2	3
83	именно в	3	3
84	в начале	2	3
85	на этом	2	3
86	при этом	13	3
87	в котором	5	3
88	или на	3	3
89	и по	2	3
90	отношению к	9	3
91	из них	3	3
92	в форме	2	3
93	в их	5	3
94	что же	2	3
95	уже не	4	3
96	и его	2	3
97	как мы	2	3
98	и он	2	3
99	же самое	2	3
100	или даже	2	3
101	по отношению	9	3
102	также и	3	3
103	тем что	3	3
104	в другом	2	3
105	в то	3	3
106	будто бы	2	3
107	бы быть	3	3
108	однако это	2	3
109	дело с	2	2
110	но они	2	2
111	а с	5	2
112	в рамках	5	2
113	зависит от	2	2
114	отличие от	5	2
115	по мере	2	2
116	в частности	9	2
117	к этому	2	2
118	столь же	3	2
119	а сам	2	2
120	или меньшей	2	2
121	и потому	3	2
122	вследствие этого	3	2
123	как уже	3	2
124	исторические корни	2	2
125	том чтобы	2	2
126	здесь в	2	2
127	в тех	2	2
128	его как	2	2
129	в ее	3	2
130	и как	6	2
131	по своей	11	2
132	большей или	2	2
133	не более	2	2
134	для него	4	2
135	в действительности	3	2
136	в данной	3	2
137	что не	4	2
138	одной из	4	2
139	как бы	5	2
140	о нем	2	2
141	еще в	3	2
142	точка зрения	2	2
143	в сказании	3	2
144	и тем	2	2
145	в нем	9	2
146	это было	2	2
147	не есть	2	2
148	себя в	2	2
149	в целом	4	2
150	во всех	5	2
151	указывает на	2	2
152	со стороны	7	2
153	как в	10	2
154	в отличие	5	2
155	в особенности	4	2
156	отношения к	2	2
157	в эпоху	5	2
158	приводит к	2	2
159	одним из	2	2
160	ни к	6	2
161	а по	2	2
162	между тем	4	2
163	однако в	3	2
164	в себе	7	2
165	рассматривать как	2	2
166	ведет к	3	2
