N	2gram	Losev_Prob_1	TeoriaLi
1	не только	17	18
2	в качестве	2	17
3	и не	31	16
4	а в	4	14
5	и в	32	13
6	может быть	14	12
7	так и	12	12
8	то есть	33	12
9	при этом	6	11
10	в этом	19	11
11	в том	9	11
12	но не	9	10
13	а не	15	10
14	и его	3	10
15	в его	6	9
16	то же	10	9
17	что в	12	8
18	такого рода	7	8
19	но и	9	8
20	в себе	15	7
21	том что	12	7
22	в данном	9	7
23	точки зрения	3	7
24	в то	6	7
25	только в	7	7
26	как это	6	7
27	с его	2	6
28	еще не	9	6
29	как бы	14	6
30	но в	14	6
31	однако в	2	5
32	в своем	5	5
33	или иного	2	5
34	или иной	5	5
35	а также	4	5
36	в ее	3	5
37	как и	3	5
38	не в	4	5
39	в самом	6	5
40	того или	2	5
41	в нем	13	5
42	данном случае	8	5
43	как в	4	5
44	он не	3	5
45	уже не	3	5
46	тем самым	4	5
47	с другой	3	5
48	между тем	2	5
49	мы имеем	2	5
50	в искусстве	3	5
51	не менее	19	4
52	можно сказать	5	4
53	ни в	7	4
54	более или	3	4
55	в своей	8	4
56	то что	42	4
57	по преимуществу	2	4
58	или менее	3	4
59	в их	4	4
60	не может	8	4
61	сказать что	13	4
62	хотя и	6	4
63	но он	3	4
64	и ее	8	4
65	говорить о	6	4
66	перед нами	5	3
67	никогда не	7	3
68	в этих	3	3
69	в отношении	3	3
70	он должен	2	3
71	этом смысле	6	3
72	прежде всего	10	3
73	а только	5	3
74	тем не	18	3
75	по своему	9	3
76	для него	2	3
77	того что	7	3
78	например в	2	3
79	той или	5	3
80	и потому	2	3
81	другой стороны	3	3
82	как раз	13	3
83	входит в	4	3
84	таким образом	6	3
85	именно в	4	3
86	и что	9	3
87	или в	4	3
88	и то	6	3
89	потому что	16	3
90	все прочие	2	3
91	в этой	10	3
92	его в	6	3
93	все эти	8	3
94	сама по	4	2
95	только не	3	2
96	о чем	6	2
97	если бы	4	2
98	могут быть	2	2
99	за пределы	6	2
100	в конце	6	2
101	того же	3	2
102	это не	6	2
103	одного и	2	2
104	вовсе не	35	2
105	или иных	2	2
106	по себе	15	2
107	в литературе	4	2
108	что он	7	2
109	к тому	3	2
110	что может	2	2
111	об этом	10	2
112	это тоже	2	2
113	но как	6	2
114	и того	2	2
115	и как	6	2
116	пушкина что	2	2
117	что они	3	2
118	особого рода	2	2
119	казалось бы	4	2
120	текст и	2	2
121	о своем	2	2
122	для такого	2	2
123	мы в	3	2
124	к его	2	2
125	в виду	6	2
126	так или	2	2
127	и особенно	2	2
128	и тем	13	2
129	к нему	3	2
130	во всех	7	2
131	вместе с	2	2
132	но она	3	2
133	образом и	2	2
134	а именно	12	2
135	не на	3	2
136	здесь не	7	2
137	собственно говоря	2	2
138	мышления и	4	2
139	и для	4	2
140	известного рода	3	2
141	тех или	3	2
142	и о	8	2
143	с точки	3	2
144	и даже	11	2
145	и притом	4	2
146	во всей	3	2
147	так же	9	2
148	или иначе	2	2
149	их в	4	2
150	на себя	2	2
151	и здесь	6	2
152	как будто	3	2
153	о том	11	2
154	и это	9	2
155	в чем	3	2
156	в которой	2	2
157	в области	2	2
158	я и	2	2
159	это было	2	2
