N	2gram	Ircho_Kome_2	Psycholo
1	то что	6	32
2	и в	26	31
3	в том	11	30
4	и т	2	26
5	что в	9	23
6	может быть	11	22
7	таким образом	6	20
8	ясно что	8	19
9	так как	4	18
10	не может	3	17
11	как и	4	16
12	том что	9	16
13	и не	14	16
14	т п	2	16
15	точки зрения	4	15
16	только в	4	14
17	не только	7	13
18	что и	7	13
19	мы не	2	12
20	в этом	10	12
21	в самом	4	11
22	не в	2	11
23	потому что	6	10
24	ни в	5	9
25	как в	3	9
26	вместе с	9	8
27	все это	3	8
28	и что	2	8
29	во всяком	2	8
30	что он	5	7
31	на основании	5	7
32	и его	12	7
33	того чтобы	6	7
34	о том	6	7
35	что это	4	6
36	вовсе не	2	6
37	одной стороны	2	6
38	было бы	8	6
39	если бы	9	6
40	из этих	4	6
41	вслед за	2	6
42	всяком случае	2	6
43	отнюдь не	2	6
44	целый ряд	2	6
45	а в	3	6
46	что она	2	6
47	для того	5	6
48	в его	4	6
49	и есть	2	5
50	и все	2	5
51	не является	2	5
52	в ее	2	5
53	все же	4	5
54	так что	5	5
55	х годов	2	5
56	с одной	2	5
57	то время	3	5
58	для нас	3	5
59	в какой	2	5
60	как бы	2	5
61	в целом	4	5
62	и для	4	5
63	то же	3	5
64	с и	4	5
65	с другой	2	5
66	время как	2	5
67	в то	6	5
68	как будто	4	5
69	к тому	12	4
70	в которой	5	4
71	в котором	3	4
72	все время	2	4
73	и другие	2	4
74	в виду	2	4
75	прежде всего	4	4
76	тому что	4	4
77	столь же	9	4
78	отличие от	2	4
79	одна из	2	4
80	у него	4	4
81	и если	2	4
82	один из	5	4
83	в этих	4	4
84	со стороны	2	4
85	к этому	5	4
86	для всех	3	4
87	и у	2	4
88	с этой	3	4
89	мы можем	3	4
90	между тем	4	4
91	как это	4	4
92	мы имеем	2	4
93	дело с	3	3
94	уже в	4	3
95	с тем	5	3
96	в частности	4	3
97	в своем	6	3
98	что у	4	3
99	в каждом	3	3
100	представление о	2	3
101	представить себе	3	3
102	вопрос о	3	3
103	и к	2	3
104	что на	3	3
105	мы знаем	3	3
106	тому же	11	3
107	в силу	2	3
108	но не	3	3
109	из его	2	3
110	до сих	2	3
111	из которых	3	3
112	например в	3	3
113	в этой	3	3
114	хотя и	4	3
115	он не	2	3
116	речь идет	3	3
117	сих пор	2	3
118	от всех	2	3
119	жизни и	3	3
120	или его	2	3
121	в своей	3	3
122	каждой из	2	3
123	так и	12	3
124	в отличие	2	3
125	не было	3	3
126	от того	2	3
127	той же	3	3
128	роль в	2	3
129	в одной	2	3
130	с этим	5	3
131	в конце	2	3
132	и это	2	3
133	что по	2	3
134	но в	3	3
135	не менее	4	2
136	независимо от	5	2
137	с достаточной	2	2
138	этом смысле	2	2
139	в другой	2	2
140	до тех	3	2
141	в них	4	2
142	имеет в	2	2
143	и во	2	2
144	и от	4	2
145	не всегда	2	2
146	и здесь	6	2
147	мы найдем	3	2
148	есть для	2	2
149	должна была	2	2
150	в качестве	5	2
151	того же	3	2
152	тот же	2	2
153	по поводу	3	2
154	о чем	3	2
155	и их	3	2
156	даже в	2	2
157	наконец в	2	2
158	в нем	6	2
159	отношение к	2	2
160	из них	7	2
161	но и	10	2
162	как мы	4	2
163	в связи	3	2
164	идет о	2	2
165	к нему	3	2
166	что для	4	2
167	и с	5	2
168	одно из	2	2
169	начинает с	2	2
170	бы и	2	2
171	бы в	2	2
172	на это	2	2
173	его в	4	2
174	как он	3	2
175	из этого	2	2
176	тех же	3	2
177	в одном	2	2
178	и поэтому	3	2
