N	2gram	Losev_Vlad_3	Narrotol
1	не только	25	31
2	но и	18	27
3	и не	25	23
4	при этом	3	19
5	может быть	8	15
6	в качестве	3	14
7	как и	7	13
8	а не	8	13
9	а в	7	13
10	только в	13	12
11	в этом	16	12
12	и в	40	11
13	в данном	5	11
14	такого рода	4	10
15	и его	10	10
16	то что	28	9
17	то есть	24	9
18	то же	4	8
19	в том	18	8
20	данном случае	2	8
21	со стороны	2	8
22	не может	14	8
23	уже не	9	8
24	если бы	3	7
25	у него	24	7
26	том что	18	7
27	но в	4	7
28	к тому	7	6
29	об этом	6	6
30	а также	8	6
31	не в	3	6
32	в самом	4	6
33	не мог	6	6
34	как бы	3	6
35	как раз	10	6
36	тому же	5	6
37	в себе	9	6
38	в его	14	6
39	в этой	8	6
40	перед нами	3	5
41	той или	2	5
42	в своей	9	5
43	так и	6	5
44	тем самым	2	5
45	и на	6	5
46	потому что	11	5
47	точки зрения	13	5
48	с его	2	4
49	никогда не	11	4
50	из этих	3	4
51	что на	2	4
52	все же	4	4
53	для него	8	4
54	то в	6	4
55	но не	4	4
56	же время	2	4
57	прежде всего	10	4
58	еще не	4	4
59	к нему	3	4
60	в ней	5	4
61	и тем	3	4
62	в нем	3	4
63	в мире	2	4
64	из них	2	4
65	по себе	6	4
66	того что	7	4
67	того чтобы	3	4
68	истории в	2	4
69	или не	3	4
70	хотя и	7	4
71	однако и	4	4
72	на себя	2	4
73	в то	7	4
74	о том	11	4
75	в одном	5	4
76	не существует	2	3
77	не менее	9	3
78	он сам	2	3
79	что в	17	3
80	в нашем	2	3
81	в своем	8	3
82	это не	3	3
83	в жизни	2	3
84	что он	5	3
85	еще раз	2	3
86	сводится к	3	3
87	тем не	10	3
88	у нас	5	3
89	и как	7	3
90	в начале	2	3
91	не говорит	5	3
92	в целом	2	3
93	себя внимание	2	3
94	но как	2	3
95	для того	2	3
96	жизни а	2	3
97	и о	4	3
98	но для	3	3
99	он не	8	3
100	еще в	5	3
101	не является	2	3
102	не было	5	3
103	этом отношении	2	3
104	именно в	3	3
105	едва ли	11	3
106	обращает на	2	3
107	мы не	2	3
108	и то	9	3
109	также и	17	3
110	и с	9	3
111	и все	4	3
112	как это	4	3
113	могло бы	2	3
114	мы имеем	3	3
115	этого не	3	2
116	а о	2	2
117	отнюдь не	5	2
118	в этих	2	2
119	которая в	2	2
120	она была	4	2
121	в конце	12	2
122	в сущности	2	2
123	на то	4	2
124	к его	2	2
125	как мы	8	2
126	же в	3	2
127	да и	6	2
128	одно и	2	2
129	до конца	4	2
130	она не	2	2
131	он уже	2	2
132	никак не	4	2
133	не вполне	2	2
134	всяком случае	3	2
135	чем это	2	2
136	не имеет	4	2
137	оно не	3	2
138	хотя бы	6	2
139	не будет	6	2
140	вместе с	7	2
141	быть и	2	2
142	только на	5	2
143	другой стороны	2	2
144	только что	2	2
145	в отличие	3	2
146	в связи	3	2
147	и только	3	2
148	если не	6	2
149	в году	10	2
150	который в	2	2
151	и даже	6	2
152	и притом	3	2
153	с другой	5	2
154	и для	3	2
155	друг друга	2	2
156	отличие от	3	2
157	роль в	2	2
158	в таком	3	2
159	ничего не	5	2
160	в результате	4	2
161	сказать что	12	2
162	во всяком	3	2
163	не о	2	2
164	и от	6	2
165	что касается	2	2
166	и еще	2	2
167	связи с	2	2
168	что мы	2	2
169	же самое	3	2
170	дело в	5	2
171	здесь не	3	2
172	в чем	3	2
173	это было	3	2
