N	2gram	Trubetskoy_1	FransuaR
1	и в	23	40
2	то есть	2	18
3	прежде всего	3	16
4	в этом	12	15
5	мы уже	4	13
6	не только	7	13
7	и не	8	13
8	в его	5	13
9	что в	8	12
10	вовсе не	2	12
11	как и	9	11
12	но и	9	11
13	таким образом	31	10
14	как мы	2	10
15	в них	2	9
16	и все	7	9
17	в сущности	2	9
18	может быть	16	9
19	он не	3	9
20	отношение к	4	8
21	в том	30	8
22	и до	3	8
23	у него	5	8
24	все эти	19	8
25	и с	5	8
26	и на	6	8
27	но в	4	8
28	в своем	10	7
29	в ту	2	7
30	то же	4	7
31	культуры и	9	7
32	в виду	2	7
33	в этих	3	6
34	к этому	5	6
35	же время	2	6
36	в самом	8	6
37	во всех	10	6
38	и других	2	6
39	связи с	4	6
40	в то	6	6
41	в нем	3	5
42	то что	18	5
43	в связи	3	5
44	не было	2	5
45	те же	2	5
46	и для	6	5
47	в основе	2	5
48	в своих	2	5
49	для него	2	5
50	в нашем	3	4
51	у нас	3	4
52	том что	19	4
53	до сих	8	4
54	было бы	3	4
55	ни для	2	4
56	в ней	3	4
57	из них	5	4
58	и потому	3	4
59	даже в	3	4
60	в мире	6	4
61	жизни и	2	4
62	сих пор	8	4
63	в их	4	4
64	все это	11	4
65	о том	7	4
66	в данном	3	4
67	того чтобы	8	4
68	из всех	5	4
69	также и	2	4
70	в истории	3	4
71	так как	7	4
72	в области	4	4
73	в эту	2	4
74	всех этих	4	3
75	если бы	8	3
76	в частности	2	3
77	не подлежит	3	3
78	и от	5	3
79	в свет	2	3
80	и к	5	3
81	мы видели	2	3
82	в начале	2	3
83	в этой	6	3
84	для этого	7	3
85	одна из	2	3
86	еще не	5	3
87	как бы	10	3
88	и наконец	3	3
89	что и	7	3
90	другими словами	2	3
91	вместе с	6	3
92	так и	10	3
93	по отношению	9	3
94	не может	17	3
95	а в	3	3
96	на самом	7	3
97	самом деле	12	3
98	для того	8	3
99	ко всем	3	3
100	между ними	2	3
101	не так	4	3
102	но все	5	3
103	между тем	12	3
104	при этом	9	3
105	одно из	3	3
106	они не	2	3
107	в себе	5	3
108	в другом	2	3
109	во всем	3	3
110	только в	6	3
111	в конце	4	3
112	их в	2	3
113	отличие от	3	3
114	не менее	7	2
115	эти элементы	2	2
116	представление о	3	2
117	в общей	2	2
118	с в	3	2
119	сравнению с	5	2
120	в состоянии	4	2
121	хотя бы	4	2
122	в течение	4	2
123	с другой	6	2
124	это не	3	2
125	и так	2	2
126	из этих	8	2
127	образом в	3	2
128	что он	7	2
129	мы знаем	10	2
130	все же	13	2
131	в дальнейшем	2	2
132	это есть	4	2
133	на этом	2	2
134	но не	2	2
135	все что	9	2
136	как известно	3	2
137	конечно не	3	2
138	и сам	2	2
139	он считает	2	2
140	и если	6	2
141	к нему	2	2
142	одним из	4	2
143	из этого	6	2
144	том же	4	2
145	гораздо больше	3	2
146	в котором	2	2
147	в эти	3	2
148	отношению к	9	2
149	в целом	5	2
150	данном случае	3	2
151	в разных	3	2
152	именно в	5	2
153	одной и	2	2
154	из этой	2	2
155	к тем	2	2
156	лишь в	5	2
157	должны быть	3	2
158	и у	4	2
159	тем же	2	2
160	этого явления	2	2
161	что для	4	2
162	сомнению что	3	2
163	потому что	9	2
164	с этим	11	2
165	точки зрения	13	2
166	ко всему	2	2
167	и ее	2	2
168	но как	2	2
169	по сравнению	5	2
170	все то	2	2
171	в один	2	2
172	далеко не	5	2
173	этого слова	2	2
174	и это	3	2
175	в которой	5	2
176	того же	9	2
