N	2gram	Voloshinov_2	Istorich
1	что он	4	24
2	не только	13	18
3	может быть	28	17
4	никогда не	7	15
5	и в	19	15
6	но и	10	14
7	так как	3	14
8	так же	5	13
9	что в	2	12
10	а в	3	12
11	то что	4	12
12	в этих	3	11
13	мы знаем	2	11
14	и не	19	11
15	в этом	15	11
16	что они	2	10
17	его в	7	10
18	то же	16	10
19	еще не	3	9
20	все же	5	9
21	и здесь	5	9
22	в другом	3	9
23	связи с	13	8
24	мы увидим	2	8
25	он не	3	8
26	мы можем	6	8
27	том что	10	7
28	и пр	25	7
29	в нем	11	7
30	вместе с	2	7
31	сих пор	3	7
32	таким образом	14	7
33	не в	10	7
34	ничего не	4	7
35	связана с	2	6
36	до сих	3	6
37	мы уже	6	6
38	что это	2	6
39	в его	5	6
40	как бы	19	6
41	что и	3	6
42	мы здесь	2	6
43	в том	7	6
44	только в	8	6
45	но в	7	6
46	с этим	3	5
47	прежде всего	7	5
48	к тому	6	5
49	было бы	4	5
50	в котором	3	5
51	так и	10	5
52	не может	18	5
53	в связи	7	5
54	а не	9	5
55	к нему	5	5
56	с одной	3	4
57	его и	3	4
58	но они	2	4
59	вопрос о	2	4
60	у него	2	4
61	в этой	3	4
62	в одной	2	4
63	при этом	9	4
64	одной из	3	4
65	в ней	3	4
66	другими словами	2	4
67	связь с	4	4
68	они не	2	4
69	и с	2	4
70	тем что	2	4
71	и на	5	4
72	в себе	4	4
73	все эти	3	4
74	но по	2	3
75	в качестве	3	3
76	и его	16	3
77	на то	4	3
78	он был	2	3
79	одной стороны	3	3
80	свет на	2	3
81	по мере	4	3
82	о том	3	3
83	отношению к	8	3
84	в их	5	3
85	по отношению	8	3
86	того что	4	3
87	мы не	2	3
88	уже знаем	2	3
89	он и	2	3
90	и это	3	3
91	здесь мы	3	3
92	уже в	2	2
93	не было	3	2
94	самого начала	5	2
95	и более	7	2
96	могут быть	3	2
97	смысле этого	4	2
98	перед нами	3	2
99	с другой	3	2
100	это не	4	2
101	формы этой	2	2
102	в жизни	2	2
103	на самом	7	2
104	не знает	2	2
105	в тех	2	2
106	ни в	6	2
107	да и	3	2
108	именно в	2	2
109	в основном	4	2
110	как и	9	2
111	мы видели	4	2
112	является не	5	2
113	одна из	7	2
114	но не	2	2
115	здесь в	2	2
116	того чтобы	6	2
117	и для	7	2
118	в сущности	14	2
119	чтобы понять	2	2
120	хотя бы	6	2
121	на этой	5	2
122	во всех	6	2
123	и их	4	2
124	и именно	2	2
125	приводит к	2	2
126	той же	3	2
127	а с	2	2
128	с самого	5	2
129	самом деле	9	2
130	в системе	2	2
131	или в	2	2
132	с другими	3	2
133	с ними	4	2
134	и то	3	2
135	в русском	4	2
136	сказать что	4	2
137	нам важно	2	2
138	то мы	2	2
139	и ее	4	2
140	слова в	8	2
141	его из	3	2
142	перейдем к	2	2
143	так сказать	14	2
144	в особенности	2	2
145	только с	2	2
146	иное как	2	2
147	тому же	2	2
148	из него	2	2
