N	2gram	Voloshinov_1	KulturaY
1	и в	13	23
2	точки зрения	7	23
3	в том	2	22
4	не только	6	17
5	было бы	4	16
6	в этом	2	16
7	с точки	5	16
8	в области	2	14
9	может быть	8	14
10	самом деле	3	14
11	что в	3	13
12	в самом	2	13
13	не менее	2	12
14	том что	2	11
15	а не	2	11
16	в его	7	11
17	и не	8	10
18	прежде всего	9	9
19	хотя бы	5	9
20	таким образом	6	9
21	так как	3	9
22	если бы	2	8
23	лишь в	4	8
24	зависимости от	2	8
25	с другой	2	7
26	слова и	2	7
27	в зависимости	2	7
28	на фоне	4	7
29	в языке	2	7
30	те же	2	7
31	в данном	2	7
32	все эти	2	7
33	тот же	2	6
34	при этом	2	6
35	и тем	2	6
36	так и	3	6
37	в их	3	6
38	не может	8	6
39	то же	4	6
40	в общем	2	6
41	с помощью	2	6
42	о языке	2	6
43	могут быть	2	6
44	говорить о	3	6
45	только в	6	6
46	что же	3	5
47	вовсе не	2	5
48	слов и	4	5
49	как и	3	5
50	не в	3	5
51	как бы	6	5
52	все же	5	5
53	в связи	2	5
54	а в	2	5
55	тем что	2	5
56	в поэзии	5	5
57	в чем	2	5
58	и должно	2	5
59	а также	2	4
60	языка как	3	4
61	в целом	2	4
62	тех пор	4	4
63	одной стороны	2	4
64	в своей	4	4
65	в ее	3	4
66	пор пока	3	4
67	то что	6	4
68	до тех	4	4
69	данном случае	2	4
70	как в	2	4
71	с одной	2	4
72	не столько	3	4
73	между тем	2	4
74	уже в	2	3
75	вопроса о	4	3
76	или иного	2	3
77	есть не	2	3
78	к тому	2	3
79	и к	2	3
80	в отношении	2	3
81	с этой	2	3
82	но для	3	3
83	литературного языка	2	3
84	в процессе	5	3
85	но и	3	3
86	по отношению	3	3
87	другой стороны	2	3
88	мы не	4	3
89	в ней	2	3
90	и пр	7	3
91	я хочу	3	3
92	не имеет	2	3
93	языка но	2	3
94	может иметь	2	3
95	слово в	3	3
96	мы должны	6	3
97	в структуре	2	3
98	того или	2	3
99	там где	2	3
100	учение о	2	2
101	все это	4	2
102	точку зрения	3	2
103	не как	3	2
104	в одном	3	2
105	в тех	2	2
106	и при	2	2
107	что они	2	2
108	смысле слова	2	2
109	мог бы	2	2
110	за пределы	3	2
111	но мы	4	2
112	отношению к	3	2
113	в пределах	3	2
114	своего рода	2	2
115	отношений между	2	2
116	форм но	2	2
117	языка и	5	2
118	в двух	4	2
119	так же	2	2
120	чем же	2	2
121	еще и	4	2
122	об особой	2	2
123	но в	4	2
