N	2gram	Vygotskiy__5	Dialekti
1	не есть	4	47
2	и не	6	30
3	может быть	11	20
4	и в	30	19
5	не только	16	19
6	по себе	7	18
7	и т	7	17
8	а не	8	16
9	т д	3	15
10	в себе	5	15
11	то что	37	14
12	что она	6	14
13	и даже	2	14
14	в том	27	14
15	как бы	19	14
16	так как	9	14
17	потому что	23	14
18	вовсе не	3	13
19	но и	6	12
20	то же	7	12
21	точки зрения	7	12
22	и все	4	12
23	что это	8	10
24	ни в	3	10
25	как и	6	10
26	и как	7	10
27	в нем	7	10
28	так и	3	10
29	том что	21	10
30	это не	3	10
31	сказать что	9	10
32	времени и	3	9
33	никогда не	9	9
34	не может	9	9
35	прежде всего	4	8
36	это значит	2	8
37	мы уже	6	8
38	есть нечто	3	8
39	с точки	2	8
40	не в	8	8
41	это есть	3	8
42	в этом	14	8
43	в своей	4	8
44	в душе	2	7
45	есть не	4	7
46	как это	7	7
47	и к	4	7
48	совершенно не	6	7
49	что в	24	7
50	должно быть	2	7
51	время как	2	7
52	и то	9	7
53	как будто	6	7
54	так что	3	7
55	и та	2	6
56	что он	17	6
57	что они	5	6
58	в то	2	6
59	но не	7	6
60	того что	8	6
61	жизни и	6	6
62	должна быть	2	5
63	с другой	9	5
64	в силу	3	5
65	можно сказать	2	5
66	в самом	14	5
67	и следовательно	2	5
68	и потому	5	5
69	что и	3	5
70	и это	8	5
71	как раз	13	5
72	все равно	2	5
73	и что	23	5
74	только что	4	5
75	и его	6	5
76	только в	5	5
77	о том	10	5
78	и с	2	5
79	в виду	4	5
80	уже в	6	4
81	и есть	5	4
82	в своем	6	4
83	ясно что	6	4
84	в одном	2	4
85	не могут	3	4
86	в ее	3	4
87	все же	7	4
88	при этом	8	4
89	одно и	3	4
90	еще не	5	4
91	и если	6	4
92	той или	2	4
93	он не	3	4
94	хотя бы	3	4
95	связи с	2	4
96	быть и	2	4
97	от того	4	4
98	все это	2	4
99	другой стороны	5	4
100	и только	3	4
101	таким образом	20	4
102	что оно	6	4
103	и вот	2	4
104	заключается в	8	4
105	самом деле	8	4
106	есть только	2	4
107	а в	4	4
108	в таком	3	4
109	в одной	2	4
110	могут быть	8	4
111	но он	3	4
112	в каком	3	4
113	и когда	9	4
114	в другом	3	4
115	как он	2	4
116	как только	4	3
117	сам по	3	3
118	и уже	3	3
119	же как	2	3
120	иное как	2	3
121	о чем	4	3
122	все время	20	3
123	в этих	3	3
124	была бы	3	3
125	как они	2	3
126	вопрос о	3	3
127	не что	2	3
128	об этом	3	3
129	как мы	5	3
130	но только	3	3
131	что иное	2	3
132	это и	2	3
133	в этой	5	3
134	что если	6	3
135	сейчас же	8	3
136	было бы	5	3
137	и мы	16	3
138	себе и	2	3
139	себе не	2	3
140	сами по	2	3
141	тех пор	2	3
142	из них	2	3
143	с этим	2	3
144	что всякая	4	3
145	мы имеем	8	3
146	мы находим	2	3
147	в той	3	3
148	во внимание	5	3
149	принять во	2	3
150	в данном	3	3
151	его с	2	3
152	это только	3	3
153	о котором	6	3
154	когда мы	6	3
155	ничего не	2	3
156	нет ни	2	3
157	же не	2	3
158	выражение лица	2	2
159	в противоположность	2	2
160	самого начала	3	2
161	это может	2	2
162	само по	2	2
163	только не	5	2
164	и можно	2	2
165	в частности	4	2
166	в зависимости	6	2
167	понятно что	2	2
168	что у	3	2
169	перед нами	2	2
170	в состоянии	3	2
171	в конце	4	2
172	на самом	2	2
173	как ни	4	2
174	именно в	6	2
175	но мы	2	2
176	если мы	16	2
177	то это	4	2
178	к тому	8	2
179	что на	3	2
180	же в	2	2
181	с самого	3	2
182	но все	2	2
183	мы видим	8	2
184	эти два	3	2
185	зависимости от	7	2
186	с тем	8	2
187	очевидно что	2	2
188	что с	6	2
189	различия между	2	2
190	до сих	5	2
191	на его	3	2
192	в сущности	12	2
193	несмотря на	5	2
194	в искусстве	6	2
195	на сцене	2	2
196	можно на	3	2
197	в ней	4	2
198	сих пор	5	2
199	во всех	2	2
200	данном случае	3	2
201	в каждом	2	2
202	мы только	2	2
203	в их	3	2
204	как из	3	2
205	тому что	8	2
206	так же	13	2
207	что есть	2	2
208	т п	3	2
209	того как	2	2
210	с одной	12	2
211	как в	3	2
212	тем же	3	2
213	или в	6	2
214	в сферу	2	2
215	в своих	5	2
216	и совершенно	4	2
217	в результате	4	2
218	и при	2	2
219	не как	3	2
220	тем что	6	2
221	или на	2	2
222	только о	2	2
223	что здесь	3	2
224	что мы	11	2
225	мы должны	3	2
226	же самое	5	2
227	что эти	2	2
228	все эти	2	2
229	иметь в	3	2
230	в которой	3	2
231	что по	2	2
232	говорил что	2	2
233	но в	5	2
234	вместе с	12	2
235	на этом	6	2
