N	2gram	Vygotskiy__5	Narrotol
1	не только	16	31
2	но и	6	27
3	и не	12	23
4	при этом	4	19
5	может быть	9	15
6	в частности	3	14
7	в качестве	4	14
8	как и	8	13
9	а не	10	13
10	а в	3	13
11	только в	10	12
12	в этом	25	12
13	и в	16	11
14	состоит в	6	10
15	и его	3	10
16	то что	26	9
17	то же	8	8
18	в том	18	8
19	не может	18	8
20	представляет собой	7	8
21	если бы	8	7
22	у него	6	7
23	том что	15	7
24	на протяжении	2	7
25	но в	6	7
26	и т.д	4	6
27	к тому	6	6
28	не в	6	6
29	в самом	4	6
30	как бы	5	6
31	жизни и	2	6
32	тому же	2	6
33	в его	11	6
34	в этой	6	6
35	можно сказать	5	5
36	точка зрения	8	5
37	в своей	2	5
38	так и	7	5
39	тем самым	8	5
40	столь же	2	5
41	и на	6	5
42	потому что	21	5
43	между двумя	3	5
44	точки зрения	18	5
45	о чем	2	4
46	никогда не	5	4
47	все же	3	4
48	для него	5	4
49	то в	3	4
50	но не	10	4
51	прежде всего	3	4
52	еще не	4	4
53	к нему	3	4
54	имеет место	2	4
55	в ней	2	4
56	и тем	3	4
57	в нем	7	4
58	в первом	3	4
59	из них	2	4
60	по себе	7	4
61	как в	5	4
62	того что	16	4
63	того чтобы	17	4
64	или не	2	4
65	в то	5	4
66	что у	2	4
67	о том	8	4
68	в одном	3	4
69	не менее	3	3
70	тому как	4	3
71	но они	2	3
72	что в	16	3
73	в своем	5	3
74	это не	4	3
75	в жизни	2	3
76	что он	25	3
77	у нас	2	3
78	и как	3	3
79	не говорит	2	3
80	в целом	4	3
81	самом деле	3	3
82	но как	3	3
83	как известно	4	3
84	для того	14	3
85	он не	8	3
86	еще в	3	3
87	при которой	2	3
88	не является	5	3
89	отношению к	12	3
90	в ходе	12	3
91	по отношению	12	3
92	в центре	2	3
93	этом отношении	5	3
94	именно в	4	3
95	но при	2	3
96	мы не	3	3
97	и то	4	3
98	их в	2	3
99	и с	3	3
100	подобно тому	4	3
101	как будто	2	3
102	представляют собой	2	3
103	как это	8	3
104	между тем	3	3
105	в известном	8	2
106	зависит от	4	2
107	и составляет	4	2
108	казалось бы	4	2
109	тем или	2	2
110	по мере	2	2
111	в зависимости	2	2
112	в этих	3	2
113	его и	3	2
114	между собой	13	2
115	которая в	2	2
116	этих двух	3	2
117	в сущности	13	2
118	в свою	4	2
119	к его	3	2
120	как мы	10	2
121	же в	2	2
122	известном смысле	7	2
123	и того	3	2
124	зависимости от	2	2
125	свою очередь	3	2
126	по своему	3	2
127	переход от	7	2
128	все что	2	2
129	чем он	2	2
130	до конца	3	2
131	до сих	3	2
132	в пределах	4	2
133	или иным	2	2
134	в первой	2	2
135	в случае	2	2
136	к ним	2	2
137	никак не	3	2
138	и является	3	2
139	если в	3	2
140	к жизни	3	2
141	точек зрения	4	2
142	не имеет	4	2
143	хотя бы	5	2
144	вместе с	4	2
145	сих пор	3	2
146	в сфере	5	2
147	только на	2	2
148	другой стороны	2	2
149	только что	5	2
150	в отличие	2	2
151	все равно	2	2
152	и чужого	3	2
153	сознания в	3	2
154	в той	6	2
155	и даже	2	2
156	с другой	4	2
157	отличие от	2	2
158	ничего не	5	2
159	в результате	4	2
160	сказать что	13	2
161	во всяком	2	2
162	мы можем	6	2
163	и от	2	2
164	связи с	3	2
165	что мы	4	2
166	же самое	4	2
167	один и	3	2
168	эта фраза	2	2
169	в чем	3	2
170	с ним	5	2
171	в области	12	2
172	как она	3	2
