N	2gram	Vygotskiy__2	Hudozhes
1	и в	32	28
2	том что	21	19
3	в ее	2	18
4	и не	10	18
5	в том	37	15
6	а не	7	14
7	не в	8	13
8	в этом	13	13
9	о том	6	12
10	как и	10	11
11	при этом	13	11
12	в его	2	11
13	не только	12	11
14	но и	10	9
15	в себе	2	9
16	в жизни	4	8
17	что он	13	8
18	может быть	18	8
19	так и	3	8
20	между тем	4	8
21	и все	4	7
22	к тому	7	7
23	об этом	3	7
24	в частности	3	7
25	что она	16	7
26	состоит в	3	7
27	как это	4	7
28	казалось бы	2	6
29	это не	2	6
30	то что	21	6
31	жизни и	4	6
32	в своей	3	6
33	если бы	6	6
34	то же	13	6
35	не было	2	6
36	сводится к	2	6
37	а в	4	6
38	и с	4	6
39	тем что	9	6
40	в то	5	6
41	с его	2	5
42	что это	8	5
43	не менее	8	5
44	как бы	6	5
45	как в	9	5
46	с ее	3	5
47	в этой	6	5
48	что в	20	5
49	она не	2	5
50	и сам	4	5
51	в самом	12	5
52	наряду с	4	5
53	никогда не	9	5
54	его жизни	2	5
55	только на	5	5
56	и его	7	5
57	ничего не	4	5
58	бы и	3	4
59	тому что	4	4
60	тем не	4	4
61	говорит о	2	4
62	но не	2	4
63	что они	7	4
64	же время	2	4
65	в художественном	6	4
66	для того	13	4
67	вслед за	5	4
68	он не	6	4
69	в конечном	3	4
70	для нее	2	4
71	что и	17	4
72	и т	10	4
73	как раз	5	4
74	не может	17	4
75	того чтобы	14	4
76	подобно тому	2	4
77	как будто	7	4
78	только в	7	4
79	тому как	3	4
80	в других	2	4
81	как только	2	3
82	бы не	2	3
83	все время	6	3
84	была бы	2	3
85	конечном счете	3	3
86	в них	2	3
87	в состоянии	2	3
88	столь же	4	3
89	с другой	3	3
90	в одном	2	3
91	что все	9	3
92	в нем	4	3
93	и ее	3	3
94	что на	4	3
95	для нас	2	3
96	всякий раз	2	3
97	самом деле	16	3
98	все что	2	3
99	еще не	2	3
100	было бы	11	3
101	несмотря на	4	3
102	во сне	2	3
103	в ней	5	3
104	в этих	2	3
105	на него	2	3
106	противоречие с	2	3
107	все это	5	3
108	а с	2	3
109	у всех	2	3
110	едва ли	4	3
111	и он	3	3
112	так же	18	3
113	можно было	7	3
114	с другими	2	3
115	и на	5	3
116	что у	5	3
117	же самое	6	3
118	как он	2	3
119	и это	4	3
120	к нему	2	3
121	в основе	11	2
122	место в	2	2
123	отнюдь не	5	2
124	не как	3	2
125	и от	2	2
126	вовсе не	2	2
127	тайны и	2	2
128	или иного	2	2
129	мы знаем	7	2
130	ли он	2	2
131	же как	4	2
132	на этом	3	2
133	на другой	2	2
134	бы с	2	2
135	что не	3	2
136	и к	3	2
137	того или	3	2
138	все те	2	2
139	до сих	5	2
140	если в	2	2
141	один из	3	2
142	оно не	2	2
143	это было	3	2
144	все же	4	2
145	отношение к	2	2
146	из них	4	2
147	вместе с	2	2
148	сих пор	5	2
149	жизни с	3	2
150	данном случае	4	2
151	что же	3	2
152	к людям	2	2
153	дело с	8	2
154	как на	5	2
155	т п	8	2
156	т д	2	2
157	того как	4	2
158	те же	6	2
159	именно на	2	2
160	и у	2	2
161	хотя бы	3	2
162	и для	4	2
163	с точки	10	2
164	той же	8	2
165	самое что	2	2
166	роль в	2	2
167	в данном	4	2
168	и то	3	2
169	сказать что	7	2
170	потому что	21	2
171	точки зрения	17	2
172	приходит к	3	2
173	и только	2	2
174	с того	2	2
175	ответ на	2	2
176	та же	3	2
177	но в	3	2
178	видит в	3	2
179	том как	2	2
