N	2gram	Propp_Isto_4	Myshleni
1	в том	3	33
2	том что	3	27
3	то что	16	20
4	в этом	7	19
5	того что	2	17
6	и в	26	15
7	не только	15	15
8	что в	14	14
9	таким образом	10	14
10	что он	10	12
11	в целом	2	10
12	но и	12	10
13	было бы	2	10
14	мы можем	6	10
15	в своем	2	9
16	может быть	14	9
17	не может	6	9
18	что мы	3	9
19	о том	4	9
20	связи с	3	9
21	так и	10	8
22	никогда не	2	8
23	не в	5	8
24	и что	5	8
25	если бы	2	8
26	мы знаем	8	7
27	и не	9	7
28	потому что	6	7
29	как бы	3	7
30	по себе	2	7
31	он не	7	7
32	что это	2	6
33	в частности	2	6
34	как мы	5	6
35	в этой	2	6
36	мы уже	5	6
37	на то	3	6
38	мы видели	6	6
39	в связи	2	6
40	с другой	4	6
41	сказать что	2	6
42	в истории	2	6
43	мы должны	5	6
44	как он	6	6
45	как это	3	6
46	но в	5	6
47	вовсе не	4	6
48	как и	7	6
49	по своей	2	6
50	вместе с	6	6
51	на этот	2	6
52	что эта	3	6
53	там где	3	6
54	это не	5	5
55	уже в	2	5
56	вопрос о	4	5
57	и др	5	5
58	и их	2	5
59	с помощью	2	5
60	и даже	4	5
61	видели что	3	5
62	сравнению с	3	5
63	по существу	3	5
64	все что	4	5
65	по сравнению	3	5
66	то же	8	5
67	говорит что	2	5
68	этот вопрос	2	5
69	связь между	2	5
70	связана с	2	4
71	на вопрос	3	4
72	из этих	3	4
73	для нас	3	4
74	все это	2	4
75	не имеет	3	4
76	так же	18	4
77	а в	8	4
78	их в	7	4
79	и с	5	4
80	при помощи	10	4
81	так как	9	4
82	к которым	5	4
83	к этому	5	4
84	все же	9	4
85	мы видим	6	4
86	в качестве	7	4
87	в своей	4	4
88	даже в	4	4
89	как в	7	4
90	того как	4	4
91	хотя бы	2	4
92	и его	10	4
93	только в	3	4
94	что у	3	3
95	во время	7	3
96	об этом	7	3
97	что они	6	3
98	при этом	3	3
99	смысле этого	2	3
100	но мы	3	3
101	из них	2	3
102	данном случае	3	3
103	и только	5	3
104	все эти	3	3
105	те же	3	3
106	но эта	4	3
107	лишь в	2	3
108	с собой	5	3
109	и по	5	3
110	в которых	4	3
111	к этой	3	3
112	мы имеем	7	3
113	и все	2	3
114	с этим	2	3
115	таким же	6	3
116	но не	5	3
117	он говорит	2	3
118	когда он	6	3
119	что она	3	3
120	только что	3	3
121	а не	6	3
122	из которых	5	3
123	или в	3	3
124	в данном	3	3
125	он в	4	3
126	это же	2	3
127	этого слова	2	3
128	ничего не	5	3
129	можно считать	2	2
130	не могут	2	2
131	же как	13	2
132	в другой	3	2
133	и есть	2	2
134	в этих	7	2
135	перед нами	3	2
136	с этой	2	2
137	раньше чем	5	2
138	он открывает	2	2
139	же это	2	2
140	что на	2	2
141	ни в	2	2
142	живет в	2	2
143	и как	5	2
144	но все	5	2
145	и более	3	2
146	не дает	2	2
147	с целью	2	2
148	только тогда	3	2
149	его с	2	2
150	он показывает	2	2
151	и тем	2	2
152	могут быть	6	2
153	в некоторых	5	2
154	на том	2	2
155	от того	2	2
156	и других	3	2
157	в других	2	2
158	увидим что	2	2
159	но для	2	2
160	к себе	3	2
161	что здесь	7	2
162	во все	2	2
163	же самое	2	2
164	еще один	2	2
165	во всем	3	2
166	а также	3	2
167	в одном	5	2
168	у него	5	2
169	бы мы	2	2
170	он должен	3	2
171	не могло	2	2
172	связь с	12	2
173	приводит нас	4	2
174	представляет собой	2	2
175	указывает на	4	2
176	мы увидим	3	2
177	действительность но	2	2
178	наряду с	3	2
179	указывает что	2	2
180	в его	5	2
181	что и	9	2
182	как нечто	3	2
183	в мышлении	2	2
184	нас к	7	2
185	в силу	5	2
186	на которой	2	2
187	тем что	5	2
188	в себе	2	2
189	в другом	5	2
190	его к	3	2
