N	2gram	Tiupa_Lite_3	Myshleni
1	то что	12	26
2	что он	5	25
3	в этом	14	25
4	потому что	3	21
5	в том	12	18
6	не может	8	18
7	точки зрения	7	18
8	того чтобы	2	17
9	что в	2	16
10	и в	16	16
11	того что	9	16
12	не только	14	16
13	так же	2	15
14	том что	8	15
15	для того	2	14
16	отношению к	4	12
17	вопрос о	2	12
18	по отношению	4	12
19	и не	22	12
20	в области	3	12
21	отношение к	2	11
22	в его	6	11
23	из того	2	11
24	но не	4	10
25	было бы	2	10
26	как мы	2	10
27	а не	12	10
28	только в	7	10
29	может быть	12	9
30	с точки	3	9
31	должно быть	4	8
32	о том	6	8
33	как это	3	8
34	в основе	5	8
35	если бы	2	8
36	как и	5	8
37	то же	9	8
38	тем самым	7	8
39	в нем	2	7
40	того же	2	7
41	так и	9	7
42	по себе	2	7
43	представляет собой	2	7
44	не в	10	6
45	в этой	8	6
46	но и	14	6
47	и на	2	6
48	могли бы	2	6
49	но в	3	6
50	состоит в	6	6
51	к тому	6	6
52	в другом	6	6
53	никогда не	4	5
54	мы и	2	5
55	для него	2	5
56	как бы	8	5
57	этом отношении	5	5
58	не знает	2	5
59	в то	9	5
60	можно сказать	2	5
61	как в	5	5
62	тем что	2	5
63	с другой	6	4
64	это не	5	4
65	с этой	2	4
66	в свою	2	4
67	при этом	15	4
68	в самом	3	4
69	в целом	5	4
70	именно в	5	4
71	же самое	2	4
72	не означает	2	4
73	в качестве	5	4
74	еще не	6	4
75	вместе с	5	4
76	той же	3	4
77	тому как	3	4
78	подобно тому	2	4
79	не менее	2	3
80	в частности	11	3
81	прежде всего	3	3
82	и как	3	3
83	самом деле	3	3
84	одной стороны	4	3
85	до конца	4	3
86	нас к	2	3
87	и тем	3	3
88	еще и	2	3
89	с одной	4	3
90	как на	3	3
91	а в	5	3
92	и с	2	3
93	по своей	3	3
94	в первом	2	3
95	между тем	3	3
96	к жизни	2	3
97	в одном	4	3
98	к этому	2	3
99	все же	2	3
100	по существу	4	3
101	то в	3	3
102	я это	2	3
103	еще в	3	3
104	что и	2	3
105	ее в	2	3
106	и его	6	3
107	он в	2	3
108	связи с	2	3
109	только для	3	2
110	я не	2	2
111	себя и	2	2
112	что у	2	2
113	на его	3	2
114	вслед за	3	2
115	одним из	4	2
116	совершенно не	3	2
117	отношением к	2	2
118	в своей	7	2
119	из них	4	2
120	в отличие	5	2
121	другой стороны	2	2
122	отношения к	3	2
123	в совершенно	2	2
124	и даже	2	2
125	в своих	2	2
126	оказывается не	2	2
127	это будет	2	2
128	сознания и	2	2
129	о чем	3	2
130	для его	3	2
131	в единстве	3	2
132	в жизни	8	2
133	в случае	2	2
134	его в	2	2
135	стороны и	2	2
136	не с	2	2
137	то это	2	2
138	и к	3	2
139	всю полноту	2	2
140	же в	2	2
141	отличие от	5	2
142	у нас	2	2
143	что я	5	2
144	со всеми	2	2
145	во второй	2	2
146	этот путь	2	2
147	жизни и	3	2
148	в первой	2	2
149	когда он	2	2
150	и потому	2	2
151	к предмету	2	2
152	во всех	2	2
153	тому же	5	2
154	на свою	3	2
155	но с	2	2
156	как будто	4	2
157	знает что	2	2
