N	2gram	Vygotskiy__5	Analitik
1	не только	16	22
2	и в	16	18
3	как и	8	14
4	так и	7	14
5	в этом	25	14
6	но и	6	13
7	и его	3	13
8	в частности	3	12
9	том что	15	12
10	в качестве	4	12
11	и не	12	12
12	при этом	4	11
13	а в	3	10
14	как бы	5	10
15	может быть	9	9
16	что в	16	9
17	а не	10	9
18	в том	18	9
19	в первой	2	8
20	и даже	2	8
21	с другой	4	7
22	но не	10	7
23	в его	11	7
24	отношению к	12	7
25	во второй	2	7
26	по отношению	12	7
27	к тому	6	6
28	не в	6	6
29	для него	5	6
30	еще не	4	6
31	в этой	6	6
32	он не	8	6
33	в их	3	6
34	о том	8	6
35	никогда не	5	5
36	не является	5	5
37	в случае	2	5
38	прежде всего	3	5
39	в свою	4	5
40	того же	7	5
41	в самом	4	5
42	что и	3	5
43	другой стороны	2	5
44	в сущности	13	5
45	той же	4	5
46	в результате	4	5
47	между тем	3	5
48	представляет собой	7	5
49	не менее	3	4
50	о чем	2	4
51	в своем	5	4
52	столь же	2	4
53	в одном	3	4
54	состоит в	6	4
55	по себе	7	4
56	что он	25	4
57	можно сказать	5	4
58	и к	2	4
59	и как	3	4
60	свою очередь	3	4
61	в пределах	4	4
62	не есть	4	4
63	все же	3	4
64	принадлежит к	2	4
65	приводит к	7	4
66	таким образом	19	4
67	тем самым	8	4
68	и на	6	4
69	к этому	3	3
70	тому же	2	3
71	и того	3	3
72	что они	5	3
73	было бы	10	3
74	указывает на	2	3
75	только не	3	3
76	с их	4	3
77	по поводу	2	3
78	если в	3	3
79	к жизни	3	3
80	в целом	4	3
81	как в	5	3
82	все это	2	3
83	то же	8	3
84	этом отношении	5	3
85	еще и	3	3
86	именно в	4	3
87	мы не	3	3
88	ничего не	5	3
89	с этим	3	3
90	точки зрения	18	3
91	подобно тому	4	3
92	одного и	3	3
93	но как	3	3
94	говорить о	3	3
95	во всем	2	3
96	в то	5	3
97	его в	2	3
98	ответ на	3	3
99	как это	8	3
100	сама по	4	2
101	могут быть	4	2
102	все эти	4	2
103	в них	2	2
104	это не	4	2
105	но они	2	2
106	и от	2	2
107	в жизни	2	2
108	совершенно очевидно	2	2
109	в нем	7	2
110	как уже	3	2
111	есть не	2	2
112	же в	2	2
113	говорит о	3	2
114	то в	3	2
115	с тем	3	2
116	по своему	3	2
117	очевидно что	2	2
118	обе эти	5	2
119	одной стороны	3	2
120	это и	3	2
121	со всеми	2	2
122	совершенно не	2	2
123	на его	2	2
124	могли бы	6	2
125	в ней	2	2
126	и потому	2	2
127	свое время	2	2
128	по своей	3	2
129	только к	2	2
130	не с	2	2
131	нам кажется	2	2
132	то что	26	2
133	в первом	3	2
134	когда он	2	2
135	во всех	2	2
136	вместе с	4	2
137	что она	2	2
138	уже по	4	2
139	не может	18	2
140	в отличие	2	2
141	отношения к	2	2
142	на примере	3	2
143	с одной	3	2
144	но с	2	2
145	те же	2	2
146	в себя	3	2
147	в той	6	2
148	тем или	2	2
149	самом деле	3	2
150	с точки	9	2
151	и по	4	2
152	тому как	4	2
153	сказать что	13	2
154	во всяком	2	2
155	мы можем	6	2
156	в момент	2	2
157	тем что	5	2
158	как показывает	4	2
159	мере в	5	2
160	и здесь	2	2
161	что мы	4	2
162	только в	10	2
163	и т.д	4	2
164	вопроса о	3	2
165	в свое	2	2
166	отличие от	2	2
167	или иным	2	2
168	но в	6	2
