N	2gram	Tiupa_Lite_1	FransuaR
1	и в	8	45
2	то есть	6	25
3	и т.п	4	16
4	и не	12	15
5	не только	24	14
6	в этом	12	14
7	но в	3	14
8	в его	7	13
9	и его	4	13
10	как бы	7	12
11	что в	3	12
12	в своем	11	11
13	то же	5	11
14	в то	5	11
15	прежде всего	11	10
16	в том	16	10
17	в нем	2	10
18	но и	17	10
19	как и	6	10
20	же время	5	9
21	с миром	4	8
22	и др	3	8
23	жизни и	3	8
24	таким образом	3	8
25	с его	5	7
26	в конце	4	7
27	том что	14	7
28	не в	8	7
29	также и	3	7
30	потому что	3	7
31	что он	5	6
32	в этой	4	6
33	так и	4	6
34	связи с	6	6
35	на этом	2	5
36	например в	3	5
37	одним из	5	5
38	как раз	4	5
39	не может	5	5
40	в связи	4	5
41	этом отношении	2	5
42	все эти	2	5
43	в себя	2	5
44	самом деле	2	5
45	его в	3	5
46	все они	2	4
47	у него	3	4
48	тому же	2	4
49	но не	4	4
50	по поводу	2	4
51	своего рода	11	4
52	в самом	3	4
53	в сущности	2	4
54	а также	5	4
55	в их	3	4
56	не мог	3	4
57	здесь как	2	4
58	а не	16	4
59	и даже	3	4
60	а в	3	4
61	той же	3	4
62	можно было	2	4
63	в основе	3	4
64	точки зрения	6	4
65	только в	8	4
66	о том	2	4
67	как это	8	4
68	не менее	7	3
69	как в	5	3
70	это не	4	3
71	из этих	2	3
72	мир и	2	3
73	того же	2	3
74	для него	2	3
75	в своей	4	3
76	века в	3	3
77	не могло	2	3
78	и прежде	3	3
79	не было	3	3
80	еще и	3	3
81	в году	13	3
82	того что	6	3
83	нуждается в	3	3
84	он и	3	3
85	в другом	2	3
86	как он	2	3
87	дело в	3	3
88	и есть	3	2
89	превращается в	2	2
90	хотя бы	2	2
91	относится к	2	2
92	перестает быть	4	2
93	к тому	2	2
94	отличие от	5	2
95	то что	10	2
96	в пределах	3	2
97	в качестве	17	2
98	из его	2	2
99	для них	2	2
100	было бы	2	2
101	несмотря на	3	2
102	может быть	13	2
103	внутренней свободы	2	2
104	вплоть до	2	2
105	том же	3	2
106	еще в	4	2
107	даже в	2	2
108	произведение в	2	2
109	один из	3	2
110	должен быть	2	2
111	все же	4	2
112	в целом	8	2
113	на том	2	2
114	данном случае	4	2
115	в отличие	5	2
116	и только	2	2
117	при этом	19	2
118	чтобы не	2	2
119	лишь в	4	2
120	ко всему	2	2
121	с точки	2	2
122	роль в	2	2
123	в данном	5	2
124	не столько	5	2
125	между тем	2	2
126	одно из	3	2
127	ту же	2	2
128	которая не	2	2
