N	2gram	Vygotskiy__6	KFilosof
1	может быть	13	43
2	в его	3	39
3	в нем	7	31
4	не может	19	27
5	и не	11	26
6	по отношению	10	25
7	и в	28	22
8	в котором	2	21
9	отношению к	10	21
10	в себе	4	21
11	а не	3	17
12	и его	3	17
13	только в	18	16
14	точки зрения	13	13
15	в этом	27	13
16	для него	6	12
17	но не	10	12
18	все эти	2	11
19	в своей	2	11
20	не в	4	11
21	в своем	7	10
22	это не	5	10
23	все это	2	10
24	во всех	4	10
25	с точки	10	10
26	в целом	3	9
27	но и	10	9
28	в их	3	9
29	как бы	11	9
30	и все	5	9
31	если бы	7	8
32	было бы	9	8
33	на основе	4	7
34	и здесь	3	7
35	что и	4	7
36	то что	28	7
37	в себя	3	7
38	я не	4	6
39	в том	28	6
40	но это	2	6
41	отношение к	7	6
42	и только	3	6
43	он не	7	6
44	никогда не	8	5
45	то же	7	5
46	именно в	4	5
47	не имеет	6	5
48	в основе	3	5
49	но как	3	5
50	его в	6	5
51	с ним	2	5
52	но в	5	5
53	не знает	3	5
54	как и	6	5
55	что я	2	5
56	не только	16	5
57	все же	2	5
58	мы имеем	4	5
59	там где	7	5
60	что в	17	4
61	для нас	2	4
62	при этом	3	4
63	не по	3	4
64	в своих	3	4
65	с ними	2	4
66	в одном	2	4
67	том что	19	4
68	а в	2	4
69	тем самым	8	4
70	и т.д	3	4
71	в чем	6	4
72	независимо от	3	3
73	не менее	2	3
74	в каждом	3	3
75	до конца	3	3
76	себе и	2	3
77	и тем	5	3
78	от того	10	3
79	того что	24	3
80	слово не	2	3
81	и на	5	3
82	в то	6	3
83	мы не	6	3
84	тогда когда	6	3
85	этом смысле	2	3
86	ясно что	4	3
87	от него	2	3
88	и отношения	3	3
89	по своему	2	3
90	еще не	8	3
91	самом деле	2	3
92	для того	8	3
93	тем что	8	3
94	могут быть	5	3
95	в другом	2	3
96	прежде всего	2	2
97	вопрос о	5	2
98	к которой	2	2
99	и как	6	2
100	только по	4	2
101	это есть	3	2
102	он может	2	2
103	бы оно	2	2
104	по себе	3	2
105	тому что	11	2
106	для этого	2	2
107	он имеет	2	2
108	мышления и	7	2
109	и других	7	2
110	не из	2	2
111	а по	3	2
112	всякий предмет	2	2
113	потому что	22	2
114	а это	3	2
115	в сознании	4	2
116	были бы	2	2
117	с его	3	2
118	и то	4	2
119	с тем	5	2
120	что эта	2	2
121	раз и	2	2
122	что он	18	2
123	и того	4	2
124	в качестве	4	2
125	мышления как	2	2
126	этот факт	2	2
127	этого слова	2	2
128	оно не	4	2
129	в процессе	9	2
130	так и	6	2
131	если я	4	2
132	как в	3	2
133	дело с	2	2
134	чего не	3	2
135	нами в	2	2
136	это и	3	2
137	того чтобы	10	2
138	в данном	2	2
139	от этого	3	2
140	в этой	5	2
141	отношении к	3	2
142	как оно	3	2
143	в области	6	2
