N	2gram	Tiupa_Anal_3	StatiiOP
1	и в	18	44
2	в том	9	36
3	что в	9	30
4	том что	12	29
5	в этом	14	21
6	то что	2	18
7	не только	22	18
8	было бы	3	17
9	а в	10	17
10	о том	6	17
11	и не	12	16
12	а не	9	16
13	может быть	9	15
14	в данном	4	14
15	как в	3	13
16	пушкина и	2	13
17	не в	6	12
18	в первой	8	12
19	в тексте	9	12
20	в этой	6	11
21	самом деле	2	11
22	точки зрения	3	11
23	что он	4	10
24	но и	13	10
25	но в	2	10
26	только в	2	10
27	с другой	7	9
28	в то	3	9
29	как и	14	9
30	во второй	7	9
31	так и	14	9
32	в его	7	9
33	у пушкина	3	8
34	например в	2	8
35	во всех	2	8
36	все же	4	8
37	не может	2	8
38	и его	13	8
39	это не	2	8
40	что пушкин	2	8
41	с точки	2	8
42	прежде всего	5	7
43	по поводу	3	7
44	в самом	5	7
45	другой стороны	5	7
46	таким образом	4	7
47	этом отношении	3	7
48	сказать что	2	7
49	что они	3	7
50	из этих	3	6
51	для него	6	6
52	что и	5	6
53	в повестях	8	6
54	данном случае	3	6
55	со стороны	9	6
56	именно в	3	6
57	в той	2	6
58	во всяком	2	6
59	дело в	2	6
60	всяком случае	2	6
61	не менее	4	5
62	никогда не	5	5
63	текста в	6	5
64	самого пушкина	3	5
65	вплоть до	2	5
66	что мы	2	5
67	совершенно не	2	5
68	в нем	2	5
69	в целом	3	5
70	все это	3	5
71	той же	5	5
72	то же	3	5
73	и даже	8	5
74	и по	2	5
75	в слове	5	5
76	тем что	2	5
77	могут быть	2	5
78	все эти	2	5
79	там где	2	5
80	в частности	12	4
81	столь же	4	4
82	что она	2	4
83	гораздо более	2	4
84	бы и	2	4
85	в ее	3	4
86	это и	2	4
87	же время	3	4
88	в качестве	12	4
89	как раз	7	4
90	как бы	10	4
91	дело не	3	4
92	не было	3	4
93	в новом	2	4
94	во втором	4	4
95	на эту	2	4
96	как это	3	4
97	поэтому в	2	3
98	не является	5	3
99	в конце	5	3
100	в каждом	3	3
101	в тех	2	3
102	да и	2	3
103	об этом	2	3
104	в начале	6	3
105	то в	2	3
106	но не	7	3
107	того же	5	3
108	и без	3	3
109	еще не	6	3
110	или иным	2	3
111	что не	3	3
112	своего рода	8	3
113	и для	2	3
114	в ней	2	3
115	для пушкина	2	3
116	даже в	2	3
117	отношению к	7	3
118	говорит о	2	3
119	внимание на	4	3
120	по отношению	7	3
121	пушкина а	2	3
122	с одной	2	3
123	но с	2	3
124	о которой	2	3
125	тем или	2	3
126	лишь в	5	3
127	как к	2	3
128	в результате	5	3
129	что касается	3	3
130	вопроса о	2	3
131	ответ на	3	3
132	между тем	5	3
133	с этим	3	3
134	уже в	3	2
135	в случае	5	2
136	в своем	4	2
137	хотя в	2	2
138	по крайней	4	2
139	имеем дело	4	2
140	который как	2	2
141	не всегда	3	2
142	крайней мере	4	2
143	который не	2	2
144	ли не	4	2
145	при этом	11	2
146	пушкина что	2	2
147	текста с	4	2
148	одной стороны	2	2
149	и сам	4	2
150	со всеми	2	2
151	несмотря на	2	2
152	в сущности	5	2
153	первой строфе	3	2
154	и потому	2	2
155	а также	2	2
156	свое время	2	2
157	этого слова	2	2
158	если в	3	2
159	я с	2	2
160	к числу	2	2
161	тем не	2	2
162	в первом	2	2
163	такого рода	5	2
164	судя по	2	2
165	отношения к	2	2
166	в свое	2	2
167	еще и	3	2
168	не для	2	2
169	тем самым	4	2
170	более чем	2	2
171	по его	3	2
172	мы не	3	2
173	ничего не	3	2
174	дело с	3	2
175	однако и	3	2
176	мере в	2	2
177	он не	6	2
178	в себе	2	2
179	говорить о	3	2
180	по своей	2	2
181	не могла	2	2
182	как правило	5	2
183	и все	2	2
184	его в	3	2
185	мы имеем	5	2
186	то есть	10	2
