N	2gram	Bakhtin_Fr_3	Problemy
1	и в	40	35
2	как бы	3	31
3	и не	13	27
4	что он	2	24
5	в его	13	21
6	но в	8	19
7	не может	3	18
8	как и	11	18
9	в нем	5	16
10	то есть	18	16
11	то же	7	15
12	и все	9	15
13	но и	11	14
14	для него	5	14
15	может быть	9	14
16	все это	4	14
17	в сущности	9	14
18	и его	17	14
19	в этом	15	14
20	к нему	2	13
21	он не	9	13
22	прежде всего	16	12
23	и с	8	12
24	и к	3	12
25	в другом	3	12
26	в то	6	11
27	слова и	2	11
28	самом деле	3	10
29	же время	6	10
30	не только	13	10
31	то что	5	10
32	на самом	3	9
33	так и	3	8
34	о мире	2	8
35	потому что	2	8
36	мы уже	13	8
37	все же	2	8
38	как мы	10	8
39	и для	5	8
40	и сам	2	7
41	на них	2	7
42	лишь в	2	7
43	а в	3	7
44	и наконец	3	7
45	точки зрения	2	7
46	с его	3	7
47	вовсе не	12	7
48	еще не	3	7
49	отношению к	2	7
50	там где	3	7
51	таким образом	10	7
52	слова в	2	6
53	что в	12	6
54	но это	3	6
55	отношение к	8	6
56	в самом	6	6
57	и на	8	6
58	он с	2	6
59	в одном	7	6
60	но не	2	6
61	и т.п	10	6
62	по отношению	3	6
63	в плане	2	6
64	только в	3	6
65	в конце	3	5
66	в том	8	5
67	уже говорили	3	5
68	и даже	4	5
69	во время	8	5
70	я вас	3	5
71	он и	7	5
72	этого слова	2	5
73	даже в	4	5
74	как в	3	5
75	в себе	3	5
76	на протяжении	3	5
77	и это	2	5
78	с другой	2	4
79	или иной	2	4
80	в мире	4	4
81	но все	3	4
82	до конца	6	4
83	на его	2	4
84	его отношение	2	4
85	же и	3	4
86	вот как	2	4
87	и вот	2	4
88	рядом с	2	4
89	между тем	3	4
90	говорит он	2	4
91	и так	2	4
92	но он	2	4
93	в эту	4	4
94	той или	2	4
95	но как	2	4
96	так как	4	4
97	у него	8	4
98	как раз	5	4
99	в них	9	4
100	во всем	3	4
101	еще в	3	4
102	в своей	6	4
103	только на	4	4
104	и прежде	3	4
105	в той	6	4
106	а не	5	4
107	и у	2	4
108	тем что	3	4
109	он в	2	4
110	уже в	2	3
111	и от	3	3
112	его к	2	3
113	в виду	7	3
114	и мысли	3	3
115	в целом	2	3
116	из них	4	3
117	в форме	2	3
118	все эти	8	3
119	вот я	2	3
120	это не	2	3
121	сказать что	3	3
122	и во	4	3
123	даже и	2	3
124	нуждается в	3	3
125	тонов и	2	3
126	в начале	3	3
127	тона и	2	3
128	в котором	2	3
129	поэтому он	3	3
130	него и	2	3
131	с этим	2	3
132	в ее	3	3
133	как его	2	3
134	это и	2	3
135	том что	4	3
136	мы остановимся	2	3
137	было бы	4	3
138	со всеми	5	3
139	во всех	6	3
140	что и	3	3
141	так сказать	5	2
142	вы не	4	2
143	не менее	2	2
144	времени и	2	2
145	в этих	6	2
146	для этого	3	2
147	это в	2	2
148	мы знаем	2	2
149	ни в	4	2
150	в дальнейшем	2	2
151	на этом	2	2
152	в последнем	2	2
153	первой книги	2	2
154	при этом	3	2
155	например в	2	2
156	в эти	2	2
157	мы видели	3	2
158	здесь он	2	2
159	в своем	7	2
160	те же	5	2
161	особенно в	4	2
162	эпизод с	2	2
163	характер и	2	2
164	их в	3	2
165	в ней	4	2
166	но ведь	3	2
167	о том	4	2
168	как он	2	2
169	слово в	3	2
170	в этот	2	2
171	всех этих	3	2
172	он дает	2	2
173	на тему	2	2
174	я готов	2	2
175	но конечно	2	2
176	быть в	2	2
177	раз в	2	2
178	была и	2	2
179	очень часто	2	2
180	здесь в	4	2
181	но именно	3	2
182	мы увидим	2	2
183	одной из	2	2
184	конечно не	2	2
185	о нем	3	2
186	и этот	2	2
187	своего рода	2	2
188	вместе с	3	2
189	теперь он	2	2
190	всем этим	2	2
191	так в	4	2
192	в отличие	3	2
193	и как	3	2
194	хотя бы	2	2
195	в которой	2	2
196	той же	8	2
197	можно было	3	2
198	связан с	3	2
199	и вы	4	2
200	и самое	3	2
201	из этого	2	2
202	отличие от	3	2
203	в обычном	2	2
