N	2gram	Bakhtin_Pr_1	Mirosoze
1	у достоевского	16	42
2	может быть	24	30
3	не только	15	29
4	и в	29	28
5	не может	12	28
6	человеческого духа	2	26
7	но и	14	25
8	а не	22	25
9	он не	5	24
10	в этом	22	20
11	не было	4	18
12	у него	5	17
13	не в	7	16
14	потому что	8	16
15	в ней	2	15
16	в своей	8	15
17	и есть	2	14
18	никогда не	3	14
19	до конца	8	14
20	в нем	19	13
21	творчество достоевского	5	13
22	человека в	4	13
23	и это	5	12
24	для него	18	11
25	в самом	10	11
26	и не	31	11
27	что в	8	10
28	в своем	8	10
29	в мире	6	10
30	был бы	6	10
31	из подполья	10	10
32	достоевского и	7	10
33	прежде всего	7	10
34	что он	8	10
35	было бы	5	10
36	и потому	6	10
37	в творчестве	5	10
38	достоевского в	12	9
39	достоевский был	3	9
40	но он	2	9
41	в его	24	9
42	не есть	2	9
43	и его	14	9
44	но не	9	8
45	в человеке	3	8
46	в котором	2	8
47	его духа	2	8
48	в самой	6	7
49	достоевского он	2	7
50	в конце	6	7
51	но в	7	7
52	о достоевском	7	7
53	ивана карамазова	4	7
54	менее всего	6	7
55	к нему	6	7
56	в себе	7	7
57	он сам	3	6
58	должна быть	5	6
59	в том	8	6
60	в этой	4	6
61	все это	6	6
62	и на	7	6
63	человек и	2	6
64	достоевский не	3	6
65	все в	3	6
66	только в	10	6
67	в которой	2	6
68	не могут	6	5
69	это не	9	5
70	достоевский в	6	5
71	записок из	2	5
72	достоевского к	4	5
73	великого инквизитора	2	5
74	для достоевского	5	5
75	мира и	7	5
76	как и	12	5
77	то что	15	5
78	достоевского нет	3	5
79	уже в	3	4
80	с этой	2	4
81	не знает	3	4
82	достоевского не	12	4
83	человека но	2	4
84	отношение к	2	4
85	в их	3	4
86	отношения к	3	4
87	а в	7	4
88	в которых	2	4
89	герои достоевского	3	4
90	точки зрения	19	4
91	творчестве достоевского	5	4
92	в них	3	4
93	не как	14	4
94	один из	2	4
95	это и	5	4
96	она не	7	4
97	за пределы	7	4
98	что и	4	4
99	или к	2	4
100	уже не	13	4
101	на пути	2	4
102	тем что	4	4
103	романов достоевского	8	3
104	себя и	2	3
105	мира не	2	3
106	о себе	12	3
107	достоевского но	6	3
108	этого мира	6	3
109	в свете	4	3
110	должно быть	4	3
111	мир в	3	3
112	с этим	2	3
113	его в	6	3
114	так как	6	3
115	в мир	3	3
116	и с	4	3
117	с его	9	3
118	одно из	2	3
119	в жизни	2	3
120	том что	7	3
121	есть и	2	3
122	ничего не	5	3
123	конечно не	2	3
124	бы и	4	3
125	достоевского было	3	3
126	хотя бы	2	3
127	все его	3	3
128	он знает	3	2
129	и от	2	2
130	своих героев	2	2
131	вопрос о	2	2
132	его как	4	2
133	его творчество	2	2
134	с их	5	2
135	него не	2	2
136	и нет	2	2
137	он ни	2	2
138	одним из	6	2
139	на этот	2	2
140	человека из	3	2
141	себе и	3	2
142	жизни и	2	2
143	могут быть	6	2
144	отличается от	3	2
145	по отношению	8	2
146	все эти	9	2
147	о мире	6	2
148	и что	2	2
149	его творчества	3	2
150	сказать что	3	2
151	он и	5	2
152	в истории	2	2
153	как бы	19	2
154	в россии	2	2
155	не значит	4	2
156	бы в	3	2
157	с ним	5	2
158	достоевского мы	3	2
159	по достоевскому	3	2
160	в основе	4	2
161	с которой	2	2
162	а как	7	2
163	если бы	9	2
164	и во	2	2
165	личности в	4	2
166	этот мир	3	2
167	отношению к	8	2
168	мы видим	2	2
169	достоевского с	3	2
170	в то	10	2
171	чем в	2	2
172	все что	3	2
173	ведь это	2	2
174	как будто	3	2
175	до сих	2	2
176	и к	2	2
177	о нем	9	2
178	все же	9	2
179	идеи но	2	2
180	самого достоевского	6	2
181	сих пор	2	2
182	карамазова и	3	2
183	как в	6	2
184	мысли и	5	2
185	приводит к	3	2
186	входит в	7	2
187	т е	21	2
188	в той	2	2
189	и у	3	2
190	и как	7	2
191	и для	4	2
192	к этим	2	2
193	конце концов	5	2
194	достоевского как	9	2
195	он в	3	2
196	и человек	2	2
197	отношении к	3	2
