N	2gram	Bakhtin_Pr_3	Literetu
1	а не	9	20
2	и в	34	19
3	может быть	19	17
4	своего рода	2	13
5	то же	14	12
6	и не	29	11
7	в том	3	10
8	как и	18	10
9	но и	12	10
10	же время	12	9
11	не может	19	9
12	в мире	4	9
13	в этом	16	9
14	в то	12	9
15	с другой	4	8
16	не только	10	8
17	и даже	7	8
18	том что	3	7
19	то что	11	7
20	так и	6	7
21	я в	4	7
22	слова и	10	7
23	не менее	3	6
24	однако в	2	6
25	в себе	6	6
26	при этом	4	6
27	и на	6	6
28	столь же	2	5
29	я не	7	5
30	но не	4	5
31	он не	15	5
32	вместе с	4	5
33	так в	2	5
34	того что	5	5
35	что в	7	4
36	прежде всего	15	4
37	не в	9	4
38	отнюдь не	2	4
39	того же	2	4
40	для него	13	4
41	в ней	3	4
42	в его	22	4
43	еще в	3	4
44	даже в	5	4
45	один из	2	4
46	жизни и	3	4
47	так что	5	4
48	другой стороны	3	4
49	по отношению	5	4
50	каждый из	2	4
51	тем что	4	4
52	точки зрения	8	4
53	я и	2	4
54	обращается к	2	3
55	никогда не	8	3
56	о себе	18	3
57	что он	23	3
58	в нем	19	3
59	и как	3	3
60	но это	4	3
61	в начале	4	3
62	такой же	3	3
63	обращаясь к	2	3
64	и он	2	3
65	в сущности	11	3
66	во всех	2	3
67	не с	2	3
68	отношению к	6	3
69	себе и	5	3
70	и для	8	3
71	как я	3	3
72	я все	6	3
73	так как	4	3
74	но с	2	3
75	с точки	4	3
76	как на	2	3
77	а в	5	3
78	и его	16	3
79	и то	3	3
80	и с	15	3
81	всей своей	2	3
82	как к	4	3
83	в другом	8	3
84	ничего не	4	3
85	другого в	2	3
86	на этом	4	2
87	уже в	3	2
88	не было	2	2
89	ни было	4	2
90	с тем	5	2
91	у него	4	2
92	себя и	8	2
93	не является	2	2
94	для этого	3	2
95	в них	2	2
96	с этой	2	2
97	по крайней	3	2
98	в конце	5	2
99	в виду	3	2
100	в одном	5	2
101	в жизни	2	2
102	в каждом	3	2
103	вовсе не	11	2
104	в такой	3	2
105	и к	12	2
106	крайней мере	3	2
107	слово не	2	2
108	этом случае	2	2
109	в ее	3	2
110	тем не	2	2
111	и без	2	2
112	до конца	3	2
113	тот же	2	2
114	еще не	4	2
115	было бы	2	2
116	и сам	5	2
117	нет в	2	2
118	не бывает	2	2
119	не могу	3	2
120	при всей	2	2
121	наконец в	3	2
122	как бы	27	2
123	был бы	2	2
124	для себя	6	2
125	что и	5	2
126	как он	3	2
127	все же	7	2
128	с ее	3	2
129	и т	8	2
130	в целом	5	2
131	из них	5	2
132	как раз	4	2
133	т п	6	2
134	и только	2	2
135	той же	2	2
136	все равно	4	2
137	к своему	5	2
138	это как	3	2
139	но только	2	2
140	уже не	2	2
141	что ты	5	2
142	и что	5	2
143	героя в	5	2
144	что не	7	2
145	и наконец	5	2
146	хотя бы	5	2
147	друг друга	2	2
148	зависимость от	2	2
149	а к	2	2
150	не знает	6	2
151	то в	2	2
152	потому что	12	2
153	даже и	4	2
154	подобно тому	2	2
155	он и	5	2
156	но как	4	2
157	что я	15	2
158	с другим	11	2
159	о том	2	2
160	тому как	2	2
161	с ним	8	2
162	в него	3	2
163	себя как	2	2
164	но в	16	2
