N	2gram	Tiupa_Anal_3	Myslijsy
1	то есть	10	30
2	и в	18	24
3	может быть	9	23
4	то что	2	20
5	и не	12	19
6	а не	9	18
7	в том	9	18
8	что в	9	16
9	по себе	4	15
10	не только	22	15
11	того же	5	14
12	при этом	11	13
13	было бы	3	13
14	не в	6	13
15	в слове	5	13
16	но не	7	12
17	не может	2	12
18	то же	3	12
19	мы можем	2	12
20	что мы	2	11
21	что и	5	11
22	вместе с	2	11
23	мы не	3	11
24	только в	2	11
25	таким образом	4	11
26	для него	6	10
27	в себе	2	10
28	как в	3	10
29	тогда как	20	10
30	в нем	2	9
31	как бы	10	9
32	но и	13	9
33	а в	10	8
34	том что	12	8
35	и на	4	8
36	в этом	14	8
37	могут быть	2	8
38	прежде всего	5	7
39	во всяком	2	7
40	мысль о	3	7
41	всяком случае	2	7
42	во всех	2	7
43	как и	14	7
44	тем что	2	7
45	с этим	3	7
46	с другой	7	6
47	в одном	4	6
48	не есть	4	6
49	и того	3	6
50	и как	4	6
51	свою очередь	4	6
52	в свою	5	6
53	по поводу	3	6
54	тем не	2	6
55	не было	3	6
56	между тем	5	6
57	одного и	3	6
58	в то	3	6
59	этого слова	2	6
60	уже в	3	5
61	не менее	4	5
62	столь же	4	5
63	по крайней	4	5
64	есть не	2	5
65	крайней мере	4	5
66	же в	2	5
67	что они	3	5
68	представляется нам	2	5
69	не от	2	5
70	что не	3	5
71	о том	6	5
72	судя по	2	5
73	так и	14	5
74	в них	2	5
75	а и	4	5
76	все же	4	5
77	никогда не	5	4
78	из этих	3	4
79	что он	4	4
80	уже не	5	4
81	одна из	2	4
82	еще не	6	4
83	в самом	5	4
84	нам кажется	2	4
85	так в	3	4
86	с одной	2	4
87	тем самым	4	4
88	тому как	2	4
89	подобно тому	3	4
90	там где	2	4
91	так сказать	2	4
92	с тем	2	4
93	но в	2	4
94	это не	2	3
95	не как	2	3
96	и от	2	3
97	и все	2	3
98	хотя и	2	3
99	о которой	2	3
100	о которых	2	3
101	очевидно что	2	3
102	одной стороны	2	3
103	например в	2	3
104	в ней	2	3
105	если в	3	3
106	его в	3	3
107	не с	2	3
108	в целом	3	3
109	со стороны	9	3
110	что она	2	3
111	те же	2	3
112	и для	2	3
113	его не	3	3
114	той же	5	3
115	могла бы	2	3
116	далеко не	4	3
117	и той	2	2
118	в каждом	3	2
119	и его	13	2
120	не столько	3	2
121	одной и	2	2
122	в жизни	2	2
123	с нею	2	2
124	состоит в	4	2
125	к этому	3	2
126	не должно	3	2
127	с его	8	2
128	в сравнении	2	2
129	все эти	2	2
130	же время	3	2
131	в общем	2	2
132	сама по	2	2
133	у и	3	2
134	в его	7	2
135	и потому	2	2
136	один из	2	2
137	указывает на	3	2
138	нам не	2	2
139	все это	3	2
140	другой стороны	5	2
141	внимание на	4	2
142	а а	5	2
143	в себя	2	2
144	самом деле	2	2
145	состоит не	2	2
146	и по	2	2
147	отношения к	2	2
148	как это	3	2
149	сравнении с	2	2
150	по отношению	7	2
151	и здесь	2	2
152	сказать что	2	2
153	во всем	3	2
154	могли бы	2	2
155	указание на	2	2
156	когда мы	2	2
157	и б	2	2
