N	2gram	Vinokur_St_3	Dialekti
1	т е	8	46
2	и не	10	30
3	а не	5	18
4	может быть	19	17
5	и т	8	17
6	ничего не	4	17
7	то что	12	16
8	и в	25	15
9	т д	2	15
10	как бы	6	14
11	не имеет	2	14
12	так как	3	14
13	точки зрения	7	14
14	что это	16	13
15	это есть	4	13
16	того что	5	13
17	это не	7	12
18	прежде всего	10	11
19	в том	20	11
20	не может	7	11
21	говорить о	3	11
22	в этом	24	11
23	с ее	2	10
24	потому что	5	10
25	том что	15	10
26	было бы	7	9
27	в виду	2	9
28	все это	8	9
29	мы не	2	9
30	и что	3	9
31	то же	5	9
32	уже не	3	9
33	и пр	13	9
34	с точки	4	9
35	ни в	5	8
36	не в	6	8
37	не только	12	8
38	в чем	4	8
39	и ее	2	8
40	и это	5	8
41	что в	19	7
42	что именно	2	7
43	крайней мере	4	7
44	не просто	2	7
45	что мы	3	7
46	по крайней	4	7
47	что он	19	7
48	как и	4	7
49	и его	3	7
50	или в	2	7
51	только в	6	7
52	так что	11	6
53	же время	3	6
54	и тем	4	6
55	в результате	2	6
56	сказать что	4	6
57	вовсе не	2	6
58	ни на	2	6
59	если бы	4	6
60	тем более	3	6
61	в то	7	6
62	так и	5	5
63	на то	5	5
64	можно сказать	4	5
65	в ней	4	5
66	на себе	2	5
67	таким образом	10	5
68	знаете что	2	5
69	и на	6	5
70	о том	8	5
71	мы имеем	5	5
72	с его	3	5
73	тогда когда	2	5
74	в жизни	4	5
75	то в	4	5
76	что я	3	5
77	в смысле	4	5
78	в сущности	2	5
79	только тогда	2	5
80	для того	2	5
81	что такое	7	5
82	и для	4	5
83	той же	2	5
84	в каком	4	5
85	что все	3	4
86	но это	4	4
87	в этой	14	4
88	что они	2	4
89	есть в	2	4
90	один из	2	4
91	но и	9	4
92	в особенности	4	4
93	и с	4	4
94	с тем	4	4
95	не как	2	4
96	этом смысле	4	4
97	мы видим	4	4
98	еще не	2	4
99	как раз	3	4
100	в течение	4	4
101	в его	12	4
102	что если	2	3
103	на этом	3	3
104	в свою	2	3
105	и если	3	3
106	себя и	2	3
107	в словах	3	3
108	в их	3	3
109	все эти	3	3
110	и наконец	3	3
111	с этим	7	3
112	известно что	2	3
113	что здесь	4	3
114	но в	5	3
115	можно назвать	4	3
116	к этому	3	3
117	от нее	3	3
118	найти в	2	3
119	об этом	5	3
120	у нас	4	3
121	так чтобы	2	3
122	мы имели	2	3
123	в своей	4	3
124	нет никакого	3	3
125	со стороны	3	3
126	при помощи	2	3
127	как в	6	3
128	что не	2	3
129	из которых	4	3
130	в виде	3	3
131	могут быть	2	3
132	на другое	2	3
133	в области	6	3
134	не менее	2	2
135	в отношении	2	2
136	с этой	3	2
137	из этих	6	2
138	показывает что	3	2
139	его как	3	2
140	без всякого	2	2
141	но все	2	2
142	заключается в	2	2
143	как о	2	2
144	и может	2	2
145	кроме того	3	2
146	в самом	2	2
147	никогда не	2	2
148	в котором	5	2
149	другой стороны	5	2
150	то и	2	2
151	для этого	2	2
152	и только	2	2
153	быть не	2	2
154	не было	4	2
155	от того	2	2
156	мы находим	2	2
157	лишь в	4	2
158	не мог	2	2
159	и по	2	2
160	между собою	2	2
161	но как	2	2
162	на что	2	2
163	и ни	2	2
164	вы знаете	3	2
165	но они	2	2
166	а как	4	2
167	в них	5	2
168	я думаю	2	2
169	и во	2	2
170	все же	4	2
171	в качестве	4	2
172	одной из	2	2
173	нет и	2	2
174	тем не	2	2
175	во всех	2	2
176	вместе с	2	2
177	ее в	2	2
178	и тогда	2	2
179	думаю что	2	2
180	только что	2	2
181	что по	3	2
182	что этот	3	2
183	во всяком	4	2
184	тем что	19	2
185	я говорил	3	2
186	что эта	2	2
187	в которой	4	2
188	это было	8	2
