N	2gram	Voloshinov_1	Myslijsy
1	и в	19	39
2	в языке	4	33
3	может быть	26	27
4	в том	6	26
5	только в	9	25
6	что в	4	22
7	не может	24	22
8	а не	7	21
9	так как	2	21
10	не только	8	21
11	в нем	10	20
12	но и	8	20
13	и не	26	18
14	язык есть	4	17
15	языка и	13	17
16	что язык	2	16
17	том что	3	16
18	не в	5	15
19	в этом	16	15
20	если бы	2	14
21	отношению к	2	13
22	так и	11	13
23	по отношению	3	13
24	в себе	2	13
25	таким образом	17	13
26	было бы	4	12
27	мы не	6	10
28	по себе	4	10
29	что не	2	10
30	не есть	3	10
31	то что	8	10
32	как в	4	10
33	речи и	3	10
34	могут быть	2	9
35	как и	12	9
36	мысли в	2	9
37	мысли и	4	9
38	тем что	2	9
39	но в	7	9
40	язык в	4	8
41	того что	3	8
42	в слове	10	8
43	точки зрения	34	8
44	с другой	5	7
45	язык как	7	7
46	должно быть	2	7
47	на язык	3	7
48	в ней	4	7
49	в истории	3	7
50	с этим	4	7
51	должны быть	3	7
52	не менее	4	6
53	независимо от	2	6
54	от нее	2	6
55	языка с	2	6
56	по мере	2	6
57	тем не	2	6
58	и как	3	6
59	еще не	4	6
60	как бы	15	6
61	что и	2	6
62	все же	8	6
63	то же	7	6
64	при этом	8	6
65	языка в	14	6
66	в каком	3	6
67	зависит от	2	5
68	для всех	2	5
69	языка не	2	5
70	вовсе не	5	5
71	языка как	17	5
72	то в	2	5
73	и потому	5	5
74	в его	6	5
75	в первом	3	5
76	другой стороны	6	5
77	во всех	7	5
78	не имеют	3	5
79	так же	7	5
80	а в	4	5
81	и для	11	5
82	во втором	2	5
83	не имеет	3	5
84	друг друга	8	5
85	и его	19	5
86	в таком	2	5
87	между тем	3	5
88	язык и	2	5
89	не могут	3	4
90	никогда не	2	4
91	вопрос о	4	4
92	этом смысле	2	4
93	прежде всего	13	4
94	в свою	2	4
95	в смысле	6	4
96	от него	2	4
97	свою очередь	2	4
98	же время	3	4
99	для него	9	4
100	в действительности	2	4
101	к тому	2	4
102	от того	4	4
103	в своих	2	4
104	в каждом	7	4
105	не было	3	4
106	и других	2	4
107	и даже	2	4
108	все остальные	2	4
109	говорит он	2	4
110	из этих	2	4
111	в то	3	4
112	слова и	3	4
113	там где	2	4
114	бы в	2	4
115	сама по	2	3
116	тому что	2	3
117	что слово	4	3
118	и во	2	3
119	и от	3	3
120	не могло	2	3
121	и это	3	3
122	что все	2	3
123	самого начала	4	3
124	как она	2	3
125	с самого	4	3
126	в своем	2	3
127	того же	6	3
128	если мы	11	3
129	она не	2	3
130	только на	4	3
131	в своей	3	3
132	в организме	6	3
133	и их	2	3
134	история языка	2	3
135	для того	4	3
136	явлений и	2	3
137	связи с	11	3
138	и той	2	3
139	в самом	10	3
140	то ни	8	3
141	одной и	2	3
142	но при	2	3
143	к этой	2	3
144	о языке	8	3
145	той же	2	3
146	должна быть	2	3
147	сказать что	4	3
148	во всяком	5	3
149	он не	3	3
150	и при	3	3
151	в сознании	2	3
152	и вообще	2	3
153	с точки	20	3
154	мы должны	3	3
155	и все	5	3
156	языка а	3	3
157	она может	3	3
158	и с	2	3
159	не существует	3	2
160	могла бы	2	2
161	и более	2	2
162	и есть	3	2
163	в единстве	2	2
164	нуждается в	3	2
165	с этой	2	2
166	одного и	5	2
167	эти формы	2	2
168	одного из	3	2
169	бы то	8	2
170	по законам	3	2
171	а как	3	2
172	к одному	4	2
173	слова но	2	2
174	но если	2	2
175	как мы	13	2
176	ни было	10	2
177	жизни и	2	2
178	следовательно и	2	2
179	у нас	2	2
180	переходим к	3	2
181	но все	3	2
182	не будет	4	2
183	из представителей	2	2
184	истории языка	2	2
185	для них	2	2
186	того чтобы	5	2
187	мог бы	2	2
188	в сущности	3	2
189	за пределы	5	2
190	имеет место	2	2
191	словом и	2	2
192	одним из	2	2
193	и следовательно	3	2
194	в виду	2	2
195	не все	2	2
196	с ее	2	2
197	из этого	2	2
198	что же	4	2
199	только при	3	2
200	ничего общего	5	2
201	и только	2	2
202	точке зрения	2	2
203	из основных	3	2
204	и того	6	2
205	связи между	5	2
206	этот вопрос	5	2
207	на этот	3	2
208	речь и	2	2
209	к языку	2	2
210	или в	2	2
211	хотя бы	5	2
212	в начале	5	2
213	его к	2	2
214	все в	2	2
215	что во	2	2
216	одним словом	2	2
217	о том	2	2
218	нет ничего	3	2
219	таком случае	2	2
220	эта мысль	2	2
221	так сказать	6	2
222	в которой	3	2
223	то мы	2	2
224	еще только	2	2
225	из него	2	2
226	мы можем	2	2
