N	2gram	Bakhtin_KF_1	FransuaR
1	и в	24	41
2	в этом	14	15
3	и все	7	14
4	как и	5	14
5	в этой	2	13
6	то же	5	13
7	все эти	10	13
8	в его	40	12
9	прежде всего	2	11
10	в том	6	11
11	в себе	21	11
12	так и	2	10
13	все это	10	10
14	в то	3	10
15	в качестве	2	9
16	и его	17	9
17	не в	12	9
18	же время	2	9
19	но и	9	9
20	в своем	16	9
21	что в	4	9
22	то что	7	8
23	но в	5	8
24	вовсе не	7	7
25	как бы	9	7
26	в нем	28	7
27	и не	26	7
28	это не	10	6
29	ни в	12	6
30	для него	8	6
31	только в	16	6
32	о том	3	6
33	к этому	2	5
34	не только	5	5
35	в ней	3	5
36	что и	7	5
37	как в	2	5
38	а в	4	5
39	к нему	12	5
40	и для	9	5
41	точки зрения	12	5
42	и это	12	5
43	потому что	2	5
44	место в	5	4
45	что это	3	4
46	и здесь	7	4
47	момент в	7	4
48	том что	4	4
49	но все	5	4
50	было бы	8	4
51	может быть	45	4
52	он не	6	4
53	в виду	3	4
54	мира и	4	4
55	должно быть	6	4
56	рядом с	3	4
57	и на	3	4
58	та же	2	4
59	ничего не	3	4
60	мира в	6	4
61	я не	6	3
62	и есть	9	3
63	в одном	4	3
64	и потому	2	3
65	он может	2	3
66	не должно	3	3
67	его к	2	3
68	в мире	6	3
69	но это	6	3
70	совсем не	2	3
71	в своей	10	3
72	в свою	3	3
73	при этом	4	3
74	в это	2	3
75	но есть	2	3
76	и их	6	3
77	и эта	2	3
78	о нем	4	3
79	что он	2	3
80	с ее	2	3
81	жизни и	8	3
82	во всех	11	3
83	в их	8	3
84	не может	27	3
85	для этой	3	3
86	не было	8	3
87	тем самым	4	3
88	с точки	9	3
89	не имеет	5	3
90	с ними	3	3
91	тем что	3	3
92	не знает	5	3
93	проникает в	5	3
94	его в	5	3
95	от этого	2	3
96	ни было	4	2
97	именно в	5	2
98	и момент	4	2
99	никогда не	5	2
100	а следовательно	3	2
101	на самом	3	2
102	его целом	10	2
103	и ее	2	2
104	отношению к	22	2
105	и как	2	2
106	по своему	3	2
107	в себя	7	2
108	до конца	3	2
109	отношение к	5	2
110	еще не	4	2
111	того что	3	2
112	и может	3	2
113	со всеми	2	2
114	отсюда и	3	2
115	дело не	2	2
116	оно не	2	2
117	должен быть	7	2
118	здесь нет	2	2
119	не есть	20	2
120	места в	4	2
121	в процессе	2	2
122	во всей	4	2
123	по отношению	26	2
124	нигде не	3	2
125	еще более	2	2
126	и других	2	2
127	его как	5	2
128	а не	17	2
129	мы здесь	2	2
130	из которых	2	2
131	бы оно	2	2
132	уже не	7	2
133	что значит	2	2
134	жизнь и	2	2
135	мы не	3	2
136	в данном	2	2
137	и то	2	2
138	может иметь	2	2
139	что есть	2	2
140	имеем в	2	2
141	которой он	2	2
142	и т.д	2	2
143	и смысл	2	2
144	дело в	2	2
145	пространства и	2	2
146	в чем	4	2
147	с ним	5	2
148	в области	2	2
149	мы имеем	5	2
150	это было	2	2
151	бытие но	2	2
