N	2gram	Tiupa_Narr_1	Myslijsy
1	то есть	19	34
2	в том	18	32
3	и в	19	30
4	может быть	25	28
5	то же	4	23
6	не только	32	21
7	только в	4	21
8	но и	23	19
9	том что	14	18
10	то что	11	18
11	что в	3	17
12	не есть	3	17
13	по себе	5	16
14	в себе	8	16
15	не в	14	15
16	и не	20	15
17	а не	12	15
18	точно так	2	12
19	а в	11	12
20	этого слова	2	11
21	так и	9	11
22	как и	7	10
23	как в	7	10
24	в этом	17	10
25	в то	3	10
26	из этих	3	9
27	для него	2	9
28	было бы	4	9
29	в нем	4	9
30	между тем	3	9
31	в ней	3	8
32	что не	4	8
33	что мы	2	8
34	с другой	8	7
35	к тому	7	7
36	как мы	3	7
37	но не	5	7
38	с одной	7	7
39	тем самым	6	7
40	тем что	3	7
41	зависит от	2	6
42	что он	6	6
43	из них	3	6
44	например в	2	6
45	те же	4	6
46	не может	10	6
47	уже не	5	6
48	не имеет	2	6
49	уже в	3	5
50	одно из	2	5
51	независимо от	2	5
52	и как	5	5
53	же время	4	5
54	в своем	2	5
55	еще не	7	5
56	и тем	4	5
57	отношению к	6	5
58	не менее	3	5
59	по отношению	7	5
60	тому как	2	5
61	сказать что	4	5
62	что это	3	4
63	столь же	3	4
64	оно не	2	4
65	что именно	2	4
66	в его	9	4
67	себя и	2	4
68	себе не	2	4
69	тем более	2	4
70	не все	5	4
71	один из	3	4
72	другой стороны	4	4
73	бы не	2	4
74	и его	5	4
75	он не	3	4
76	не было	2	4
77	если не	4	4
78	далеко не	5	4
79	и потому	2	4
80	не существует	3	3
81	быть может	2	3
82	могут быть	3	3
83	прежде всего	4	3
84	и все	2	3
85	тем не	3	3
86	именно в	6	3
87	есть в	2	3
88	более или	2	3
89	не будет	3	3
90	свою очередь	3	3
91	в свою	3	3
92	можно сказать	5	3
93	одной стороны	7	3
94	при этом	9	3
95	к содержанию	3	3
96	вслед за	4	3
97	как бы	4	3
98	из двух	3	3
99	время в	2	3
100	на него	3	3
101	со стороны	9	3
102	или менее	2	3
103	к другой	2	3
104	к нему	5	3
105	в силу	4	3
106	так же	2	3
107	в таком	2	3
108	или в	2	3
109	и на	3	3
110	говорить о	2	3
111	его в	2	3
112	в первом	3	3
113	в произведении	3	3
114	не то	2	3
115	перед нами	4	2
116	но все	4	2
117	связи с	4	2
118	в какой	2	2
119	первом случае	2	2
120	не столько	4	2
121	та же	2	2
122	не как	2	2
123	не всегда	2	2
124	в собственном	2	2
125	отношение к	2	2
126	ему в	2	2
127	одной из	4	2
128	в ее	3	2
129	в этой	5	2
130	что они	3	2
131	но как	2	2
132	у него	4	2
133	она не	2	2
134	и тот	2	2
135	несмотря на	2	2
136	так или	2	2
137	даже в	2	2
138	его жизни	2	2
139	все же	7	2
140	от одной	2	2
141	же в	4	2
142	зрения и	2	2
143	жизни и	3	2
144	то или	3	2
145	и до	2	2
146	бы быть	3	2
147	в форме	5	2
148	тогда как	12	2
149	а с	3	2
150	этом отношении	3	2
151	это и	3	2
152	самом деле	2	2
153	и даже	3	2
154	на чем	2	2
155	но без	2	2
156	языка и	2	2
157	что по	2	2
158	ни в	3	2
159	точки зрения	10	2
160	подобно тому	2	2
161	и после	2	2
162	о том	6	2
163	когда мы	2	2
164	таком случае	2	2
165	в области	2	2
166	и с	4	2
