N	2gram	Berdyaev_M_2	Literetu
1	а не	13	20
2	и в	46	19
3	может быть	21	17
4	то же	5	12
5	и не	18	11
6	в том	3	10
7	как и	13	10
8	но и	15	10
9	такого рода	2	9
10	не может	15	9
11	в мире	7	9
12	в этом	20	9
13	не только	18	8
14	том что	4	7
15	то что	5	7
16	так и	4	7
17	в себе	10	6
18	себя в	4	6
19	и на	3	6
20	я не	5	5
21	у нас	11	5
22	он не	10	5
23	вместе с	2	5
24	того что	6	5
25	что в	4	4
26	жизни в	3	4
27	в сфере	2	4
28	прежде всего	12	4
29	не в	9	4
30	для него	18	4
31	в ней	11	4
32	в его	5	4
33	еще в	2	4
34	один из	5	4
35	жизни и	6	4
36	и других	2	4
37	человека в	14	4
38	так что	2	4
39	по отношению	2	4
40	тем что	3	4
41	точки зрения	2	4
42	в русской	6	4
43	не случайно	2	4
44	я и	2	4
45	никогда не	18	3
46	быть может	2	3
47	личности в	2	3
48	что он	7	3
49	в нем	22	3
50	но это	8	3
51	в этой	7	3
52	и он	11	3
53	в сущности	2	3
54	во всех	2	3
55	отношению к	2	3
56	себе и	2	3
57	и для	7	3
58	так как	8	3
59	но с	2	3
60	а в	2	3
61	и его	5	3
62	и с	3	3
63	как к	2	3
64	ничего не	2	3
65	другого в	2	3
66	на этом	2	2
67	уже в	2	2
68	не было	11	2
69	же как	3	2
70	у него	22	2
71	себя и	3	2
72	в нашем	7	2
73	для этого	4	2
74	в них	3	2
75	в конце	5	2
76	а за	2	2
77	в жизни	4	2
78	в каждом	3	2
79	что было	3	2
80	в такой	3	2
81	и к	7	2
82	все что	4	2
83	и нет	3	2
84	до конца	4	2
85	тот же	2	2
86	нет в	4	2
87	не так	3	2
88	не бывает	3	2
89	жизни а	2	2
90	не могу	6	2
91	как бы	8	2
92	перед ним	4	2
93	что и	4	2
94	как он	3	2
95	не к	2	2
96	к свету	2	2
97	по преимуществу	5	2
98	и за	2	2
99	той же	3	2
100	все равно	3	2
101	к своему	2	2
102	уже не	4	2
103	и что	2	2
104	для того	5	2
105	что не	2	2
106	хотя бы	7	2
107	друг друга	12	2
108	не знает	9	2
109	в своих	3	2
110	в русском	4	2
111	то в	2	2
112	потому что	12	2
113	в основе	2	2
114	есть по	2	2
115	во имя	16	2
116	подобно тому	2	2
117	с другим	3	2
118	о том	3	2
119	в россии	3	2
120	тому как	2	2
121	с ним	3	2
122	но в	10	2
123	не надо	2	2
