N	2gram	Tiupa_Anal_3	Problema
1	и в	18	30
2	то есть	10	21
3	то что	2	18
4	не только	22	18
5	том что	12	17
6	в этом	14	17
7	и даже	8	14
8	но и	13	13
9	таким образом	4	13
10	в том	9	12
11	в его	7	12
12	и не	12	12
13	о том	6	12
14	в своем	4	11
15	точки зрения	3	10
16	в этой	6	10
17	все же	4	9
18	который в	3	9
19	сказать что	2	9
20	но в	2	9
21	только в	2	9
22	и все	2	9
23	в конце	5	8
24	хотя и	2	8
25	с точки	2	8
26	никогда не	5	7
27	что он	4	7
28	как и	14	7
29	в дальнейшем	2	7
30	но не	7	7
31	может быть	9	7
32	вместе с	2	7
33	так и	14	7
34	говорит о	2	7
35	не в	6	7
36	здесь не	3	7
37	в результате	5	7
38	с другой	7	6
39	прежде всего	5	6
40	можно сказать	4	6
41	уже не	5	6
42	и как	4	6
43	несмотря на	2	6
44	и для	2	6
45	как бы	10	6
46	в нем	2	6
47	что и	5	6
48	другой стороны	5	6
49	а в	10	6
50	и его	13	6
51	и на	4	6
52	его в	3	6
53	не менее	4	5
54	с тем	2	5
55	что в	9	5
56	тем не	2	5
57	в самом	5	5
58	не может	2	5
59	в году	3	5
60	а не	9	5
61	он и	3	5
62	как раз	7	5
63	мы можем	2	5
64	еще и	3	4
65	в частности	12	4
66	отнюдь не	4	4
67	по крайней	4	4
68	об этом	2	4
69	при этом	11	4
70	того же	5	4
71	было бы	3	4
72	и сам	4	4
73	в качестве	12	4
74	крайней мере	4	4
75	гораздо более	2	4
76	и к	4	4
77	не мог	2	4
78	и он	2	4
79	в себе	2	4
80	в то	3	4
81	далеко не	4	4
82	едва ли	3	4
83	в противоположность	2	3
84	именно в	3	3
85	однако в	5	3
86	не всегда	3	3
87	же в	2	3
88	в ее	3	3
89	в начале	6	3
90	в сравнении	2	3
91	что они	3	3
92	указывает на	3	3
93	еще не	6	3
94	одной стороны	2	3
95	и самого	6	3
96	он не	6	3
97	а также	2	3
98	в русской	7	3
99	русской литературе	4	3
100	с одной	2	3
101	внимание на	4	3
102	жизнь и	3	3
103	в ней	2	3
104	что касается	3	3
105	сравнении с	2	3
106	в одном	4	3
107	и без	3	2
108	в них	2	2
109	как в	3	2
110	это не	2	2
111	во втором	4	2
112	уже в	3	2
113	один из	2	2
114	к этому	3	2
115	по себе	4	2
116	к тому	6	2
117	то же	3	2
118	да и	2	2
119	ли не	4	2
120	не будет	3	2
121	в глаза	2	2
122	в свою	5	2
123	со всеми	2	2
124	по поводу	3	2
125	в данном	4	2
126	что не	3	2
127	мы имеем	5	2
128	на его	2	2
129	такого рода	5	2
130	о своем	2	2
131	всяком случае	2	2
132	отношению к	7	2
133	в первой	8	2
134	когда он	2	2
135	данном случае	3	2
136	по отношению	7	2
137	и каждое	2	2
138	все эти	2	2
139	мы не	3	2
140	самом деле	2	2
141	в значительной	2	2
142	по его	3	2
143	доказывает что	2	2
144	его не	3	2
145	во всяком	2	2
146	между тем	5	2
147	тем что	2	2
148	мере в	2	2
149	о себе	2	2
150	по своей	2	2
151	его за	2	2
152	дело в	2	2
153	мира и	2	2
154	ничего не	3	2
155	любви к	2	2
