N	2gram	Bakhtin_Pr_3	Marksizm
1	точки зрения	4	34
2	может быть	12	26
3	и не	15	26
4	не может	2	24
5	с точки	2	20
6	и в	53	19
7	и его	10	19
8	таким образом	6	17
9	в этом	8	16
10	как бы	14	15
11	прежде всего	15	13
12	как мы	5	13
13	как и	11	12
14	так и	6	11
15	и для	4	11
16	в самом	2	10
17	в нем	10	10
18	и т.п	31	10
19	только в	4	9
20	при этом	3	8
21	но и	7	8
22	до сих	5	8
23	не только	4	8
24	то что	9	8
25	сих пор	5	8
26	в каждом	4	7
27	в связи	2	7
28	все эти	9	7
29	но в	5	7
30	в ее	3	7
31	во всех	12	7
32	то же	6	7
33	а не	11	7
34	в смысле	2	6
35	в том	14	6
36	кроме того	3	6
37	того же	2	6
38	в его	8	6
39	мы не	4	6
40	так сказать	5	6
41	ничего не	6	6
42	с другой	2	5
43	в конце	3	5
44	именно в	2	5
45	не в	2	5
46	конечно не	4	5
47	в начале	2	5
48	и потому	5	5
49	и все	10	5
50	к этому	4	5
51	вовсе не	3	5
52	хотя бы	2	5
53	самого начала	4	4
54	что в	2	4
55	не менее	3	4
56	с самого	3	4
57	в ней	7	4
58	форм и	2	4
59	к одному	2	4
60	здесь мы	2	4
61	а в	2	4
62	и на	18	4
63	тот же	2	4
64	сказать что	10	4
65	жизни в	3	4
66	с этим	2	4
67	в условиях	4	4
68	так называемая	2	4
69	еще не	5	4
70	было бы	5	4
71	и тот	3	4
72	не будем	3	4
73	как в	7	4
74	между ними	2	4
75	далеко не	2	4
76	место в	2	3
77	формы и	3	3
78	и от	3	3
79	здесь в	10	3
80	можно сказать	8	3
81	теперь мы	4	3
82	в дальнейшем	7	3
83	в большинстве	4	3
84	же время	5	3
85	на язык	4	3
86	из них	4	3
87	все это	8	3
88	всех других	2	3
89	по отношению	2	3
90	не было	4	3
91	с другими	3	3
92	между тем	2	3
93	в то	5	3
94	его в	2	3
95	нет ничего	2	3
96	большинстве случаев	4	3
97	слово в	2	3
98	смысле этого	2	3
99	и к	5	3
100	том что	5	3
101	более того	6	3
102	мы должны	4	3
103	действительности и	2	3
104	одной из	4	3
105	в сущности	10	3
106	он не	3	3
107	в своей	3	3
108	быть и	2	3
109	в истории	3	3
110	и ее	6	3
111	слова и	3	3
112	и это	3	3
113	в которой	2	3
114	в области	3	3
115	смысле совокупности	2	3
116	том числе	11	2
117	темы и	4	2
118	никогда не	2	2
119	уже у	3	2
120	тем не	2	2
121	связаны с	3	2
122	числе и	10	2
123	понять и	2	2
124	и той	2	2
125	одним из	3	2
126	в новое	4	2
127	для всех	2	2
128	и др	14	2
129	жизни и	9	2
130	и их	2	2
131	и других	9	2
132	и даже	2	2
133	для других	2	2
134	в своих	2	2
135	в одной	2	2
136	о том	2	2
137	как он	2	2
138	так как	7	2
139	нет ни	2	2
140	в сознании	2	2
141	и с	6	2
142	в основе	5	2
143	норм и	2	2
144	и более	2	2
145	в какой-то	4	2
146	нового времени	8	2
147	и во	4	2
148	в литературе	5	2
149	что он	4	2
150	конечно в	2	2
151	в себе	5	2
152	зависимости от	2	2
153	одна из	7	2
154	от него	3	2
155	во все	5	2
156	они и	2	2
157	совокупности всех	2	2
158	мы уже	5	2
159	что и	3	2
160	нем нет	3	2
161	и прежде	6	2
162	в двух	2	2
163	человека в	3	2
164	мира и	2	2
165	менее всего	2	2
166	той же	5	2
167	в таком	2	2
168	связана с	2	2
169	мы можем	5	2
170	тем что	2	2
171	могут быть	4	2
172	и вообще	3	2
173	не знает	4	2
174	и т.д	2	2
175	его формы	2	2
