N	2gram	Vinokur_Ku_2	Literetu
1	и не	16	22
2	и в	23	16
3	при этом	2	15
4	не только	20	14
5	но и	7	14
6	в этом	18	14
7	а не	10	12
8	то что	9	12
9	может быть	15	12
10	в том	19	12
11	в частности	2	11
12	не в	8	10
13	своего рода	4	10
14	то же	6	9
15	так и	4	9
16	того что	3	9
17	в то	4	9
18	том что	11	8
19	не может	9	8
20	в этой	6	8
21	как бы	4	8
22	в своей	2	7
23	же время	3	7
24	со стороны	4	7
25	тем самым	2	7
26	точки зрения	14	7
27	только в	5	7
28	состоит в	2	6
29	с другой	8	6
30	к тому	4	6
31	еще не	5	6
32	в его	5	6
33	и его	3	6
34	в другом	2	6
35	в качестве	8	5
36	это не	6	5
37	в году	2	5
38	что он	5	5
39	как и	2	5
40	соответствии с	2	5
41	лишь в	5	5
42	вместе с	5	5
43	как в	3	5
44	а именно	2	5
45	в отличие	2	5
46	а в	3	5
47	этом отношении	3	5
48	именно в	3	5
49	всего лишь	3	5
50	что я	4	5
51	отличие от	2	5
52	но не	6	4
53	никогда не	2	4
54	по существу	5	4
55	как у	2	4
56	до конца	3	4
57	и если	2	4
58	и для	2	4
59	хотя и	4	4
60	говоря уже	2	4
61	не говоря	2	4
62	данном случае	2	4
63	с одной	2	4
64	а также	3	4
65	должно быть	4	4
66	в данном	4	4
67	как будто	2	4
68	ни к	15	3
69	только для	2	3
70	отнюдь не	4	3
71	свое место	2	3
72	прежде всего	8	3
73	в соответствии	3	3
74	совершенно не	3	3
75	в самом	12	3
76	однако не	4	3
77	и тем	5	3
78	но уже	2	3
79	бы и	4	3
80	уже не	8	3
81	самом деле	9	3
82	с точки	8	3
83	той же	2	3
84	в глазах	2	3
85	потому что	25	3
86	уже о	3	3
87	в иных	2	3
88	там где	5	3
89	как это	5	3
90	отношения к	2	3
91	в области	11	3
92	но в	11	3
93	между тем	6	3
94	не надо	3	2
95	сознания и	2	2
96	что в	10	2
97	не менее	7	2
98	если бы	12	2
99	так или	2	2
100	все они	2	2
101	что у	2	2
102	оно не	2	2
103	с этой	2	2
104	не как	2	2
105	в конце	4	2
106	одного из	2	2
107	я не	5	2
108	к этому	4	2
109	не всегда	2	2
110	вопрос о	9	2
111	по себе	10	2
112	на то	4	2
113	в нем	4	2
114	мы с	2	2
115	же в	3	2
116	у нас	12	2
117	связи с	3	2
118	знает что	3	2
119	а на	2	2
120	того же	3	2
121	в свою	2	2
122	можно сказать	4	2
123	было бы	15	2
124	что не	6	2
125	несмотря на	5	2
126	один из	5	2
127	что и	3	2
128	все же	7	2
129	как мы	3	2
130	так же	4	2
131	как раз	3	2
132	быть не	2	2
133	еще и	2	2
134	и вот	5	2
135	того чтобы	11	2
136	для того	9	2
137	другой стороны	7	2
138	и даже	2	2
139	или иначе	3	2
140	с ними	2	2
141	в своих	2	2
142	и на	6	2
143	отказ от	2	2
144	и с	7	2
145	быть только	2	2
146	тем что	3	2
147	в живом	2	2
148	он и	2	2
149	не знает	3	2
150	могли бы	2	2
151	и вовсе	2	2
152	установка на	2	2
153	и потому	2	2
154	здесь не	3	2
