N	2gram	Trubetskoy_1	Problemy
1	и не	8	31
2	и в	23	29
3	в его	5	24
4	может быть	16	24
5	в этом	12	22
6	как бы	10	19
7	в нем	3	19
8	точки зрения	13	19
9	для него	2	18
10	не только	7	15
11	то что	18	15
12	но и	9	14
13	то же	4	14
14	с точки	8	13
15	как и	9	12
16	не может	17	12
17	таким образом	31	12
18	в самом	8	10
19	в то	6	10
20	только в	6	10
21	это не	3	9
22	все же	13	9
23	но не	2	9
24	же время	2	9
25	все эти	19	9
26	если бы	8	9
27	в своем	10	8
28	что он	7	8
29	что в	8	8
30	отношению к	9	8
31	как не	2	8
32	по отношению	9	8
33	потому что	9	8
34	в том	30	8
35	прежде всего	3	7
36	вовсе не	2	7
37	том что	19	7
38	не в	8	7
39	она не	2	7
40	так и	10	7
41	а в	3	7
42	и на	6	7
43	в себе	5	7
44	но в	4	7
45	все это	11	6
46	точку зрения	2	6
47	в конце	4	6
48	не могут	4	6
49	в целом	5	6
50	несмотря на	6	6
51	к нему	2	6
52	одним из	4	6
53	в самой	2	6
54	самом деле	12	6
55	в мире	6	6
56	так же	8	6
57	его в	5	6
58	и потому	3	6
59	так как	7	6
60	должна быть	5	5
61	именно в	5	5
62	же что	2	5
63	было бы	3	5
64	но все	5	5
65	еще не	5	5
66	в сущности	2	5
67	у него	5	5
68	он не	3	5
69	на самом	7	5
70	конце концов	4	5
71	во всяком	2	5
72	между тем	12	5
73	и это	3	5
74	с ним	6	5
75	все то	2	4
76	в результате	9	4
77	из одного	2	4
78	что и	7	4
79	так чтобы	2	4
80	и с	5	4
81	даже в	3	4
82	в процессе	2	4
83	от того	3	4
84	и для	6	4
85	не было	2	4
86	как мы	2	4
87	они не	2	4
88	и наконец	3	4
89	должно быть	4	4
90	их в	2	4
91	в основе	2	4
92	в этой	6	4
93	что же	2	4
94	я не	2	3
95	никогда не	4	3
96	в них	2	3
97	с другой	6	3
98	таким же	3	3
99	все в	2	3
100	по существу	6	3
101	одна из	2	3
102	все что	9	3
103	ни один	3	3
104	всяком случае	2	3
105	на почве	3	3
106	только то	2	3
107	и до	3	3
108	на него	2	3
109	в их	4	3
110	другой стороны	5	3
111	тому что	2	3
112	как на	4	3
113	в себя	2	3
114	и у	4	3
115	друг друга	2	3
116	отличается от	6	3
117	в своих	2	3
118	но с	2	3
119	как к	5	3
120	но как	2	3
121	не знает	2	3
122	как будто	5	3
123	мы должны	4	3
124	далеко не	5	3
125	если же	3	3
126	целом ряде	3	3
127	бы в	3	3
128	все его	2	3
129	то они	3	2
130	а лишь	2	2
131	на вопрос	4	2
132	и уже	2	2
133	всех этих	4	2
134	связи с	4	2
135	уже и	3	2
136	себя и	2	2
137	то ни	3	2
138	ибо в	4	2
139	хотя бы	4	2
140	с этой	3	2
141	и от	5	2
142	он все	2	2
143	те же	2	2
144	в жизни	3	2
145	именно потому	2	2
146	вследствие этого	2	2
147	вопрос о	3	2
148	и ее	2	2
149	и к	5	2
150	не есть	2	2
151	жизни и	2	2
152	так что	5	2
153	не потому	2	2
154	чем в	3	2
155	бы то	2	2
156	при этом	9	2
157	социальной жизни	4	2
158	тот же	3	2
159	со своими	2	2
160	и сам	2	2
161	друг с	9	2
162	на себе	2	2
163	между отдельными	2	2
164	него в	2	2
165	конечно не	3	2
166	разобраться в	2	2
167	они могут	2	2
168	до сих	8	2
169	в котором	2	2
170	в один	2	2
171	отношение к	4	2
172	сих пор	8	2
173	данном случае	3	2
174	мы уже	4	2
175	ни было	2	2
176	то и	2	2
177	что оно	3	2
178	а потому	5	2
179	и что	8	2
180	из которых	4	2
181	между ними	2	2
182	для самого	2	2
183	в данном	3	2
184	этот вопрос	2	2
185	в которых	2	2
186	в ней	3	2
187	одно из	3	2
188	для себя	2	2
189	в истории	3	2
190	этих черт	2	2
191	в которой	5	2
192	же не	3	2
193	в сознании	6	2
194	с этим	11	2
