N	2gram	Bakhtin_Fr_7	Problemy
1	и в	41	43
2	и не	7	29
3	может быть	4	23
4	как бы	7	22
5	не может	3	18
6	но и	9	14
7	как и	14	14
8	точки зрения	5	13
9	в этом	15	13
10	что он	3	13
11	в нем	7	12
12	в одном	3	12
13	не в	9	11
14	не только	5	11
15	прежде всего	11	10
16	и на	4	10
17	но в	8	10
18	в его	12	10
19	как мы	11	10
20	никогда не	2	9
21	в большинстве	2	9
22	еще не	2	9
23	в сущности	4	9
24	он не	4	9
25	для него	6	8
26	большинстве случаев	2	8
27	то же	13	8
28	с точки	3	8
29	и его	9	8
30	или в	2	8
31	перед нами	2	7
32	в то	10	7
33	то что	8	7
34	а не	2	7
35	в этих	2	6
36	в том	11	6
37	при этом	3	6
38	и наконец	4	6
39	и все	14	6
40	у него	6	6
41	о нем	3	6
42	так сказать	3	6
43	же время	9	5
44	хотя и	4	5
45	к нему	5	5
46	все это	10	5
47	по отношению	2	5
48	таким образом	19	5
49	все эти	13	5
50	а в	5	5
51	рядом с	4	5
52	и с	4	5
53	бы в	2	5
54	вовсе не	7	5
55	о том	6	5
56	слов и	4	5
57	было бы	4	5
58	отношению к	2	5
59	в той	3	5
60	в себе	11	5
61	я не	3	4
62	что в	9	4
63	в своем	9	4
64	к тому	2	4
65	до конца	2	4
66	но это	3	4
67	в словах	2	4
68	должно быть	4	4
69	в результате	2	4
70	их в	2	4
71	но он	4	4
72	человека в	2	4
73	во время	3	4
74	так как	3	4
75	то есть	20	4
76	с его	2	4
77	в них	7	4
78	из одного	4	4
79	в своей	3	4
80	и до	6	4
81	во всех	3	4
82	не на	3	4
83	мы не	2	4
84	только в	6	4
85	может стать	2	4
86	далеко не	2	4
87	и это	5	4
88	в человеке	2	3
89	в отношении	3	3
90	это не	6	3
91	в одной	2	3
92	есть и	3	3
93	переходим к	2	3
94	он был	3	3
95	такой же	3	3
96	есть в	6	3
97	более или	2	3
98	кроме того	3	3
99	в формах	3	3
100	в виду	4	3
101	здесь нет	2	3
102	и со	2	3
103	уже говорили	4	3
104	и их	3	3
105	образом и	2	3
106	в их	3	3
107	и здесь	4	3
108	его в	3	3
109	с ним	2	3
110	не знает	3	3
111	и к	5	3
112	в романе	7	3
113	по существу	8	3
114	того же	3	3
115	тот же	2	3
116	со всеми	2	3
117	мы уже	12	3
118	что и	5	3
119	так и	10	3
120	или менее	2	3
121	к самому	2	3
122	только на	2	3
123	в себя	2	3
124	уже не	2	3
125	также и	2	3
126	и для	5	3
127	никому не	2	3
128	той же	3	3
129	можно было	3	3
130	ничего не	4	3
131	тем что	3	3
132	и ее	2	3
133	например у	2	2
134	уже в	5	2
135	что у	3	2
136	та же	4	2
137	в конце	8	2
138	в образе	4	2
139	в тоне	2	2
140	его к	3	2
141	ни в	6	2
142	и как	2	2
143	но все	4	2
144	мы здесь	2	2
145	что это	4	2
146	например в	3	2
147	ту же	2	2
148	и др	2	2
149	отношение к	2	2
150	на том	2	2
151	в форме	3	2
152	целый ряд	4	2
153	того что	2	2
154	так же	5	2
155	особенно в	2	2
156	всего этого	2	2
157	с ними	3	2
158	в которых	2	2
159	и так	2	2
160	и еще	2	2
161	в руках	3	2
162	из них	3	2
163	но этот	3	2
164	как он	2	2
165	во всяком	2	2
166	ни было	2	2
167	с этим	2	2
168	в первой	2	2
169	одна из	4	2
170	по своему	2	2
171	одно и	2	2
172	конце концов	4	2
173	он только	2	2
174	не есть	2	2
175	дело в	2	2
176	в процессе	2	2
177	в самый	2	2
178	как в	5	2
179	еще более	2	2
180	том что	4	2
181	и эта	3	2
182	и всегда	2	2
183	разобранным нами	2	2
184	и то	2	2
185	в каждой	2	2
186	того как	5	2
187	все его	3	2
