N	2gram	Voloshinov_1	Literetu
1	и не	10	22
2	и в	12	16
3	при этом	6	15
4	не только	4	14
5	но и	3	14
6	в этом	4	14
7	а не	5	12
8	то что	5	12
9	может быть	14	12
10	в том	6	12
11	не в	4	10
12	то же	5	9
13	так и	4	9
14	того что	3	9
15	в то	2	9
16	в жизни	5	8
17	том что	5	8
18	не может	16	8
19	как бы	13	8
20	в своей	3	7
21	точки зрения	14	7
22	только в	6	7
23	с его	2	6
24	с другой	4	6
25	еще не	3	6
26	в его	2	6
27	и его	13	6
28	в себе	3	6
29	о том	3	6
30	это не	2	5
31	тому же	2	5
32	как и	5	5
33	вместе с	2	5
34	как в	5	5
35	в поэзии	3	5
36	место в	2	4
37	но не	2	4
38	никогда не	5	4
39	до конца	2	4
40	одной стороны	2	4
41	и для	3	4
42	отношению к	11	4
43	данном случае	2	4
44	по отношению	11	4
45	с одной	2	4
46	в данном	2	4
47	все время	6	3
48	отнюдь не	5	3
49	прежде всего	8	3
50	более того	2	3
51	и к	4	3
52	в самом	4	3
53	искусства и	2	3
54	жизни и	4	3
55	это как	3	3
56	уже не	4	3
57	самом деле	3	3
58	и наконец	3	3
59	с точки	2	3
60	как на	2	3
61	там где	2	3
62	едва ли	2	3
63	как это	2	3
64	но в	5	3
65	между тем	3	3
66	художественного произведения	7	2
67	ни было	4	2
68	к предмету	5	2
69	что в	2	2
70	не менее	3	2
71	если бы	9	2
72	все они	2	2
73	то ни	3	2
74	оно не	2	2
75	с этой	2	2
76	к этому	2	2
77	по себе	3	2
78	автором и	2	2
79	стороны и	2	2
80	в нем	6	2
81	и ее	3	2
82	художественного творчества	3	2
83	для него	3	2
84	художественного события	4	2
85	можно сказать	5	2
86	что не	4	2
87	себя и	2	2
88	что и	2	2
89	все же	4	2
90	бы то	3	2
91	отношение к	4	2
92	когда он	3	2
93	так же	3	2
94	за его	2	2
95	художественное произведение	3	2
96	другой стороны	2	2
97	и героя	6	2
98	и на	4	2
99	и с	3	2
100	автора и	2	2
101	быть только	2	2
102	еще раз	2	2
103	же самое	2	2
104	его в	4	2
105	и потому	2	2
106	здесь не	3	2
