N	2gram	Nazirov_Tv_2	Istorich
1	и в	20	25
2	что он	6	22
3	вместе с	3	22
4	и т	13	20
5	т д	11	18
6	представление о	7	17
7	может быть	8	17
8	не только	13	13
9	но и	8	13
10	в его	10	12
11	и не	9	11
12	уже не	3	11
13	так как	3	11
14	все же	5	10
15	в этом	8	10
16	тем что	3	10
17	с другой	2	9
18	его в	3	9
19	и его	9	9
20	таким образом	10	9
21	героя в	4	9
22	в виде	2	9
23	что в	7	8
24	том что	4	8
25	мы видим	4	8
26	еще не	5	8
27	на него	2	8
28	связь с	2	8
29	другой стороны	2	8
30	все эти	4	8
31	и что	2	8
32	и на	5	8
33	в частности	2	7
34	а затем	3	7
35	как и	6	7
36	но это	5	7
37	то что	3	7
38	в нем	3	7
39	при помощи	2	7
40	превращается в	3	7
41	потому что	7	7
42	только в	2	7
43	о том	5	7
44	это не	7	6
45	прежде всего	8	6
46	себя в	2	6
47	как в	4	6
48	не может	7	6
49	и он	2	6
50	не в	4	6
51	могут быть	2	6
52	в том	8	6
53	в образе	3	5
54	показывает что	4	5
55	но не	5	5
56	например в	5	5
57	так же	5	5
58	мы не	4	5
59	не менее	2	4
60	если не	4	4
61	что у	4	4
62	с другими	2	4
63	в ее	2	4
64	в дальнейшем	4	4
65	наряду с	7	4
66	же как	3	4
67	в основном	6	4
68	все это	6	4
69	то же	7	4
70	в истории	2	4
71	он не	3	4
72	и это	3	4
73	в которой	2	4
74	с ним	3	4
75	никогда не	11	3
76	в целом	6	3
77	что его	2	3
78	в этой	5	3
79	в то	10	3
80	но эти	2	3
81	и др	3	3
82	но уже	3	3
83	в свете	3	3
84	друг друга	2	3
85	а в	4	3
86	в которых	3	3
87	их в	2	3
88	и с	8	3
89	человека в	3	3
90	и вообще	2	3
91	в русской	2	3
92	героя и	2	3
93	уже после	2	2
94	уже в	2	2
95	это уже	2	2
96	у него	6	2
97	его и	2	2
98	он же	2	2
99	не знал	2	2
100	человека и	3	2
101	со своими	2	2
102	к этому	3	2
103	вовсе не	2	2
104	так что	2	2
105	об этом	4	2
106	с этой	3	2
107	мы узнаем	2	2
108	такой же	2	2
109	одна из	3	2
110	как у	3	2
111	до сих	3	2
112	и сам	5	2
113	и мы	3	2
114	если бы	4	2
115	одним из	3	2
116	как бы	11	2
117	и потому	4	2
118	героем и	2	2
119	один из	3	2
120	сих пор	3	2
121	в своей	6	2
122	отношению к	3	2
123	когда он	4	2
124	не считать	2	2
125	так например	3	2
126	в наше	2	2
127	по отношению	3	2
128	и других	2	2
129	самом деле	2	2
130	сам в	2	2
131	на ней	2	2
132	а не	6	2
133	и по	2	2
134	роль в	2	2
135	что этот	2	2
136	так в	2	2
137	которой он	2	2
138	из них	2	2
139	в которую	2	2
140	особенно в	2	2
141	ничего не	4	2
