N	2gram	Vygotskiy__7	Myslijsy
1	потому что	16	52
2	и в	26	39
3	может быть	7	27
4	в том	18	26
5	только в	8	25
6	что в	12	22
7	не может	11	22
8	а не	6	21
9	так как	14	21
10	не только	24	21
11	в нем	2	20
12	но и	11	20
13	и не	18	18
14	том что	17	16
15	так что	4	16
16	не в	4	15
17	в этом	29	15
18	если бы	5	14
19	отношению к	5	13
20	так и	3	13
21	по отношению	6	13
22	в себе	9	13
23	таким образом	23	13
24	было бы	6	12
25	точно так	2	11
26	есть только	2	11
27	мы не	7	10
28	по себе	3	10
29	что не	2	10
30	не есть	4	10
31	то что	24	10
32	как в	4	10
33	и что	6	10
34	речи и	30	10
35	могут быть	2	9
36	для нас	2	9
37	как и	15	9
38	мысли в	9	9
39	мысли и	11	9
40	тем что	9	9
41	тогда когда	5	9
42	но в	4	9
43	но не	3	8
44	вместе с	12	8
45	того что	14	8
46	в слове	11	8
47	в мысли	3	8
48	точки зрения	28	8
49	с другой	4	7
50	должно быть	2	7
51	в ней	3	7
52	с этим	2	7
53	должны быть	4	7
54	это не	3	7
55	то и	4	7
56	в этих	2	7
57	не менее	4	6
58	от нее	2	6
59	по мере	7	6
60	тем не	3	6
61	еще не	4	6
62	что на	2	6
63	как бы	6	6
64	что и	3	6
65	все же	6	6
66	то же	8	6
67	и по	3	6
68	того как	2	6
69	с тем	5	5
70	вовсе не	2	5
71	несмотря на	2	5
72	но это	3	5
73	то в	2	5
74	и потому	3	5
75	что при	2	5
76	которые мы	4	5
77	в его	4	5
78	в первом	3	5
79	во всех	6	5
80	так же	14	5
81	а в	2	5
82	и для	5	5
83	деятельности и	3	5
84	во втором	3	5
85	не имеет	2	5
86	друг друга	4	5
87	и его	12	5
88	если же	2	5
89	возможно только	2	5
90	не могут	4	4
91	никогда не	4	4
92	тем самым	8	4
93	вопрос о	6	4
94	прежде всего	7	4
95	в свою	2	4
96	в смысле	6	4
97	мы видели	3	4
98	мы видим	3	4
99	свою очередь	2	4
100	для него	3	4
101	слов и	2	4
102	в действительности	2	4
103	к тому	7	4
104	в своих	2	4
105	не по	4	4
106	и других	2	4
107	из этих	3	4
108	во всем	3	4
109	в то	3	4
110	что мы	9	4
111	слова и	10	4
112	бы в	5	4
113	на деле	2	4
114	в самой	3	3
115	прежде чем	2	3
116	с другим	2	3
117	что это	6	3
118	во внутренней	2	3
119	тому что	9	3
120	столь же	2	3
121	что слово	2	3
122	и во	4	3
123	и от	4	3
124	что все	2	3
125	представить себе	3	3
126	друг другу	3	3
127	показывает что	2	3
128	самого начала	7	3
129	как она	5	3
130	только потому	3	3
131	с самого	7	3
132	в этой	3	3
133	очевидно что	3	3
134	если мы	5	3
135	она не	5	3
136	одной стороны	5	3
137	только на	3	3
138	в своей	3	3
139	и их	5	3
140	что если	2	3
141	относится к	2	3
142	для того	18	3
143	никто не	2	3
144	для себя	24	3
145	и тем	6	3
146	не иначе	2	3
147	связи с	4	3
148	и той	2	3
149	в самом	9	3
150	были бы	3	3
151	развития и	2	3
152	развития мысли	2	3
153	с одной	5	3
154	одной и	2	3
155	заключается в	6	3
156	не мог	2	3
157	к этой	2	3
158	как на	6	3
159	той же	8	3
160	что для	2	3
161	с ним	3	3
162	что по	2	3
163	и то	7	3
164	сказать что	8	3
165	во всяком	2	3
166	одно из	5	3
167	он не	3	3
168	отношений между	3	3
169	и при	2	3
170	эти отношения	2	3
171	в сознании	6	3
172	с точки	21	3
173	мы должны	6	3
174	нужно было	4	3
175	и другое	3	3
176	она может	2	3
177	и с	5	3
178	слова в	5	2
179	от мысли	5	2
180	только не	11	2
181	и есть	2	2
182	по этому	4	2
183	нуждается в	3	2
184	но он	2	2
185	с этой	5	2
186	но с	2	2
187	одного из	2	2
188	значение и	2	2
189	мыслью и	6	2
190	и вместе	2	2
191	в собственном	3	2
192	не можем	4	2
193	стороны и	4	2
194	на то	4	2
195	только по	3	2
196	слова но	3	2
197	но если	2	2
198	о его	3	2
199	как мы	14	2
200	о которых	2	2
201	том и	3	2
202	в другую	3	2
203	даже с	2	2
204	у нас	2	2
205	есть не	3	2
206	чем в	4	2
207	мы желаем	2	2
208	все что	6	2
209	и слова	6	2
210	того чтобы	19	2
211	мог бы	3	2
212	мы в	3	2
213	от друга	2	2
214	в сущности	9	2
215	могли бы	5	2
216	вопроса о	2	2
217	имеет место	4	2
218	и о	3	2
219	словом и	10	2
220	одним из	2	2
221	никак не	5	2
222	и следовательно	5	2
223	к ней	2	2
224	могут не	2	2
225	в виду	5	2
226	но всегда	2	2
227	иначе как	6	2
228	для нее	3	2
229	его с	3	2
230	с ее	2	2
231	в целом	5	2
232	друг от	2	2
233	деятельности в	2	2
234	из этого	2	2
235	внутреннее единство	2	2
236	что же	2	2
237	на основании	2	2
238	в их	2	2
239	только что	5	2
240	для этого	3	2
241	связь между	6	2
242	не могла	2	2
243	и только	4	2
244	и другом	2	2
245	из основных	2	2
246	что оно	4	2
247	связи между	5	2
248	из того	3	2
249	перейти к	4	2
250	своего проявления	2	2
251	ко всем	2	2
252	тем же	5	2
253	речь и	5	2
254	или в	2	2
255	к мысли	4	2
256	том же	2	2
257	в начале	5	2
258	его к	2	2
259	о том	4	2
260	есть в	3	2
261	которое мы	2	2
262	в которой	11	2
263	и которые	2	2
264	мы можем	3	2
