N	2gram	Voloshinov_1	Myslijsy
1	потому что	5	52
2	то есть	4	42
3	и в	38	39
4	может быть	13	27
5	в том	2	26
6	только в	6	25
7	не может	12	22
8	а не	6	21
9	так как	7	21
10	не только	27	21
11	в нем	4	20
12	но и	13	20
13	и не	14	18
14	языка и	4	17
15	что язык	5	16
16	том что	3	16
17	не в	6	15
18	в этом	10	15
19	если бы	4	14
20	так и	6	13
21	в себе	9	13
22	таким образом	7	13
23	было бы	7	12
24	в душе	2	11
25	мы не	9	10
26	то что	8	10
27	как в	2	10
28	речи и	6	10
29	для нас	3	9
30	как и	10	9
31	тем что	2	9
32	но в	5	9
33	в одном	3	8
34	но не	2	8
35	вместе с	5	8
36	язык в	6	8
37	того что	4	8
38	в слове	3	8
39	о происхождении	2	8
40	точки зрения	10	8
41	происхождении языка	2	7
42	должно быть	2	7
43	в ней	8	7
44	в нас	2	7
45	с этим	2	7
46	это не	3	7
47	в этих	2	7
48	независимо от	5	6
49	и как	9	6
50	еще не	3	6
51	как бы	28	6
52	что и	3	6
53	все же	7	6
54	бы не	2	6
55	то же	14	6
56	при этом	9	6
57	языка в	2	6
58	в каком	2	6
59	зависит от	2	5
60	с тем	8	5
61	для всех	2	5
62	язык не	3	5
63	вовсе не	2	5
64	несмотря на	2	5
65	но это	2	5
66	и потому	2	5
67	только тогда	2	5
68	в его	6	5
69	во всех	6	5
70	так же	4	5
71	а в	5	5
72	и для	3	5
73	деятельности и	3	5
74	друг друга	2	5
75	и его	7	5
76	между тем	3	5
77	язык и	9	5
78	никогда не	7	4
79	однако в	2	4
80	тем самым	7	4
81	вопрос о	2	4
82	без языка	2	4
83	прежде всего	21	4
84	в свою	6	4
85	мы видели	5	4
86	мы видим	3	4
87	свою очередь	4	4
88	же время	7	4
89	для него	3	4
90	слов и	7	4
91	к тому	4	4
92	от того	3	4
93	увидим что	2	4
94	в своих	2	4
95	не было	2	4
96	и даже	3	4
97	в то	9	4
98	что мы	11	4
99	слова и	5	4
100	бы в	5	4
101	прежде чем	2	3
102	что это	4	3
103	во внутренней	4	3
104	тому что	5	3
105	и от	7	3
106	и это	7	3
107	в жизни	2	3
108	представить себе	3	3
109	друг другу	2	3
110	самого начала	4	3
111	слова мы	2	3
112	только потому	2	3
113	с самого	4	3
114	в этой	6	3
115	очевидно что	2	3
116	если мы	4	3
117	мы увидим	5	3
118	только на	3	3
119	в своей	2	3
120	и их	5	3
121	относится к	2	3
122	для того	9	3
123	помнить что	2	3
124	и тем	6	3
125	в мире	2	3
126	связи с	3	3
127	и той	5	3
128	в самом	4	3
129	были бы	4	3
130	на него	4	3
131	в словах	3	3
132	и без	4	3
133	одной и	2	3
134	но при	3	3
135	не мог	3	3
136	не так	3	3
137	о языке	2	3
138	той же	5	3
139	или даже	2	3
140	с ним	2	3
141	и то	3	3
142	сказать что	3	3
143	хотя и	3	3
144	он не	2	3
145	и при	2	3
146	в сознании	3	3
147	и вообще	2	3
148	с точки	5	3
149	мы должны	10	3
150	нужно было	2	3
151	и все	4	3
152	и с	5	3
153	но как	2	3
154	слова в	5	2
155	не существует	4	2
156	мы будем	6	2
157	происхождение языка	2	2
158	членораздельный звук	2	2
159	нуждается в	2	2
160	он должен	3	2
161	мы называем	4	2
162	связь с	2	2
163	как например	2	2
164	что именно	3	2
165	не что	4	2
166	слова но	3	2
167	как мы	9	2
168	жизни и	3	2
169	уже не	4	2
170	у нас	4	2
171	но все	4	2
172	есть не	2	2
173	если не	3	2
174	не будет	3	2
175	человека не	4	2
176	для них	2	2
177	того чтобы	7	2
178	уважение к	3	2
179	мы в	3	2
180	если б	4	2
181	значительной степени	2	2
182	вопроса о	4	2
183	словом и	3	2
184	и развития	3	2
185	и следовательно	5	2
186	в виду	3	2
187	не имеем	3	2
188	в целом	4	2
189	слова не	2	2
190	заключает в	4	2
191	что же	8	2
192	для всякого	2	2
193	связь между	2	2
194	в разных	3	2
195	времени и	2	2
196	что оно	3	2
197	еще более	2	2
198	этот вопрос	2	2
199	перейти к	2	2
200	тем же	3	2
201	речь и	4	2
202	или в	2	2
203	хотя бы	18	2
204	в движении	2	2
205	иное как	2	2
206	даже и	2	2
207	влияние на	4	2
208	то он	3	2
209	что иное	2	2
210	в начале	3	2
211	ее с	2	2
212	все то	2	2
213	о том	4	2
214	нет ничего	2	2
215	так сказать	4	2
216	когда мы	6	2
217	заметить что	2	2
218	в которой	7	2
219	то мы	3	2
220	мы можем	7	2
