N	2gram	Ircho_Kome_1	Problema
1	и в	22	44
2	вовсе не	2	37
3	и не	8	35
4	может быть	9	28
5	потому что	5	25
6	то что	2	23
7	в том	11	21
8	только в	3	19
9	в этом	3	17
10	и даже	5	14
11	не только	10	14
12	не в	6	13
13	и т	9	13
14	т д	4	13
15	то же	6	13
16	но в	4	12
17	том что	12	12
18	не менее	3	10
19	но и	11	10
20	у нас	3	10
21	как и	9	10
22	тем не	2	10
23	так и	5	10
24	и тем	2	9
25	в нем	4	9
26	и с	3	9
27	же самое	2	9
28	так как	4	9
29	что он	6	9
30	художественный образ	2	9
31	в то	10	9
32	в его	5	9
33	что и	4	9
34	во всяком	2	9
35	таким образом	8	9
36	что в	6	8
37	ни в	6	8
38	но это	2	8
39	было бы	2	8
40	он не	3	8
41	как раз	3	8
42	как мы	4	8
43	в себе	2	8
44	с другой	5	7
45	не может	2	7
46	еще и	2	7
47	указывает на	2	7
48	мы не	3	7
49	для этого	2	6
50	то ни	2	6
51	всяком случае	2	6
52	в целом	3	6
53	такого рода	6	6
54	ясно что	4	6
55	о том	8	6
56	все же	3	6
57	мы можем	4	6
58	в виде	3	6
59	в конце	6	5
60	да и	3	5
61	что они	4	5
62	и сам	3	5
63	хотя и	3	5
64	другой стороны	5	5
65	все это	5	5
66	то и	2	5
67	а в	6	5
68	точки зрения	4	5
69	и здесь	2	5
70	еще не	2	5
71	за пределы	2	5
72	и о	3	5
73	как в	5	5
74	так же	3	5
75	и его	8	5
76	едва ли	7	5
77	при этом	5	4
78	и притом	2	4
79	время как	4	4
80	и без	2	4
81	чем же	2	4
82	бы то	2	4
83	то время	5	4
84	а также	4	4
85	только при	2	4
86	в чем	3	4
87	или в	2	4
88	нас в	2	4
89	тем что	4	4
90	или по	2	4
91	уже в	5	3
92	же как	3	3
93	что у	2	3
94	в любом	3	3
95	именно потому	2	3
96	прежде всего	5	3
97	на то	3	3
98	в тех	3	3
99	к тому	6	3
100	ни было	2	3
101	и как	3	3
102	в этой	7	3
103	здесь и	2	3
104	в самом	2	3
105	в первую	2	3
106	быть даже	2	3
107	его в	3	3
108	конце концов	4	3
109	в настоящем	2	3
110	о которых	5	3
111	же в	4	3
112	но не	2	3
113	а то	2	3
114	в качестве	4	3
115	здесь в	3	3
116	первую очередь	3	3
117	и все	3	3
118	отличие от	2	3
119	и ее	3	3
120	указания на	2	3
121	как будто	2	3
122	будто бы	2	3
123	ничего не	3	3
124	в известном	2	2
125	время и	2	2
126	именно в	4	2
127	в частности	3	2
128	в отношении	6	2
129	того же	2	2
130	и можно	2	2
131	до сих	2	2
132	совсем не	2	2
133	по поводу	4	2
134	со своим	5	2
135	в котором	4	2
136	однако в	3	2
137	с ее	2	2
138	из них	10	2
139	в их	4	2
140	за счет	3	2
141	с одной	3	2
142	а мы	2	2
143	и по	6	2
144	в результате	4	2
145	в начале	3	2
146	как это	3	2
147	для них	2	2
148	и во	2	2
149	для ее	2	2
150	мы видели	2	2
151	а к	2	2
152	по своему	3	2
153	между прочим	2	2
154	для себя	2	2
155	и особенно	4	2
156	вернуться к	2	2
157	вместе с	2	2
158	сих пор	2	2
159	на основании	3	2
160	даже не	2	2
161	только что	2	2
162	даже если	2	2
163	из которых	2	2
164	и у	3	2
165	который в	2	2
166	почти всегда	2	2
167	могут быть	3	2
168	в другом	4	2
169	в которой	6	2
