N	2gram	Vygotskiy__6	KulturaY
1	потому что	22	25
2	и в	28	23
3	письменной речи	7	21
4	не только	16	20
5	в том	28	19
6	в этом	27	18
7	и не	11	16
8	было бы	9	15
9	так как	10	15
10	может быть	13	15
11	точки зрения	13	14
12	если бы	7	12
13	у нас	2	12
14	в самом	8	12
15	все эти	2	12
16	том что	19	11
17	того чтобы	10	11
18	в области	6	11
19	но в	5	11
20	что в	17	10
21	по себе	3	10
22	а не	3	10
23	вопрос о	5	9
24	в сущности	7	9
25	то что	28	9
26	самом деле	2	9
27	для того	8	9
28	можно было	7	9
29	не может	19	9
30	с другой	2	8
31	прежде всего	2	8
32	не в	4	8
33	в качестве	4	8
34	и что	6	8
35	с точки	10	8
36	языка и	5	8
37	не менее	2	7
38	в нашем	4	7
39	в силу	17	7
40	все же	2	7
41	но и	10	7
42	другой стороны	2	7
43	с помощью	13	7
44	это не	5	6
45	в этой	5	6
46	но не	10	6
47	речи в	2	6
48	то же	7	6
49	этот вопрос	3	6
50	и на	5	6
51	ту же	3	6
52	что мы	11	6
53	я не	4	5
54	не могут	5	5
55	что все	5	5
56	этом смысле	2	5
57	ясно что	4	5
58	что он	18	5
59	по существу	2	5
60	еще не	8	5
61	несмотря на	2	5
62	в его	3	5
63	этого слова	2	5
64	один из	3	5
65	и тем	5	5
66	речь в	2	5
67	вместе с	7	5
68	приводит к	6	5
69	все это	2	5
70	таким образом	18	5
71	там где	7	5
72	целый ряд	4	5
73	как это	3	5
74	и то	4	5
75	речи и	5	5
76	и здесь	3	5
77	только в	18	5
78	зависимости от	5	5
79	мы имеем	4	5
80	была бы	2	4
81	в зависимости	5	4
82	в них	3	4
83	на то	4	4
84	если мы	2	4
85	можно сказать	6	4
86	к тому	10	4
87	что на	4	4
88	но только	2	4
89	мы знаем	4	4
90	для нас	2	4
91	что я	2	4
92	в нашей	3	4
93	в пределах	5	4
94	от того	10	4
95	хотя и	3	4
96	как бы	11	4
97	в нем	7	4
98	на этой	5	4
99	так же	15	4
100	в связи	2	4
101	этой области	2	4
102	не имеет	6	4
103	в данном	2	4
104	сказать что	13	4
105	могут быть	5	4
106	в то	6	4
107	в конце	2	4
108	так и	6	4
109	чем в	2	3
110	на этом	4	3
111	казалось бы	2	3
112	у него	2	3
113	для этого	2	3
114	на фоне	3	3
115	что оно	7	3
116	различие между	2	3
117	а только	2	3
118	это и	3	3
119	но это	2	3
120	того же	7	3
121	в возможности	2	3
122	до конца	3	3
123	этого вопроса	2	3
124	связи с	3	3
125	он не	7	3
126	в сфере	12	3
127	что и	4	3
128	в процессе	9	3
129	как в	3	3
130	отличается от	3	3
131	как раз	6	3
132	с этим	4	3
133	этом отношении	3	3
134	не знает	3	3
135	именно в	4	3
136	те же	3	3
137	как мы	10	3
138	того что	24	3
139	что такое	3	3
140	и по	3	3
141	вот почему	2	3
142	а в	2	3
143	и его	3	3
144	тем что	8	3
145	знаем что	4	3
146	языка в	2	3
147	последнее время	2	3
148	есть в	3	3
149	за собой	3	2
150	в отношении	10	2
151	и более	2	2
152	же как	6	2
153	с тем	5	2
154	это в	2	2
155	в частности	4	2
156	никогда не	8	2
157	состоит в	2	2
158	что у	2	2
159	оно не	4	2
160	с этой	2	2
161	и от	2	2
162	и все	5	2
163	связанные с	3	2
164	представить себе	3	2
165	что они	2	2
166	мы могли	12	2
167	этом случае	2	2
168	в другом	2	2
169	что если	2	2
170	очевидно что	3	2
171	бы сказать	2	2
172	не хватает	2	2
173	но что	4	2
174	она не	2	2
175	на примере	3	2
176	при этом	3	2
177	устной и	2	2
178	мы видели	8	2
179	по сравнению	15	2
180	в своей	2	2
181	на том	2	2
182	для данного	3	2
183	в их	3	2
184	и следовательно	4	2
185	в своем	7	2
186	не на	2	2
187	мы говорим	2	2
188	того как	5	2
189	которых мы	2	2
190	уже из	2	2
191	как и	6	2
192	образом в	3	2
193	в той	4	2
194	тем самым	8	2
195	на этот	4	2
196	который мы	4	2
197	той же	4	2
198	с ними	2	2
199	в которых	2	2
200	от этого	3	2
201	нуждается в	3	2
202	в своих	3	2
203	и вообще	2	2
204	мы должны	3	2
205	могли бы	9	2
206	заключается в	7	2
207	что эта	2	2
208	а это	3	2
209	отношения к	3	2
210	слов и	3	2
