N	2gram	Berdyaev_M_1	formyVre
1	и в	28	50
2	то есть	3	33
3	в этом	20	25
4	в нем	13	24
5	человека в	13	17
6	и его	9	16
7	прежде всего	10	15
8	и не	11	14
9	в его	9	13
10	человека и	14	11
11	может быть	30	11
12	и как	2	10
13	но в	7	10
14	в конце	7	9
15	в том	6	9
16	все эти	2	9
17	в то	2	9
18	не только	29	9
19	с его	3	9
20	ничего не	3	9
21	в самом	11	8
22	и их	3	8
23	но и	25	8
24	и на	6	8
25	жизни в	2	8
26	как и	5	8
27	жизни и	2	8
28	не было	18	7
29	и во	2	7
30	все же	2	6
31	это не	5	6
32	образ человека	7	6
33	в их	4	6
34	не может	28	6
35	лишь в	6	6
36	так как	3	6
37	у него	17	6
38	с этим	3	6
39	и все	10	6
40	в жизни	3	6
41	то что	5	6
42	в ее	3	6
43	как в	2	6
44	человеческой жизни	2	6
45	что в	10	5
46	не в	16	5
47	с самим	2	5
48	этот процесс	3	5
49	только и	3	5
50	время как	2	5
51	в основе	2	5
52	точки зрения	4	5
53	если бы	2	5
54	но не	8	5
55	он не	24	5
56	отношению к	2	5
57	того чтобы	2	5
58	для того	2	5
59	и у	2	5
60	могут быть	2	5
61	в своем	10	4
62	до конца	14	4
63	этого мира	3	4
64	в котором	8	4
65	все это	6	4
66	не имеет	3	4
67	потому что	16	4
68	и с	3	4
69	в ней	15	4
70	нет ничего	7	4
71	в них	4	4
72	то время	2	4
73	конечно не	3	4
74	в той	2	4
75	том что	3	4
76	и для	2	4
77	только в	6	4
78	и это	12	4
79	не могут	5	3
80	человек в	9	3
81	мы еще	2	3
82	себя и	3	3
83	в этих	4	3
84	к тому	3	3
85	с тем	9	3
86	себе и	2	3
87	в виду	2	3
88	один из	4	3
89	по отношению	2	3
90	нем не	2	3
91	отношения к	4	3
92	а в	4	3
93	вообще не	2	3
94	и те	2	3
95	сказать что	2	3
96	самого человека	3	3
97	одно из	3	3
98	в начале	2	3
99	его в	3	3
100	а как	2	3
101	для них	3	3
102	был бы	10	3
103	не знает	4	3
104	к этому	2	3
105	есть не	4	3
106	к концу	4	3
107	и потому	10	3
108	что и	4	3
109	вместе с	6	3
110	сих пор	2	3
111	а не	25	3
112	мы видим	2	3
113	в себе	7	3
114	входит в	2	3
115	все его	3	3
116	до сих	2	3
117	место в	2	2
118	уже в	4	2
119	никогда не	14	2
120	о своей	2	2
121	никто не	2	2
122	и нет	2	2
123	вопрос о	2	2
124	для нас	3	2
125	с их	2	2
126	смысле слова	4	2
127	в свою	2	2
128	момент в	2	2
129	для него	11	2
130	нет в	4	2
131	от природы	3	2
132	есть только	2	2
133	не к	4	2
134	отношение к	4	2
135	ни с	4	2
136	центре его	2	2
137	в самой	7	2
138	того что	7	2
139	и по	4	2
140	в которых	4	2
141	также и	2	2
142	в более	2	2
143	нем все	2	2
144	но он	9	2
145	и еще	3	2
146	в истории	2	2
147	как он	2	2
148	мир в	3	2
149	с ним	2	2
150	человек и	6	2
151	он должен	3	2
152	не как	4	2
153	и к	2	2
154	чем в	2	2
155	было бы	10	2
156	так называемый	2	2
157	к ней	4	2
158	в этот	2	2
159	нет и	5	2
160	по сравнению	2	2
161	в своей	15	2
162	как бы	2	2
163	оказывается что	2	2
164	в центре	2	2
165	разного рода	2	2
166	уже не	4	2
167	хотя бы	3	2
168	в которой	6	2
169	в человека	4	2
170	от этого	2	2
171	тем что	4	2
172	в каком	2	2
173	он весь	7	2
174	вера в	3	2
