N	2gram	Propp_Russ_1	Narrotol
1	не только	22	26
2	а не	2	17
3	представляет собой	4	16
4	но и	16	15
5	тогда как	2	15
6	в том	17	14
7	при этом	6	14
8	в качестве	3	14
9	и не	6	14
10	том что	19	13
11	и в	36	13
12	в этом	12	13
13	состоит в	8	12
14	в частности	2	11
15	только в	4	11
16	может быть	8	10
17	своего рода	3	9
18	к тому	4	9
19	так и	7	9
20	а в	9	9
21	то есть	3	9
22	то что	6	8
23	не может	4	8
24	в своем	3	6
25	в жизни	2	6
26	и к	3	6
27	того что	4	6
28	в его	2	6
29	все же	5	6
30	у него	2	6
31	как бы	5	6
32	а также	3	6
33	ничего не	3	6
34	но в	2	6
35	точки зрения	3	5
36	тем не	3	5
37	хотя и	2	5
38	в нем	2	5
39	как в	5	5
40	таким образом	6	5
41	далеко не	3	5
42	о том	8	5
43	что это	3	4
44	не менее	3	4
45	отнюдь не	2	4
46	об этом	9	4
47	как и	10	4
48	что в	19	4
49	то же	3	4
50	в какой	2	4
51	уже не	6	4
52	и у	5	4
53	в силу	2	4
54	как это	8	4
55	с ним	2	4
56	тому что	4	3
57	мы имеем	4	3
58	это не	10	3
59	что они	7	3
60	одна из	4	3
61	но не	2	3
62	к ней	2	3
63	один из	8	3
64	в целом	2	3
65	между собой	2	3
66	как по	2	3
67	все эти	2	3
68	и по	8	3
69	и для	2	3
70	с ними	5	3
71	между тем	7	3
72	как правило	3	3
73	о чем	3	2
74	одно из	5	2
75	в нашем	2	2
76	что у	2	2
77	к другому	2	2
78	из этих	4	2
79	как уже	4	2
80	и здесь	2	2
81	в свою	3	2
82	равной степени	2	2
83	для нас	6	2
84	только по	2	2
85	и т	10	2
86	и более	2	2
87	еще не	4	2
88	несмотря на	3	2
89	имеет место	2	2
90	интерес к	2	2
91	что она	2	2
92	что и	7	2
93	xix в	13	2
94	только на	3	2
95	в других	11	2
96	а с	4	2
97	не объясняет	2	2
98	у нас	8	2
99	в течение	5	2
100	на самом	2	2
101	и что	4	2
102	с точки	3	2
103	не имеет	6	2
104	за столом	2	2
105	так же	3	2
106	мы не	6	2
107	но это	4	2
108	не случайно	2	2
109	в ней	2	2
110	в виде	6	2
111	в своих	2	2
112	во время	14	2
113	видно что	6	2
114	в равной	2	2
115	представляют собой	7	2
116	как он	2	2
117	потому что	10	2
118	в области	3	2
