N	2gram	Bakhtin_fo_1	Problema
1	то есть	33	46
2	в его	13	43
3	и не	14	42
4	и в	50	38
5	и проч	4	28
6	не может	6	27
7	может быть	11	26
8	как бы	2	22
9	по отношению	3	21
10	отнюдь не	5	19
11	отношению к	5	19
12	и с	4	17
13	и его	16	16
14	в нем	24	15
15	в этом	25	15
16	и т	8	14
17	прежде всего	15	13
18	только в	4	13
19	т п	8	13
20	но не	5	12
21	ни в	8	11
22	во всех	6	11
23	и для	4	11
24	отношение к	2	10
25	в их	6	10
26	таким образом	11	10
27	не входит	2	10
28	но и	8	9
29	не имеет	4	9
30	его в	3	9
31	не только	9	9
32	место в	2	8
33	в том	9	8
34	и как	10	8
35	и др	9	8
36	точки зрения	5	8
37	было бы	2	8
38	то что	6	8
39	входит в	3	8
40	что в	5	7
41	с другой	2	7
42	вообще не	3	7
43	с помощью	2	7
44	не в	5	7
45	в самом	8	7
46	как и	8	7
47	еще не	5	7
48	совершенно не	2	7
49	в своей	2	7
50	как мы	14	7
51	в пределах	5	6
52	не к	2	6
53	можно только	2	6
54	а в	3	6
55	на основе	2	6
56	все же	6	6
57	с точки	2	6
58	там где	2	6
59	отношения к	3	6
60	ничего не	9	6
61	то же	11	5
62	в своем	4	5
63	это не	6	5
64	формы и	3	5
65	при этом	3	5
66	имеет место	3	5
67	никогда не	2	5
68	все эти	9	5
69	рядом с	2	5
70	в основе	5	5
71	далеко не	2	5
72	с ним	2	5
73	в них	4	5
74	его целом	2	5
75	конечно не	4	5
76	так и	12	5
77	и прежде	2	5
78	в отличие	2	5
79	а не	3	5
80	быть только	3	5
81	могут быть	5	5
82	отличие от	2	5
83	в нашем	2	4
84	лишь как	2	4
85	не входят	2	4
86	в ней	4	4
87	в виду	3	4
88	в форме	3	4
89	в других	9	4
90	конечно и	4	4
91	сказать что	3	4
92	в более	2	4
93	в то	9	4
94	и потому	3	4
95	но в	10	4
96	но они	3	4
97	но конечно	2	4
98	в ее	6	4
99	как в	6	4
100	в романе	32	4
101	что не	3	4
102	между ними	3	4
103	хотя бы	2	4
104	в данном	2	4
105	более того	3	4
106	в себе	3	4
107	здесь не	4	4
108	мы будем	2	3
109	себя и	3	3
110	на материале	2	3
111	вследствие этого	3	3
112	да и	3	3
113	в дальнейшем	6	3
114	же время	9	3
115	кроме того	4	3
116	одной стороны	2	3
117	например в	6	3
118	хотя и	3	3
119	не является	2	3
120	в целом	2	3
121	природы и	2	3
122	все это	4	3
123	с одной	3	3
124	на них	2	3
125	они не	3	3
126	и даже	2	3
127	и на	8	3
128	все то	2	3
129	также и	2	3
130	или как	4	3
131	а как	3	3
132	если бы	5	3
133	и все	6	3
134	на фоне	3	3
135	ясно что	2	3
136	и к	2	3
137	том что	4	3
138	со всеми	3	3
139	одной из	3	3
140	он не	5	3
141	на почве	2	3
142	нет и	2	3
143	оно не	2	3
144	в таком	3	3
145	с другими	3	3
146	не знает	3	3
147	здесь совершенно	2	3
148	слова и	2	3
149	и это	4	3
150	чем в	2	2
151	не могут	3	2
152	человек в	3	2
153	ни к	3	2
154	и другие	5	2
155	в частности	6	2
156	в этих	3	2
157	что все	2	2
158	была бы	2	2
159	или иной	2	2
160	а только	2	2
161	с самим	5	2
162	связаны с	3	2
163	смысле слова	2	2
164	в значительной	2	2
165	в свою	2	2
166	довлеет себе	2	2
167	и у	5	2
168	не имеют	3	2
169	той или	2	2
170	в котором	4	2
171	здесь нет	3	2
172	строгом смысле	2	2
173	ни с	2	2
174	но она	2	2
175	в связи	5	2
176	в особенности	9	2
177	не было	7	2
178	этом отношении	3	2
179	чем не	3	2
180	и других	3	2
181	в самой	2	2
182	все моменты	2	2
183	лишь в	6	2
184	того что	2	2
185	есть только	2	2
186	и те	3	2
187	мир в	2	2
188	самим собою	3	2
189	к себе	4	2
190	в начале	3	2
191	быть конечно	2	2
192	во всем	2	2
193	в истории	2	2
194	мы должны	2	2
195	подхода к	3	2
196	с его	9	2
197	их и	2	2
198	он должен	2	2
199	и во	7	2
200	раз и	2	2
201	к этому	3	2
202	вовсе не	13	2
203	есть не	3	2
204	по существу	12	2
205	связи с	6	2
206	одна из	2	2
207	здесь в	2	2
208	в строгом	2	2
209	в некоторых	2	2
210	том же	2	2
211	так называемый	2	2
212	что и	3	2
213	момент его	2	2
214	здесь все	2	2
215	и события	2	2
216	человека в	17	2
217	эти моменты	3	2
218	к своему	2	2
219	того чтобы	5	2
220	для того	5	2
221	и эта	2	2
222	значение но	2	2
223	или в	3	2
224	тем что	2	2
225	и ее	3	2
226	и вообще	2	2
227	др в	2	2
228	дело в	2	2
229	в чем	2	2
230	место и	3	2
