N	2gram	Tiupa_Narr_1	Istorich
1	и в	11	26
2	мы имеем	3	14
3	никогда не	4	13
4	потому что	5	13
5	что в	3	12
6	в том	8	12
7	и на	5	12
8	в этом	12	12
9	может быть	15	11
10	с другой	2	10
11	том что	7	10
12	и не	23	10
13	не только	31	10
14	что он	3	9
15	еще не	4	9
16	но и	27	9
17	о смерти	2	9
18	в нем	4	8
19	все же	4	8
20	вместе с	2	8
21	другой стороны	2	8
22	с ним	2	8
23	уже не	8	7
24	мы можем	2	7
25	и его	10	7
26	у него	7	7
27	о том	4	7
28	но в	7	7
29	с появлением	2	6
30	то что	9	6
31	как в	4	6
32	так в	4	6
33	не может	8	6
34	и с	3	6
35	в русской	3	6
36	мы не	3	6
37	у нас	3	5
38	как и	13	5
39	в ней	4	5
40	в его	6	5
41	не будет	2	5
42	так и	5	5
43	то же	8	5
44	как это	3	5
45	в то	4	5
46	только в	12	5
47	это не	3	4
48	из этих	4	4
49	прежде всего	4	4
50	не всегда	3	4
51	зависит от	2	4
52	с его	4	4
53	до сих	2	4
54	все что	2	4
55	как бы	6	4
56	и тем	4	4
57	сих пор	2	4
58	как мы	2	4
59	и он	6	4
60	а также	6	4
61	но как	3	4
62	и ее	3	3
63	если бы	7	3
64	в частности	14	3
65	и от	2	3
66	в одном	4	3
67	не в	6	3
68	в качестве	14	3
69	она не	2	3
70	еще в	3	3
71	один из	6	3
72	в своей	5	3
73	во сне	2	3
74	данном случае	8	3
75	со стороны	8	3
76	и через	2	3
77	а в	13	3
78	при этом	19	3
79	и вот	2	3
80	или в	6	3
81	в данном	11	3
82	и то	3	3
83	та же	2	3
84	их в	3	3
85	сказать что	2	3
86	и только	2	3
87	в себе	6	3
88	не было	3	3
89	как будто	3	3
90	перед нами	5	2
91	о чем	4	2
92	обращается к	3	2
93	и как	3	2
94	однако в	3	2
95	в этих	2	2
96	в своем	3	2
97	что у	4	2
98	после смерти	2	2
99	на то	2	2
100	можно сказать	5	2
101	к тому	6	2
102	сводится к	3	2
103	по отношению	3	2
104	одна из	4	2
105	как у	2	2
106	но не	4	2
107	всех его	2	2
108	что мы	2	2
109	когда в	3	2
110	героя в	3	2
111	но для	3	2
112	всяком случае	2	2
113	не могло	2	2
114	отношению к	3	2
115	не имеет	2	2
116	жизни и	6	2
117	своего рода	10	2
118	в форме	2	2
119	тогда как	10	2
120	он не	3	2
121	только что	2	2
122	человека в	2	2
123	также не	2	2
124	она в	2	2
125	происходит и	2	2
126	тем самым	5	2
127	а не	13	2
128	того что	4	2
129	что не	2	2
130	с ними	2	2
131	во всяком	2	2
132	что касается	2	2
133	он и	2	2
134	к себе	4	2
135	представляет собой	8	2
136	зависимости от	2	2
137	в этой	6	2
138	здесь не	2	2
139	не вполне	2	2
140	ничего не	2	2
141	но при	3	2
