N	2gram	Bakhtin_Fr_1	Literetu
1	и в	65	19
2	может быть	6	17
3	и не	22	11
4	и т.п	17	10
5	в том	16	10
6	как и	5	10
7	но и	10	10
8	не может	3	9
9	в этом	15	9
10	с другой	3	8
11	не только	10	8
12	и даже	8	8
13	том что	6	7
14	то что	3	7
15	так и	10	7
16	с одной	2	7
17	в себе	3	6
18	одной стороны	2	6
19	при этом	6	6
20	и на	11	6
21	но не	2	5
22	он не	2	5
23	на фоне	3	5
24	в году	6	5
25	того что	2	5
26	то есть	45	5
27	что в	3	4
28	в частности	5	4
29	жизни в	5	4
30	прежде всего	11	4
31	не в	4	4
32	для него	5	4
33	в ней	6	4
34	в его	9	4
35	даже в	3	4
36	жизни и	7	4
37	и других	3	4
38	точки зрения	7	4
39	в искусстве	3	4
40	в области	7	4
41	перестает быть	3	3
42	никогда не	6	3
43	в себя	3	3
44	что он	3	3
45	в нем	13	3
46	одним из	2	3
47	но это	3	3
48	в этой	4	3
49	и он	2	3
50	в сущности	16	3
51	во всех	9	3
52	и др	24	3
53	в их	4	3
54	и для	2	3
55	этом отношении	3	3
56	так как	6	3
57	но с	2	3
58	с точки	3	3
59	и его	10	3
60	и с	3	3
61	ничего не	3	3
62	том числе	10	2
63	к жизни	2	2
64	не является	3	2
65	в них	5	2
66	в противоположность	2	2
67	в виду	3	2
68	в одном	5	2
69	в жизни	4	2
70	вовсе не	18	2
71	и к	4	2
72	жизни как	3	2
73	для нас	4	2
74	в ее	3	2
75	а затем	2	2
76	и без	2	2
77	до конца	2	2
78	еще не	6	2
79	при всей	2	2
80	свое время	2	2
81	как бы	22	2
82	в свое	2	2
83	не вполне	2	2
84	все же	6	2
85	же в	2	2
86	в целом	2	2
87	не к	2	2
88	из них	4	2
89	могут быть	2	2
90	и до	4	2
91	мысли и	4	2
92	как раз	3	2
93	и одновременно	5	2
94	это его	2	2
95	это как	4	2
96	уже не	3	2
97	что не	2	2
98	и наконец	2	2
99	друг друга	3	2
100	не знает	6	2
101	в своих	5	2
102	потому что	5	2
103	в основе	8	2
104	одно из	6	2
105	даже и	3	2
106	он и	3	2
107	и еще	4	2
108	но как	3	2
109	о том	2	2
110	из тех	2	2
111	с ним	3	2
112	но в	14	2
113	мира в	3	2
