N	2gram	Tiupa_Disk_1	Myshleni
1	внутренней речи	2	67
2	в этом	15	29
3	точки зрения	3	28
4	и в	16	26
5	не только	28	24
6	для себя	4	24
7	то что	5	24
8	таким образом	3	23
9	представляет собой	17	19
10	в том	23	18
11	и не	11	18
12	том что	19	17
13	потому что	4	16
14	как и	16	15
15	того что	3	14
16	как мы	2	14
17	в ходе	3	12
18	что в	4	12
19	и его	2	12
20	но и	14	11
21	мысли и	2	11
22	не может	9	11
23	по своей	11	10
24	по своему	3	9
25	в самом	3	9
26	в сущности	2	9
27	тем что	3	9
28	в себе	7	9
29	то же	7	8
30	сказать что	3	8
31	что он	4	8
32	только в	7	8
33	к тому	5	7
34	прежде всего	11	7
35	может быть	17	7
36	по мере	2	7
37	и к	4	7
38	в ситуации	3	7
39	в какой	2	6
40	и тем	2	6
41	по отношению	9	6
42	именно в	3	6
43	заключается в	3	6
44	как бы	5	6
45	между собой	2	6
46	в ее	3	6
47	и что	2	6
48	во всех	5	6
49	все же	3	6
50	речи как	2	6
51	а не	22	6
52	слова в	2	5
53	можно сказать	5	5
54	что с	2	5
55	одной стороны	9	5
56	в виду	2	5
57	в целом	4	5
58	данном случае	2	5
59	с одной	9	5
60	в начале	2	5
61	же самое	2	5
62	в силу	5	5
63	в качестве	34	5
64	отношению к	9	5
65	в процессе	5	5
66	в данном	5	5
67	не менее	2	4
68	никогда не	2	4
69	с другой	10	4
70	имеет место	3	4
71	в котором	5	4
72	целый ряд	2	4
73	в момент	2	4
74	и во	2	4
75	в его	7	4
76	о том	8	4
77	но в	8	4
78	о чем	2	4
79	стороны и	2	4
80	связи с	4	4
81	еще не	14	4
82	одной из	4	4
83	своей природе	2	4
84	не есть	2	4
85	как в	10	4
86	приводит к	2	4
87	к мысли	2	4
88	должны быть	3	4
89	не в	7	4
90	едва ли	2	4
91	это не	3	3
92	есть в	2	3
93	для него	4	3
94	совпадает с	2	3
95	в основе	7	3
96	из двух	2	3
97	не является	4	3
98	как к	2	3
99	во втором	4	3
100	и по	2	3
101	в первом	3	3
102	состоит в	9	3
103	к другому	2	3
104	по себе	3	3
105	об этом	2	3
106	в то	3	3
107	но не	11	3
108	в одной	3	3
109	и о	4	3
110	и потому	3	3
111	что и	3	3
112	в своей	5	3
113	так и	8	3
114	отличается от	2	3
115	в этой	2	3
116	перед нами	3	2
117	уже в	2	2
118	столь же	3	2
119	одного из	2	2
120	что делает	2	2
121	а по	2	2
122	ли не	3	2
123	свою очередь	3	2
124	в свою	3	2
125	в действительности	3	2
126	на его	4	2
127	или в	2	2
128	одним из	2	2
129	сути дела	2	2
130	один из	3	2
131	в нем	9	2
132	с ее	2	2
133	отношение к	4	2
134	в их	5	2
135	отношения к	2	2
136	одновременно и	2	2
137	этого термина	2	2
138	лишь в	4	2
139	по природе	5	2
140	слово не	2	2
141	а в	5	2
142	в своих	3	2
143	также и	3	2
144	в которых	4	2
145	к его	2	2
146	и есть	2	2
147	возможно только	2	2
148	человеческого сознания	3	2
149	нельзя не	2	2
150	с этим	3	2
151	к этому	2	2
152	привело к	4	2
153	что же	2	2
154	по своим	4	2
155	внимание на	4	2
156	в отличие	5	2
157	что не	4	2
158	и он	2	2
159	во всяком	2	2
160	могут быть	4	2
161	и ее	2	2
162	на ее	2	2
163	отличие от	5	2
164	может и	2	2
