N	2gram	Ircho_Kome_3	Myshleni
1	с помощью	4	42
2	и в	22	25
3	в развитии	2	24
4	в том	12	23
5	том что	13	20
6	и речи	4	20
7	что в	5	17
8	так же	4	17
9	таким образом	12	17
10	в основе	2	16
11	с тем	4	16
12	как и	3	15
13	то что	4	15
14	в его	8	15
15	в этом	8	14
16	вместе с	9	14
17	может быть	6	13
18	в целом	3	13
19	между собой	4	13
20	так как	11	12
21	в качестве	2	12
22	по своему	3	11
23	на основании	2	11
24	что они	2	10
25	как бы	3	10
26	и не	21	10
27	и что	6	10
28	было бы	3	10
29	что и	8	10
30	связи с	5	9
31	как в	2	9
32	мы не	2	9
33	ни в	10	9
34	того чтобы	6	8
35	не является	4	8
36	тем что	5	8
37	как мы	2	8
38	уже в	2	7
39	столь же	3	7
40	что мы	2	7
41	как это	5	7
42	для того	6	7
43	мы можем	3	7
44	в области	2	7
45	самого начала	4	6
46	не менее	5	6
47	с другой	4	6
48	с самого	4	6
49	не в	4	6
50	один из	3	6
51	не может	3	6
52	в связи	4	6
53	и на	2	6
54	потому что	10	6
55	что он	8	6
56	в отношении	4	6
57	в силу	2	6
58	представляет собой	3	6
59	того же	6	6
60	не только	5	6
61	все же	4	6
62	точки зрения	4	6
63	все это	5	6
64	можно было	2	6
65	отличие от	2	6
66	так и	4	5
67	тем не	3	5
68	одной стороны	3	5
69	при этом	7	5
70	одним из	2	5
71	что она	4	5
72	с одной	3	5
73	человека и	2	5
74	если бы	8	5
75	и к	3	5
76	о том	8	5
77	из которых	2	5
78	в этой	3	5
79	не могут	2	4
80	в частности	3	4
81	никогда не	3	4
82	в своем	8	4
83	в какой	3	4
84	прежде всего	5	4
85	на то	3	4
86	к тому	6	4
87	мы знаем	2	4
88	что с	2	4
89	не мог	2	4
90	всяком случае	3	4
91	время как	2	4
92	отнюдь не	4	4
93	из них	5	4
94	но и	4	4
95	от того	2	4
96	друг друга	4	4
97	а в	7	4
98	в то	6	4
99	с ним	5	4
100	от нее	3	4
101	с этим	3	4
102	и все	2	4
103	нет никаких	2	4
104	то время	2	4
105	совпадают с	4	4
106	еще не	6	4
107	он не	5	4
108	по сравнению	2	4
109	приводит к	3	4
110	тем же	3	4
111	во всяком	3	4
112	и это	2	4
113	с этой	3	3
114	в свою	7	3
115	и сам	5	3
116	в самом	9	3
117	в котором	2	3
118	который в	3	3
119	другой стороны	2	3
120	по отношению	5	3
121	то обстоятельство	2	3
122	в которых	5	3
123	этом отношении	2	3
124	в результате	2	3
125	их в	3	3
126	между тем	2	3
127	обстоятельство что	2	3
128	его в	8	3
129	перед ним	3	3
130	как он	3	3
131	сравнению с	2	3
132	не как	2	3
133	состоит в	2	3
134	к этому	6	3
135	наряду с	2	3
136	дело с	3	3
137	когда он	4	3
138	если мы	2	3
139	это обстоятельство	3	3
140	между ними	2	3
141	то же	7	2
142	все время	2	2
143	тому что	2	2
144	одного из	3	2
145	а по	5	2
146	ни было	2	2
147	так что	6	2
148	но все	4	2
149	на которые	3	2
150	свою очередь	6	2
151	с уже	2	2
152	хотя и	5	2
153	в нем	3	2
154	для обозначения	2	2
155	все остальные	2	2
156	на себя	4	2
157	в своих	2	2
158	на его	2	2
159	и здесь	4	2
160	в начале	3	2
161	бы в	4	2
162	с его	3	2
163	однако в	4	2
164	в них	3	2
165	и во	2	2
166	в одном	2	2
167	все еще	2	2
168	ясно что	6	2
169	об этом	7	2
170	в таком	2	2
171	все что	3	2
172	тот же	2	2
173	с ребенком	4	2
174	а также	2	2
175	и особенно	2	2
176	отношению к	3	2
177	не будет	2	2
178	в мире	2	2
179	в своей	5	2
180	только что	7	2
181	в течение	3	2
182	из того	3	2
183	на этот	3	2
184	едва ли	7	2
185	и для	4	2
186	и его	6	2
187	или иначе	2	2
188	с другими	2	2
189	в себе	4	2
190	а как	2	2
