N	2gram	Medvedev_F_3	Analitik
1	не только	9	22
2	и в	27	18
3	как и	14	14
4	так и	21	14
5	в этом	18	14
6	но и	10	13
7	и его	19	13
8	том что	4	12
9	и не	30	12
10	при этом	8	11
11	как бы	8	10
12	может быть	25	9
13	со стороны	4	9
14	что в	8	9
15	а не	17	9
16	в том	7	9
17	с его	2	8
18	и даже	2	8
19	с другой	6	7
20	но не	5	7
21	в его	7	7
22	отношению к	3	7
23	как раз	8	7
24	по отношению	3	7
25	к тому	4	6
26	не в	12	6
27	еще не	6	6
28	в этой	2	6
29	о том	4	6
30	никогда не	5	5
31	однако в	2	5
32	не является	5	5
33	в конце	3	5
34	прежде всего	4	5
35	или иной	2	5
36	того же	3	5
37	в самом	11	5
38	что и	2	5
39	другой стороны	5	5
40	в сущности	2	5
41	лишь в	9	5
42	уже не	3	5
43	той же	3	5
44	в слове	4	5
45	в результате	5	5
46	между тем	7	5
47	не менее	7	4
48	отнюдь не	8	4
49	в своем	2	4
50	столь же	3	4
51	по себе	4	4
52	что он	6	4
53	можно сказать	3	4
54	и как	4	4
55	в пределах	8	4
56	не есть	4	4
57	все же	6	4
58	а и	3	4
59	таким образом	18	4
60	и на	3	4
61	в данном	6	4
62	героя и	2	4
63	уже в	4	3
64	в каждом	5	3
65	из этих	2	3
66	к этому	2	3
67	в ее	4	3
68	что они	5	3
69	было бы	6	3
70	же время	7	3
71	только не	2	3
72	известной степени	2	3
73	с ее	2	3
74	в целом	4	3
75	дело не	2	3
76	данном случае	4	3
77	как в	4	3
78	все это	7	3
79	так в	2	3
80	дело с	3	3
81	то же	15	3
82	этом отношении	3	3
83	до известной	2	3
84	роль в	4	3
85	мы не	4	3
86	без исключения	5	3
87	ничего не	2	3
88	здесь и	6	3
89	точки зрения	16	3
90	подобно тому	4	3
91	он и	3	3
92	говорить о	2	3
93	в то	7	3
94	жизнь и	3	3
95	его в	7	3
96	в произведении	3	3
97	здесь не	2	3
98	как это	4	3
99	бы и	3	2
100	могут быть	4	2
101	все эти	6	2
102	в них	3	2
103	поэтому в	2	2
104	это не	3	2
105	не как	2	2
106	всякое высказывание	3	2
107	и от	11	2
108	в жизни	11	2
109	в нем	15	2
110	и ее	6	2
111	произведения и	3	2
112	тем не	2	2
113	да и	4	2
114	в романе	4	2
115	в дальнейшем	5	2
116	то в	2	2
117	одна из	2	2
118	с тем	7	2
119	очевидно что	2	2
120	в большинстве	4	2
121	или точнее	2	2
122	это и	2	2
123	в общем	2	2
124	не от	2	2
125	совершенно не	7	2
126	ни для	2	2
127	в ней	5	2
128	от его	3	2
129	и потому	5	2
130	всяком случае	6	2
131	даже в	2	2
132	нам кажется	2	2
133	то что	8	2
134	во всех	3	2
135	вместе с	6	2
136	что она	2	2
137	не может	24	2
138	в отличие	2	2
139	входит в	8	2
140	отношения к	2	2
141	те же	3	2
142	одной и	2	2
143	сводится к	5	2
144	в той	3	2
145	самом деле	16	2
146	высказывания как	3	2
147	с точки	14	2
148	и для	6	2
149	в литературу	5	2
150	тому как	5	2
151	сказать что	3	2
152	во всяком	6	2
153	мы можем	4	2
154	тем что	5	2
155	одну из	2	2
156	нуждается в	3	2
157	в себе	3	2
158	в искусстве	7	2
159	только в	8	2
160	этого слова	2	2
161	и все	8	2
162	дело в	2	2
163	так сказать	5	2
164	там где	7	2
165	отличие от	2	2
166	но в	6	2
167	произведения как	6	2
