N	2gram	Vygotskiy__5	Mirosoze
1	может быть	9	30
2	не только	16	29
3	и в	16	28
4	не может	18	28
5	но и	6	25
6	а не	10	25
7	он не	8	24
8	в этом	25	20
9	у него	6	17
10	не в	6	16
11	потому что	21	16
12	в ней	2	15
13	в своей	2	15
14	и есть	7	14
15	никогда не	5	14
16	до конца	3	14
17	в нем	7	13
18	для него	5	11
19	в самом	4	11
20	и не	12	11
21	что в	16	10
22	в своем	5	10
23	прежде всего	3	10
24	что он	25	10
25	было бы	10	10
26	и потому	2	10
27	но он	7	9
28	с тем	3	9
29	в его	11	9
30	не есть	4	9
31	и его	3	9
32	но не	10	8
33	в котором	2	8
34	того что	16	7
35	но в	6	7
36	к нему	3	7
37	должна быть	5	6
38	в том	18	6
39	в этой	6	6
40	все это	2	6
41	и на	6	6
42	вместе с	4	6
43	только в	10	6
44	в которой	5	6
45	не могут	4	5
46	это не	4	5
47	если он	2	5
48	у нас	2	5
49	как и	8	5
50	то что	26	5
51	в этих	3	4
52	с этой	4	4
53	не знает	5	4
54	отношение к	11	4
55	в их	3	4
56	отношения к	2	4
57	и по	4	4
58	а в	3	4
59	точки зрения	18	4
60	в них	2	4
61	которых он	2	4
62	это и	3	4
63	за пределы	4	4
64	что и	3	4
65	есть не	2	4
66	тем что	5	4
67	чем его	3	4
68	значит что	5	4
69	себя и	2	3
70	к тому	6	3
71	это есть	4	3
72	это значит	5	3
73	но если	6	3
74	и их	4	3
75	в свете	4	3
76	не имеет	4	3
77	должно быть	8	3
78	в момент	2	3
79	с этим	3	3
80	его в	2	3
81	так как	16	3
82	и с	3	3
83	на этом	3	3
84	начинается в	2	3
85	он должен	5	3
86	в жизни	2	3
87	том что	15	3
88	учение о	2	3
89	ничего не	5	3
90	этот путь	2	3
91	когда он	2	3
92	хотя бы	5	3
93	по своему	3	2
94	вообще не	4	2
95	и от	2	2
96	вопрос о	12	2
97	отношения и	2	2
98	с их	4	2
99	высшей степени	2	2
100	в свою	4	2
101	о чем	2	2
102	для того	14	2
103	одним из	2	2
104	на этот	4	2
105	в виду	2	2
106	жизни и	2	2
107	могут быть	4	2
108	тому чтобы	4	2
109	по отношению	12	2
110	все эти	4	2
111	и что	12	2
112	время как	4	2
113	сказать что	13	2
114	в более	2	2
115	по своей	3	2
116	в истории	2	2
117	как бы	5	2
118	о том	8	2
119	как он	6	2
120	бы в	4	2
121	с ним	5	2
122	в основе	8	2
123	к этой	3	2
124	если бы	8	2
125	в высшей	2	2
126	только один	2	2
127	к этому	3	2
128	отношению к	12	2
129	мы видим	4	2
130	в то	5	2
131	чем в	3	2
132	все что	2	2
133	то время	4	2
134	как будто	2	2
135	до сих	3	2
136	никто не	2	2
137	и к	2	2
138	еще в	3	2
139	в этот	2	2
140	все же	3	2
141	по сравнению	5	2
142	сих пор	3	2
143	как в	5	2
144	мысли и	5	2
145	приводит к	7	2
146	в центре	2	2
147	в той	6	2
148	того чтобы	17	2
149	и как	3	2
150	он в	3	2
151	на протяжении	2	2
