N	2gram	Losev_Prob_2	Problemy
1	и в	35	43
2	и не	37	29
3	может быть	18	23
4	как бы	4	22
5	не может	13	18
6	но и	16	14
7	как и	5	14
8	и т	6	13
9	точки зрения	2	13
10	в этом	17	13
11	что он	4	13
12	слова и	4	12
13	не в	2	11
14	по себе	8	11
15	не только	24	11
16	прежде всего	11	10
17	и на	5	10
18	но в	6	10
19	в его	7	10
20	как мы	5	10
21	еще не	10	9
22	он не	2	9
23	слово и	2	9
24	с самим	3	8
25	лишь в	3	8
26	то же	5	8
27	или в	2	8
28	слово в	2	8
29	перед нами	2	7
30	до сих	4	7
31	и сам	2	7
32	в него	2	7
33	в самом	5	7
34	ведь и	2	7
35	в то	6	7
36	то что	38	7
37	сих пор	4	7
38	что же	9	7
39	а не	10	7
40	в этих	4	6
41	в том	12	6
42	при этом	3	6
43	и наконец	3	6
44	и все	5	6
45	о нем	2	6
46	здесь не	2	6
47	на то	6	5
48	да и	10	5
49	так что	11	5
50	хотя и	3	5
51	к нему	2	5
52	нам кажется	2	5
53	все это	4	5
54	таким образом	4	5
55	все эти	7	5
56	а в	4	5
57	и с	10	5
58	но ведь	3	5
59	бы в	3	5
60	вовсе не	37	5
61	о том	18	5
62	но не	4	5
63	было бы	8	5
64	никак не	11	5
65	и что	13	5
66	в той	2	5
67	самом деле	4	5
68	в слове	3	5
69	в себе	5	5
70	не могут	4	4
71	сама по	4	4
72	что в	11	4
73	в своем	4	4
74	с другой	6	4
75	к тому	3	4
76	но это	6	4
77	между собою	4	4
78	себе и	2	4
79	т д	6	4
80	должно быть	2	4
81	в результате	4	4
82	их в	4	4
83	же и	2	4
84	так как	7	4
85	то есть	39	4
86	или как	2	4
87	в них	2	4
88	совершенно не	2	4
89	если же	3	4
90	во всех	2	4
91	мы не	7	4
92	как раз	8	4
93	только в	14	4
94	далеко не	4	4
95	и это	5	4
96	не менее	13	3
97	что если	4	3
98	в отношении	4	3
99	он сам	3	3
100	или иной	5	3
101	но зато	2	3
102	есть в	4	3
103	том или	3	3
104	более или	4	3
105	кроме того	5	3
106	и следовательно	4	3
107	той или	5	3
108	в виду	8	3
109	и их	3	3
110	он тоже	2	3
111	в их	3	3
112	и только	4	3
113	в одно	2	3
114	и даже	11	3
115	и здесь	4	3
116	его в	3	3
117	обойтись без	3	3
118	но при	2	3
119	сознания и	2	3
120	если бы	4	3
121	не знает	3	3
122	стороны и	4	3
123	и к	3	3
124	говорят что	2	3
125	она не	3	3
126	тот же	4	3
127	мы уже	3	3
128	даже в	2	3
129	что и	2	3
130	все же	8	3
131	на него	2	3
132	так и	7	3
133	или менее	4	3
134	только на	9	3
135	уже не	8	3
136	другой стороны	5	3
137	также и	12	3
138	и для	6	3
139	той же	2	3
140	можно было	5	3
141	ничего не	10	3
142	слова как	3	3
143	тем что	4	3
144	в виде	6	3
145	и ее	2	3
146	он является	2	2
147	уже в	3	2
148	не был	4	2
149	из этих	3	2
150	в конце	7	2
151	мысли и	2	2
152	вопрос о	3	2
153	что на	4	2
154	что может	2	2
155	оно является	2	2
156	тем не	12	2
157	как же	4	2
158	для нас	9	2
159	ни в	6	2
160	без всякого	4	2
161	и как	4	2
162	но все	2	2
163	мы и	6	2
164	знает что	2	2
165	как нам	2	2
166	мы здесь	3	2
167	что такое	18	2
168	и является	3	2
169	в настоящее	16	2
170	и др	2	2
171	себе что	2	2
172	то это	3	2
173	в целом	3	2
174	друг от	2	2
175	на том	3	2
176	значение в	4	2
177	и без	5	2
178	отличается от	2	2
179	то и	4	2
180	для этого	3	2
181	но эта	3	2
182	здесь мы	3	2
183	того что	12	2
184	так же	5	2
185	чтобы не	2	2
186	каждый из	2	2
187	в своих	3	2
188	сказать что	24	2
189	именно как	4	2
190	представим себе	2	2
191	настоящее время	16	2
192	которого оно	2	2
193	во всяком	13	2
194	уже и	3	2
195	друг к	2	2
196	между собой	5	2
197	же тут	2	2
198	и всякое	2	2
199	с этим	5	2
200	в такой	2	2
201	раз и	5	2
202	этом смысле	5	2
203	и вы	2	2
204	об этом	2	2
205	у нас	18	2
206	и при	2	2
207	одна из	3	2
208	по своему	5	2
209	ведь это	2	2
210	указывает на	5	2
211	не нужно	3	2
212	от друга	2	2
213	конечно не	2	2
214	и о	4	2
215	конце концов	7	2
216	для себя	9	2
217	и особенно	2	2
218	не есть	33	2
219	если оно	3	2
220	отношение между	2	2
221	к другу	2	2
222	быть и	2	2
223	бы и	7	2
224	это вовсе	2	2
225	всем этим	3	2
226	не во	3	2
227	входит в	2	2
228	нами в	2	2
229	в голове	2	2
230	еще более	2	2
231	если мы	9	2
232	том что	19	2
233	что не	5	2
234	хотя бы	12	2
235	в таком	11	2
236	и то	10	2
237	мы можем	6	2
238	сознание и	2	2
239	бы не	3	2
240	иной раз	3	2
