N	2gram	Losev_Prob_3	Istorich
1	и в	44	24
2	что он	9	21
3	не только	14	21
4	и т	13	17
5	т д	13	16
6	может быть	28	14
7	не может	7	14
8	в этих	2	13
9	что в	8	13
10	мы имеем	2	12
11	как в	5	12
12	в этом	17	12
13	и здесь	5	12
14	но и	10	11
15	это не	9	10
16	том что	12	10
17	а в	5	10
18	и что	7	10
19	и другие	3	9
20	с другой	7	9
21	не в	13	9
22	все же	6	9
23	о том	6	9
24	потому что	25	9
25	еще не	5	8
26	что и	9	8
27	все это	5	8
28	другой стороны	5	8
29	то же	13	8
30	а не	18	8
31	или в	4	8
32	так как	9	8
33	с собой	3	7
34	в том	21	7
35	мы видели	2	7
36	в первую	3	7
37	во всех	2	7
38	то что	23	7
39	вместе с	2	7
40	что здесь	5	7
41	таким образом	9	7
42	тем что	4	6
43	всех этих	2	6
44	с этой	3	6
45	об этом	3	6
46	для нас	16	6
47	как и	10	6
48	так же	5	6
49	но не	3	6
50	в нем	9	6
51	а именно	8	6
52	он не	8	6
53	и все	3	6
54	того что	8	6
55	только в	19	6
56	что это	3	6
57	не менее	10	5
58	в тех	3	5
59	то это	10	5
60	дело не	2	5
61	так и	10	5
62	с одной	2	5
63	в чем	4	5
64	с ним	7	5
65	ничего не	3	5
66	но в	12	5
67	никогда не	6	4
68	что у	3	4
69	вовсе не	37	4
70	тем не	10	4
71	по существу	2	4
72	но все	3	4
73	при этом	4	4
74	есть и	2	4
75	мы уже	4	4
76	со своим	2	4
77	же как	3	4
78	как бы	9	4
79	в их	2	4
80	то и	5	4
81	если не	3	4
82	и не	35	4
83	первый взгляд	2	4
84	не имеет	9	4
85	мы не	7	4
86	точки зрения	5	4
87	в данном	9	4
88	мы должны	7	4
89	на первый	4	4
90	мы можем	6	4
91	уже в	3	3
92	не столько	2	3
93	в качестве	3	3
94	на то	3	3
95	так что	12	3
96	что они	5	3
97	кроме того	3	3
98	и если	6	3
99	между прочим	2	3
100	его в	3	3
101	при помощи	8	3
102	происходит в	2	3
103	когда он	2	3
104	с ней	5	3
105	сих пор	2	3
106	данном случае	7	3
107	как мы	8	3
108	этой точки	2	3
109	и даже	14	3
110	и по	2	3
111	и его	5	3
112	но это	8	3
113	хотя и	5	3
114	от него	2	3
115	связи с	8	3
116	что мы	8	3
117	в конце	5	3
118	тоже не	5	3
119	как только	3	2
120	перед нами	8	2
121	в мифе	3	2
122	и там	2	2
123	для нее	2	2
124	тому что	4	2
125	не стоит	2	2
126	того же	2	2
127	или даже	5	2
128	и от	9	2
129	прежде всего	3	2
130	и ее	3	2
131	в то	9	2
132	ни в	8	2
133	в ее	4	2
134	без всякого	3	2
135	нас не	5	2
136	это значит	4	2
137	только о	3	2
138	этим не	2	2
139	и нет	2	2
140	то время	4	2
141	что при	2	2
142	она не	3	2
143	было бы	8	2
144	когда она	2	2
145	здесь и	3	2
146	в самом	3	2
147	не имеют	4	2
148	но оно	3	2
149	и о	5	2
150	нас к	2	2
151	ни с	4	2
152	в котором	2	2
153	тем более	3	2
154	и такие	3	2
155	и тем	9	2
156	другими словами	6	2
157	отличается от	4	2
158	здесь не	8	2
159	точно так	3	2
160	в связи	7	2
161	уже не	7	2
162	нами в	2	2
163	все дело	2	2
164	не просто	23	2
165	имеется в	4	2
166	но эта	3	2
167	и у	2	2
168	что такое	3	2
169	на этот	4	2
170	не так	3	2
171	в которой	2	2
172	друг друга	2	2
173	как это	2	2
174	его не	2	2
175	время как	4	2
176	почти всегда	2	2
177	очень много	3	2
178	сказать что	16	2
179	ничем не	2	2
180	в основе	2	2
181	из них	2	2
182	он в	2	2
183	с этим	2	2
184	этот вопрос	3	2
185	и после	2	2
186	только на	5	2
187	доходит до	2	2
188	но вот	3	2
189	в таких	3	2
190	все эти	7	2
191	и это	9	2
192	до сих	2	2
