N	2gram	Losev_Dial_2	Vladivir
1	и в	19	31
2	не только	19	24
3	но и	12	19
4	то что	14	18
5	и не	30	17
6	и даже	14	15
7	том что	10	14
8	что в	7	14
9	в этом	8	14
10	и с	5	14
11	что он	6	12
12	но в	2	12
13	в том	14	11
14	потому что	14	11
15	о том	5	11
16	так что	7	10
17	и то	7	10
18	также и	2	10
19	он не	4	10
20	никогда не	9	9
21	как мы	3	9
22	а в	4	9
23	только в	5	9
24	в конце	2	9
25	и по	4	8
26	в то	6	8
27	так как	14	8
28	уже в	4	7
29	кроме того	3	7
30	об этом	3	7
31	как раз	5	7
32	тут же	4	7
33	и его	5	7
34	как это	7	7
35	сказать что	10	7
36	мы уже	8	7
37	е в	3	7
38	и к	7	6
39	можно сказать	5	6
40	и потому	5	6
41	может быть	20	6
42	иной раз	5	6
43	так и	10	6
44	не может	9	6
45	то же	12	6
46	и что	5	6
47	это было	3	6
48	не очень	2	5
49	все это	4	5
50	вовсе не	13	5
51	не в	8	5
52	но как	5	5
53	и если	4	5
54	и от	3	5
55	что и	5	5
56	жизни и	6	5
57	что же	2	5
58	не было	3	5
59	в своих	2	5
60	но он	4	5
61	с ним	4	5
62	я не	6	4
63	же время	5	4
64	в своем	4	4
65	что у	2	4
66	и все	12	4
67	в нем	10	4
68	в себе	15	4
69	да и	6	4
70	и вообще	6	4
71	как и	10	4
72	и как	10	4
73	в этой	3	4
74	по своей	4	4
75	себя в	2	4
76	в своей	8	4
77	ни с	4	4
78	в истории	2	4
79	не раз	2	4
80	несмотря на	2	4
81	как он	4	4
82	к нему	4	4
83	в которой	2	4
84	в общем	2	3
85	но только	3	3
86	только к	2	3
87	к тому	2	3
88	в виде	2	3
89	отнюдь не	6	3
90	с другой	5	3
91	в жизни	2	3
92	как в	2	3
93	но не	6	3
94	но это	7	3
95	но я	3	3
96	что они	6	3
97	более или	2	3
98	по своему	5	3
99	но что	7	3
100	ничего не	3	3
101	и из	3	3
102	за пределы	4	3
103	все же	4	3
104	на его	2	3
105	вместе с	2	3
106	был в	2	3
107	на него	2	3
108	или менее	2	3
109	другой стороны	4	3
110	взгляд на	2	3
111	в связи	4	3
112	собственно говоря	2	3
113	таким образом	4	3
114	все эти	2	3
115	и вот	4	3
116	уже не	3	3
117	в науке	2	3
118	и притом	7	3
119	жизнь и	5	3
120	что этот	3	3
121	это время	3	3
122	во время	2	3
123	это конечно	4	3
124	во мне	4	2
125	тем что	2	2
126	нисколько не	4	2
127	с тем	2	2
128	уже и	2	2
129	время и	2	2
130	не менее	3	2
131	в частности	2	2
132	наука и	2	2
133	хотя бы	4	2
134	в меру	4	2
135	на все	2	2
136	и я	2	2
137	ясно что	4	2
138	на всю	2	2
139	в тех	2	2
140	этого последнего	2	2
141	тем не	2	2
142	и можно	2	2
143	ни в	10	2
144	это и	3	2
145	что я	2	2
146	на этом	2	2
147	то время	4	2
148	это мы	2	2
149	что с	2	2
150	еще не	4	2
151	при этом	4	2
152	того что	6	2
153	было бы	3	2
154	в это	3	2
155	и мы	3	2
156	совершенно не	7	2
157	что на	2	2
158	в самом	5	2
159	конечно не	6	2
160	всяком случае	2	2
161	даже в	3	2
162	и тут	3	2
163	и т	17	2
164	из них	3	2
165	то как	3	2
166	не по	2	2
167	дело не	2	2
168	что она	14	2
169	а именно	5	2
170	только что	5	2
171	но мы	2	2
172	т д	15	2
173	жизнь в	2	2
174	с первого	2	2
175	что мы	2	2
176	что такое	3	2
177	времени в	2	2
178	и почти	3	2
179	в очень	2	2
180	и личность	2	2
181	с ними	2	2
182	в результате	2	2
183	во всяком	2	2
184	точки зрения	12	2
185	в каком	4	2
186	у меня	3	2
187	того и	2	2
188	о котором	3	2
189	мы должны	2	2
190	и это	5	2
191	в чем	3	2
192	еще на	2	2
