N	2gram	Tiupa_Teor_1	Problema
1	и в	18	30
2	в своей	6	22
3	то есть	12	21
4	то что	3	18
5	не только	16	18
6	том что	9	17
7	в этом	8	17
8	в стихотворении	4	14
9	и даже	2	14
10	но и	9	13
11	таким образом	3	13
12	потому что	3	13
13	в том	16	12
14	в его	6	12
15	и не	13	12
16	а именно	2	12
17	в своем	4	11
18	точки зрения	9	10
19	в этой	3	10
20	который в	2	9
21	сказать что	3	9
22	но в	9	9
23	только в	6	9
24	в конце	2	8
25	вовсе не	3	8
26	хотя и	3	8
27	с точки	3	8
28	никогда не	4	7
29	у нас	2	7
30	как и	4	7
31	но не	9	7
32	может быть	17	7
33	вместе с	2	7
34	так и	10	7
35	не в	7	7
36	с другой	7	6
37	прежде всего	2	6
38	можно сказать	3	6
39	уже не	4	6
40	и как	2	6
41	и для	2	6
42	как бы	5	6
43	в нем	4	6
44	что и	2	6
45	другой стороны	5	6
46	и что	3	6
47	а в	13	6
48	и его	8	6
49	его в	2	6
50	не менее	4	5
51	что в	9	5
52	в которой	2	5
53	тем не	3	5
54	так же	2	5
55	в самом	4	5
56	и о	4	5
57	не может	4	5
58	а не	9	5
59	и притом	2	5
60	и то	2	5
61	но он	3	5
62	как раз	2	5
63	в частности	16	4
64	отнюдь не	3	4
65	жизни в	2	4
66	нового времени	3	4
67	ни в	2	4
68	об этом	2	4
69	при этом	12	4
70	того же	3	4
71	в качестве	24	4
72	а с	3	4
73	и к	3	4
74	или в	3	4
75	в себе	9	4
76	в то	6	4
77	далеко не	2	4
78	в противоположность	2	3
79	в самой	2	3
80	именно в	3	3
81	и другие	2	3
82	однако в	7	3
83	в отношении	3	3
84	в ее	5	3
85	как будто	2	3
86	еще не	4	3
87	одной стороны	2	3
88	он не	3	3
89	а также	6	3
90	в русской	6	3
91	и тем	3	3
92	русской литературе	2	3
93	с одной	2	3
94	того что	4	3
95	в другом	3	3
96	этом смысле	2	3
97	и который	2	3
98	в одном	2	3
99	в виду	5	3
100	я не	2	2
101	не могут	2	2
102	в них	2	2
103	том числе	2	2
104	в какой	2	2
105	как в	5	2
106	это не	2	2
107	во втором	3	2
108	не все	3	2
109	один из	2	2
110	была бы	3	2
111	или иных	3	2
112	к тому	2	2
113	то же	7	2
114	рода и	2	2
115	не будет	2	2
116	в глаза	2	2
117	в свою	3	2
118	в данном	8	2
119	мы имеем	7	2
120	такого рода	8	2
121	о своем	2	2
122	вслед за	2	2
123	в роли	3	2
124	и является	2	2
125	отношению к	4	2
126	в первой	5	2
127	ее в	2	2
128	данном случае	5	2
129	отношение к	5	2
130	по отношению	4	2
131	все эти	2	2
132	тех или	3	2
133	между тем	5	2
134	о себе	2	2
135	по своей	3	2
136	из тех	2	2
137	дело в	2	2
138	есть в	2	2
139	в области	4	2
