N	2gram	Ircho_Kome_1	Problemy
1	и в	22	34
2	и не	8	29
3	что он	6	23
4	в его	5	22
5	может быть	9	19
6	в нем	4	19
7	не может	2	19
8	и все	3	19
9	как и	9	18
10	но в	4	16
11	все это	5	16
12	и его	8	16
13	в этом	3	16
14	и с	3	15
15	прежде всего	5	15
16	он не	3	15
17	то же	6	14
18	к нему	2	14
19	т е	13	12
20	но и	11	12
21	же время	4	12
22	потому что	5	12
23	в то	10	12
24	вовсе не	2	11
25	в сущности	2	11
26	то что	2	11
27	не только	10	10
28	в отношении	6	9
29	не в	6	9
30	в самом	2	8
31	и т	9	8
32	так же	3	8
33	точки зрения	4	8
34	в другом	4	8
35	что в	6	7
36	и даже	5	7
37	все же	3	7
38	на него	4	7
39	как мы	4	7
40	как будто	2	7
41	что они	4	6
42	отношение к	3	6
43	что у	2	6
44	и на	3	6
45	для себя	2	6
46	отношению к	3	6
47	так и	5	6
48	т п	5	6
49	в себе	2	6
50	только в	3	6
51	в конце	6	5
52	к тому	6	5
53	и сам	3	5
54	всяком случае	2	5
55	в целом	3	5
56	из них	10	5
57	по отношению	3	5
58	таким образом	8	5
59	и вот	4	5
60	не мог	3	5
61	а в	6	5
62	в одном	8	5
63	на протяжении	4	5
64	даже в	3	5
65	что и	4	5
66	и у	3	5
67	во всяком	2	5
68	в чем	3	5
69	то ни	2	4
70	с другой	5	4
71	протяжении всего	2	4
72	ни было	2	4
73	ни в	6	4
74	да и	3	4
75	слова о	2	4
76	из его	4	4
77	но это	2	4
78	на этом	2	4
79	у него	3	4
80	при этом	5	4
81	на его	5	4
82	бы то	2	4
83	в начале	3	4
84	его в	3	4
85	так как	4	4
86	как раз	3	4
87	но не	2	4
88	еще не	2	4
89	как в	5	4
90	тем что	4	4
91	в виде	3	4
92	ничего не	3	4
93	вместе с	2	4
94	не менее	3	3
95	уже в	5	3
96	для этого	2	3
97	в том	11	3
98	такой же	2	3
99	совсем не	2	3
100	до конца	2	3
101	хотя и	3	3
102	в котором	4	3
103	с ее	2	3
104	мы видели	2	3
105	другой стороны	5	3
106	быть даже	2	3
107	где он	2	3
108	но он	2	3
109	конце концов	4	3
110	и во	2	3
111	том что	12	3
112	по своему	3	3
113	между тем	5	3
114	еще в	5	3
115	только что	2	3
116	и как	3	3
117	столь же	2	2
118	именно потому	2	2
119	вопрос о	3	2
120	на всю	3	2
121	тем не	2	2
122	мы знаем	2	2
123	собой и	2	2
124	мог бы	2	2
125	время от	4	2
126	не удалось	3	2
127	в эти	2	2
128	один из	5	2
129	в форме	2	2
130	т д	4	2
131	которых мы	2	2
132	каждый из	3	2
133	несколько раз	2	2
134	и мир	2	2
135	о том	8	2
136	к которому	3	2
137	во время	5	2
138	однако в	3	2
139	в них	3	2
140	здесь и	2	2
141	точек зрения	2	2
142	а к	2	2
143	должна была	2	2
144	того же	2	2
145	ли это	2	2
146	тот же	3	2
147	было бы	2	2
148	раз в	2	2
149	за пределы	2	2
150	к ней	2	2
151	всего этого	2	2
152	находится в	2	2
153	так в	4	2
154	тому же	6	2
155	в которой	6	2
156	и без	2	2
157	и ее	3	2
158	будто бы	2	2
159	отличие от	2	2
