N	2gram	Potebnia_M_1	Istorich
1	и в	39	24
2	не только	21	21
3	и т	6	17
4	т д	4	16
5	может быть	27	14
6	не может	22	14
7	в этих	7	13
8	что в	22	13
9	как в	10	12
10	в этом	15	12
11	но и	20	11
12	это не	7	10
13	том что	16	10
14	а в	5	10
15	и что	10	10
16	мы видим	4	10
17	с другой	7	9
18	не в	15	9
19	все же	6	9
20	о том	2	9
21	потому что	52	9
22	показывает что	3	8
23	еще не	6	8
24	что и	6	8
25	другой стороны	5	8
26	то же	6	8
27	а не	21	8
28	или в	2	8
29	так как	21	8
30	в том	26	7
31	мы видели	4	7
32	во всех	5	7
33	то что	10	7
34	вместе с	8	7
35	таким образом	13	7
36	тем что	9	6
37	с этой	2	6
38	для нас	9	6
39	как и	9	6
40	так же	5	6
41	но не	8	6
42	мы увидим	3	6
43	в нем	20	6
44	он не	3	6
45	и все	3	6
46	того что	8	6
47	только в	25	6
48	что это	3	6
49	не менее	6	5
50	одной стороны	3	5
51	то это	5	5
52	так и	13	5
53	с одной	3	5
54	доказывает что	2	5
55	с ним	3	5
56	видно что	2	5
57	там где	4	5
58	но в	9	5
59	никогда не	4	4
60	в состоянии	3	4
61	вовсе не	5	4
62	тем не	6	4
63	но все	2	4
64	при этом	6	4
65	как бы	6	4
66	в их	2	4
67	то и	7	4
68	если не	2	4
69	и не	18	4
70	не имеет	5	4
71	в других	2	4
72	мы не	10	4
73	точки зрения	8	4
74	мы должны	3	4
75	то не	3	4
76	мы можем	2	4
77	в другой	3	3
78	из одного	3	3
79	в них	3	3
80	а его	3	3
81	тогда когда	9	3
82	вопрос о	4	3
83	на то	2	3
84	так что	16	3
85	после этого	2	3
86	и если	2	3
87	между прочим	2	3
88	не все	2	3
89	при помощи	2	3
90	как мы	2	3
91	видеть в	2	3
92	должны быть	7	3
93	и даже	4	3
94	и по	6	3
95	и его	5	3
96	но это	5	3
97	хотя и	3	3
98	из этих	4	3
99	от него	4	3
100	связи с	3	3
101	что мы	4	3
102	тогда как	2	3
103	того как	6	3
104	не будет	2	2
105	по этому	2	2
106	для нее	2	2
107	что во	2	2
108	тому что	3	2
109	думать что	3	2
110	того же	3	2
111	или даже	3	2
112	и от	3	2
113	что заставляет	2	2
114	прежде всего	4	2
115	не могут	4	2
116	не можем	2	2
117	стороны и	2	2
118	в то	4	2
119	все в	2	2
120	но тем	3	2
121	что при	5	2
122	так например	3	2
123	она не	3	2
124	было бы	12	2
125	в действительности	4	2
126	в самом	3	2
127	не имеют	5	2
128	но оно	3	2
129	и о	2	2
130	к ним	2	2
131	к ней	2	2
132	тем более	2	2
133	и тем	3	2
134	на него	3	2
135	со стороны	8	2
136	связь с	2	2
137	вытекает из	2	2
138	не по	4	2
139	точно так	11	2
140	уже не	2	2
141	во многих	2	2
142	там же	9	2
143	что не	10	2
144	на этот	2	2
145	не так	3	2
146	по его	7	2
147	в которой	2	2
148	друг друга	5	2
149	увидим что	4	2
150	что по	3	2
151	которые не	2	2
152	сказать что	3	2
153	с этим	7	2
154	но он	2	2
155	известно что	2	2
156	этот вопрос	2	2
157	во всем	4	2
158	и другое	3	2
159	только на	3	2
160	в один	2	2
161	его на	2	2
162	в таких	2	2
163	и это	3	2
164	но при	3	2
