N	2gram	Tiupa_Vved_1	Analitik
1	в качестве	8	31
2	может быть	18	29
3	в том	10	27
4	не может	7	22
5	и не	12	21
6	в частности	13	19
7	и в	13	18
8	а не	15	17
9	но и	19	17
10	представляет собой	15	16
11	отнюдь не	7	15
12	не только	20	15
13	тогда как	10	14
14	коммуникативного события	5	14
15	не в	6	14
16	как и	11	13
17	в его	4	13
18	в этом	21	13
19	текста в	3	12
20	том что	7	12
21	при этом	26	12
22	художественного текста	2	12
23	состоит в	10	11
24	в себе	5	11
25	то есть	8	11
26	но не	5	10
27	то же	5	9
28	а в	6	9
29	иначе говоря	6	9
30	в то	4	9
31	в мире	8	8
32	текста и	3	8
33	в той	4	8
34	но в	6	8
35	к тому	6	7
36	том чтобы	2	7
37	художественного смысла	2	7
38	тем самым	5	7
39	времени и	7	6
40	это не	6	6
41	прежде всего	7	6
42	или иной	3	6
43	же время	3	6
44	в самом	2	6
45	в случае	2	6
46	той или	3	6
47	далеко не	4	6
48	то что	6	6
49	в своей	5	6
50	коммуникативное событие	6	6
51	в отличие	2	6
52	отличие от	2	6
53	по отношению	7	6
54	в основе	3	6
55	по своей	3	6
56	только в	6	6
57	мы имеем	5	6
58	и того	2	5
59	что в	3	5
60	такого рода	16	5
61	имеет место	4	5
62	как бы	4	5
63	отношению к	7	5
64	в целом	3	5
65	в тексте	10	5
66	и т.п	9	5
67	сводится к	4	5
68	лишь в	2	5
69	и его	5	5
70	и на	3	5
71	о том	5	5
72	того что	6	4
73	и более	3	4
74	могут быть	4	4
75	с другой	5	4
76	не всегда	2	4
77	по себе	2	4
78	в литературе	2	4
79	тому же	4	4
80	имеем дело	3	4
81	в области	3	4
82	не с	3	4
83	все же	6	4
84	так и	8	4
85	во времени	2	4
86	дело с	2	4
87	сознания в	3	4
88	уже не	5	4
89	исходя из	2	4
90	не следует	3	4
91	как правило	6	4
92	и соответственно	2	4
93	всего лишь	5	4
94	с ним	3	4
95	место в	2	3
96	по мысли	5	3
97	в рамках	4	3
98	однако в	4	3
99	в нашем	6	3
100	которая в	3	3
101	вследствие этого	3	3
102	и все	4	3
103	в нем	5	3
104	и представляет	2	3
105	и к	2	3
106	обратиться к	2	3
107	в ходе	2	3
108	в силу	2	3
109	еще не	7	3
110	одной стороны	5	3
111	максима максимыча	2	3
112	одним из	5	3
113	нашем случае	2	3
114	он не	3	3
115	в котором	8	3
116	если в	2	3
117	что и	2	3
118	встрече с	2	3
119	таким образом	4	3
120	а с	2	3
121	с одной	5	3
122	тому как	2	3
123	между двумя	3	3
124	мере в	2	3
125	подобно тому	2	3
126	в наиболее	2	3
127	могла бы	3	3
128	как будто	4	3
129	что мы	2	3
130	будто бы	3	3
131	как он	2	3
132	быть не	4	3
133	а также	8	3
134	если бы	7	3
135	своего рода	10	3
136	в состав	4	3
137	художественного высказывания	2	2
138	от текста	2	2
139	на фоне	2	2
140	никогда не	4	2
141	между собой	2	2
142	но о	2	2
143	в какой	4	2
144	национального языка	2	2
145	не столько	4	2
146	установкой на	2	2
147	не является	3	2
148	из этих	3	2
149	в категориях	2	2
150	художественного письма	7	2
151	не сводится	4	2
152	той мере	2	2
153	отсылает к	2	2
154	можно сказать	4	2
155	дискурс в	2	2
156	различного рода	3	2
157	в начале	3	2
158	соответствии с	6	2
159	в противовес	3	2
160	и адресата	2	2
161	отношение к	2	2
162	для него	3	2
163	в пределах	2	2
164	или не	2	2
165	было бы	4	2
166	в речь	2	2
167	при всей	2	2
168	в ряду	2	2
169	не о	2	2
170	одного из	3	2
171	за пределами	3	2
172	еще в	2	2
173	произведение в	2	2
174	не все	2	2
175	один из	3	2
176	представляют собой	3	2
177	не к	4	2
178	данном случае	6	2
179	со стороны	5	2
180	присутствия в	7	2
181	что же	3	2
182	который в	2	2
183	по выражению	2	2
184	в составе	2	2
185	другой стороны	2	2
186	здесь не	2	2
187	бы не	2	2
188	этом отношении	4	2
189	на самом	4	2
190	самом деле	3	2
191	с легкой	2	2
192	может служить	4	2
193	свидетельствует о	4	2
194	едва ли	3	2
195	и по	3	2
196	как мы	3	2
197	то он	2	2
198	также и	4	2
199	легкой руки	2	2
200	самого рассказывания	3	2
201	в данном	13	2
202	дискурса как	2	2
203	этом ряду	2	2
204	и составляет	3	2
205	в первом	2	2
206	потому что	5	2
207	в сознании	4	2
208	и с	2	2
209	мира в	8	2
