N	2gram	Bakhtin_Pr_4	slovoVRo
1	и в	46	41
2	в нем	17	30
3	то есть	40	26
4	в романе	6	21
5	могут быть	2	19
6	во всех	5	17
7	но и	12	16
8	и не	27	16
9	точки зрения	11	16
10	языка в	2	16
11	не только	14	16
12	а не	11	15
13	то же	6	14
14	в пределах	10	14
15	может быть	23	14
16	не может	19	14
17	и его	6	14
18	и на	11	14
19	в то	5	14
20	в сущности	7	13
21	в его	9	13
22	слова и	7	13
23	же время	5	12
24	до конца	4	12
25	как бы	19	12
26	языка и	2	12
27	в этом	16	12
28	авторской речи	2	11
29	так и	4	11
30	в большинстве	9	10
31	в узком	2	10
32	слово в	6	10
33	узком смысле	2	10
34	в той	3	10
35	или иной	2	9
36	той или	2	9
37	таким образом	4	9
38	все эти	4	9
39	чужим словом	13	9
40	себя в	3	9
41	слова в	13	8
42	прежде всего	9	8
43	но в	6	8
44	как в	4	8
45	как мы	12	8
46	с точки	9	8
47	или в	8	8
48	с чужим	6	8
49	не в	10	7
50	у тургенева	4	7
51	чужих слов	4	7
52	и следовательно	2	7
53	отношение к	3	7
54	с ним	2	7
55	на фоне	6	7
56	вовсе не	9	7
57	жизни слова	4	7
58	всех его	3	7
59	чужой речи	3	7
60	в своей	3	7
61	все же	4	7
62	в слове	3	7
63	во всяком	2	7
64	в отношении	3	6
65	того же	3	6
66	это не	5	6
67	при этом	5	6
68	и даже	3	6
69	а в	2	6
70	большинстве случаев	8	6
71	к чужому	7	6
72	слова как	3	6
73	к своему	3	6
74	только в	6	6
75	отношении к	2	6
76	установка на	3	6
77	с другой	3	5
78	в кавычки	2	5
79	в самом	9	5
80	слово как	4	5
81	все это	6	5
82	точек зрения	4	5
83	и к	9	5
84	еще более	3	5
85	к нему	5	5
86	в языке	2	5
87	далеко не	3	5
88	так сказать	5	5
89	словом в	4	4
90	перед нами	12	4
91	или меньшей	2	4
92	в каждом	6	4
93	оно и	2	4
94	большей или	2	4
95	кроме того	4	4
96	меньшей степени	2	4
97	одним из	3	4
98	на предмет	6	4
99	с ее	3	4
100	в их	4	4
101	за пределы	5	4
102	чужому слову	9	4
103	последней смысловой	2	4
104	лишь в	2	4
105	и наконец	4	4
106	рядом с	5	4
107	и с	7	4
108	единого и	2	4
109	и все	9	4
110	с его	5	4
111	не как	3	4
112	как и	12	4
113	мы сказали	3	4
114	здесь в	2	4
115	еще не	7	4
116	но именно	3	4
117	том же	4	4
118	о нем	6	4
119	на почве	2	4
120	автор не	2	4
121	в процессе	4	4
122	другой стороны	3	4
123	и для	3	4
124	автора и	2	4
125	ту же	2	4
126	там где	2	4
127	ничего не	2	4
128	двуголосое слово	8	3
129	не могут	3	3
130	все время	2	3
131	социальных диалектов	2	3
132	никогда не	6	3
133	хотя бы	2	3
134	или к	2	3
135	из этих	3	3
136	от автора	2	3
137	к тому	2	3
138	словом и	3	3
139	в том	9	3
140	следовательно и	2	3
141	лишь как	2	3
142	более или	3	3
143	лингвистики и	2	3
144	и сам	5	3
145	для него	2	3
146	в большей	2	3
147	и оценок	2	3
148	в него	6	3
149	в своем	3	3
150	и других	4	3
151	речь и	2	3
152	друг друга	6	3
153	в других	2	3
154	самом предмете	2	3
155	также и	3	3
156	в результате	2	3
157	и здесь	4	3
158	не было	2	3
159	о том	5	3
160	так как	5	3
161	поэтому и	2	3
162	и прямо	2	3
163	у него	5	3
164	и во	3	3
165	с этим	2	3
166	не могло	2	3
167	но здесь	3	3
168	бы ни	2	3
169	авторское слово	8	3
170	в себе	7	3
171	по существу	3	3
172	она не	3	3
173	было бы	3	3
174	конечно не	8	3
175	он не	4	3
176	в свое	2	3
177	у рабле	2	3
178	но эти	4	3
179	бы и	2	3
180	при всем	2	3
181	или менее	3	3
182	и этим	3	3
183	почти всегда	3	3
184	в данном	2	3
185	более того	3	3
186	прямой и	2	3
187	в поэзии	2	3
188	которые в	2	3
189	же тему	2	2
190	же как	2	2
191	своему предмету	3	2
192	время и	2	2
193	два голоса	3	2
194	свой предмет	7	2
195	и одновременно	2	2
196	голосов и	3	2
197	на все	2	2
198	речи героя	2	2
199	для понимания	2	2
200	можно сказать	4	2
201	войти в	3	2
202	для нас	2	2
203	его как	2	2
204	в известной	2	2
205	знает только	2	2
206	так что	2	2
207	мы и	3	2
208	на этом	3	2
209	смысле слова	2	2
210	друг с	5	2
211	например в	4	2
212	хотя и	6	2
213	между ними	10	2
214	и по	2	2
215	и тем	2	2
216	зрения и	2	2
217	в этих	4	2
218	слово у	4	2
219	на том	2	2
220	уже не	4	2
221	есть свой	2	2
222	те же	2	2
223	жизнь в	3	2
224	между этими	3	2
225	должно быть	4	2
226	так же	3	2
227	чужого слова	23	2
228	конечно и	3	2
229	широком смысле	2	2
230	сказать что	2	2
231	потому что	4	2
232	же и	4	2
233	именно как	2	2
234	но он	3	2
235	рассказ в	3	2
236	чужое высказывание	2	2
237	между тем	2	2
238	жизнь слова	3	2
239	в романах	5	2
240	явление в	2	2
241	а как	2	2
242	в котором	5	2
243	вне его	2	2
244	и всякое	2	2
245	рассказ рассказчика	5	2
246	в одном	11	2
247	слово языка	3	2
248	в духе	2	2
249	из одного	2	2
250	из своих	2	2
251	в условиях	3	2
252	остановимся на	2	2
253	у нас	2	2
254	том что	4	2
255	одна из	2	2
256	но не	4	2
257	слов и	3	2
258	до сих	8	2
259	ни одному	2	2
260	мы уже	3	2
261	совершенно не	4	2
262	уже сказали	2	2
263	слову в	2	2
264	его слова	3	2
265	и о	3	2
266	сих пор	8	2
267	слово не	9	2
268	как раз	7	2
269	так в	2	2
270	нас здесь	2	2
271	в атмосфере	2	2
272	авторским словом	3	2
273	если мы	5	2
274	только на	3	2
275	прямое авторское	2	2
276	речь в	2	2
277	высказывания и	2	2
278	той же	3	2
279	мы не	4	2
280	можно было	2	2
281	от этого	2	2
282	а между	2	2
283	в другом	2	2
284	с другом	5	2
285	здесь не	4	2
286	диалогические отношения	15	2
