N	2gram	Vygotskiy__1	OGranits
1	и в	23	13
2	и его	6	12
3	прежде всего	10	9
4	не может	12	8
5	и не	9	8
6	может быть	14	8
7	точки зрения	26	7
8	и пр	2	7
9	в его	14	7
10	таким образом	26	6
11	не только	16	6
12	то что	17	6
13	только в	6	6
14	мы должны	5	6
15	как бы	11	6
16	все же	3	5
17	с точки	18	5
18	хотя бы	4	5
19	и т.д	5	5
20	и наконец	2	5
21	в процессе	8	5
22	то же	8	4
23	не является	9	4
24	в своей	4	4
25	вопроса о	2	4
26	все это	6	4
27	в двух	2	4
28	лишь в	6	4
29	мы не	7	4
30	мы можем	6	4
31	было бы	4	4
32	но в	5	4
33	связана с	2	3
34	к единству	4	3
35	отношению к	7	3
36	что в	14	3
37	никогда не	2	3
38	но и	14	3
39	так и	5	3
40	в их	3	3
41	по отношению	7	3
42	и все	5	3
43	в одном	4	3
44	точку зрения	2	3
45	превращается в	3	3
46	со всей	4	3
47	самом деле	3	3
48	в ее	2	3
49	как и	14	3
50	не в	4	3
51	за пределы	2	3
52	в которой	3	3
53	и то	3	3
54	не столько	4	3
55	есть прежде	2	3
56	одно и	2	3
57	в себе	6	3
58	говорить о	2	3
59	с этим	6	3
60	так как	7	3
61	для себя	4	2
62	уже в	3	2
63	с этой	6	2
64	самого начала	8	2
65	и тем	6	2
66	ее в	2	2
67	и наиболее	2	2
68	во всей	4	2
69	в целом	20	2
70	сознания и	3	2
71	который мы	2	2
72	данном случае	2	2
73	а не	3	2
74	что эта	2	2
75	в отношении	10	2
76	отношений между	4	2
77	другой стороны	9	2
78	с другой	10	2
79	от всех	3	2
80	в них	2	2
81	а в	2	2
82	с одной	8	2
83	в течение	2	2
84	все эти	4	2
85	этой проблемы	8	2
86	вовсе не	3	2
87	к анализу	3	2
88	на две	3	2
89	есть не	2	2
90	с самого	8	2
91	к тому	4	2
92	и к	4	2
93	как в	4	2
94	если бы	5	2
95	в общем	3	2
96	в чем	4	2
97	не имеет	2	2
98	в том	24	2
99	наконец в	2	2
100	так же	16	2
101	том что	21	2
102	в зависимости	2	2
103	мы видим	4	2
104	с помощью	13	2
105	в своих	5	2
106	в данном	2	2
107	человеческой речи	8	2
108	зависимости от	2	2
109	что они	3	2
110	в этом	17	2
111	от этого	2	2
112	учение о	3	2
113	тем что	6	2
114	между тем	9	2
115	и следовательно	3	2
116	могут быть	3	2
117	при этом	4	2
118	к сожалению	2	2
119	нуждается в	2	2
120	смысле слова	3	2
121	и ее	7	2
122	для него	2	2
123	в другом	7	2
124	во всем	3	2
125	одной стороны	9	2
126	несмотря на	2	2
127	его на	2	2
128	общения и	3	2
129	слова и	5	2
130	в области	3	2
131	в самом	7	2
132	вслед за	2	2
133	и при	2	2
134	которое мы	3	2
135	там где	2	2
136	бы в	5	2
