N	2gram	Berdyaev_M_1	Istorich
1	и в	28	28
2	может быть	30	25
3	не может	28	15
4	а не	25	15
5	никогда не	14	14
6	для нас	3	13
7	что в	10	12
8	не только	29	12
9	мы видим	2	11
10	только в	6	11
11	что он	10	10
12	все же	2	10
13	мы увидим	3	10
14	прежде всего	10	10
15	но и	25	10
16	т е	2	10
17	и что	2	10
18	в том	6	9
19	о том	2	9
20	то что	5	9
21	и не	11	9
22	не в	16	9
23	если бы	2	8
24	в этом	20	8
25	но в	7	8
26	в этих	4	7
27	это не	5	7
28	том что	3	7
29	было бы	10	7
30	в ней	15	7
31	а в	4	7
32	к тому	3	6
33	что и	4	6
34	когда он	3	6
35	в этой	6	6
36	его в	3	6
37	так как	3	6
38	вместе с	6	6
39	должна быть	6	5
40	не знает	4	5
41	вопрос о	2	5
42	но не	8	5
43	до сих	2	5
44	сих пор	2	5
45	в своем	10	5
46	увидим что	4	5
47	сказать что	2	5
48	в его	9	5
49	все это	6	4
50	с тем	9	4
51	в иное	2	4
52	один из	4	4
53	с этим	3	4
54	как и	5	4
55	того что	7	4
56	хотя бы	3	4
57	и для	2	4
58	и с	3	4
59	в иной	3	4
60	и на	6	4
61	потому что	16	4
62	в основе	2	4
63	могут быть	2	4
64	как будто	2	4
65	все эти	2	4
66	не все	2	4
67	не знают	3	3
68	мы еще	2	3
69	не как	4	3
70	иной мир	4	3
71	в начале	2	3
72	на этом	3	3
73	то время	2	3
74	и их	3	3
75	в котором	8	3
76	должен быть	2	3
77	и по	4	3
78	отношению к	2	3
79	в их	4	3
80	уже не	4	3
81	и его	9	3
82	чтобы не	2	3
83	к чему	2	3
84	и он	12	3
85	есть только	2	3
86	время как	2	3
87	по отношению	2	3
88	также и	2	3
89	тем что	4	3
90	должен был	4	3
91	в то	2	3
92	с того	2	3
93	будто бы	3	3
94	не существует	2	2
95	за собой	2	2
96	не могут	5	2
97	к этому	2	2
98	он должен	3	2
99	и от	2	2
100	на природу	2	2
101	и потому	10	2
102	его как	2	2
103	в ее	3	2
104	живет в	2	2
105	и как	2	2
106	по своей	2	2
107	связано с	2	2
108	для него	11	2
109	в глубине	8	2
110	нет в	4	2
111	и мы	2	2
112	никто не	2	2
113	с ним	2	2
114	и когда	2	2
115	но если	3	2
116	как бы	2	2
117	о нем	2	2
118	относится к	2	2
119	еще в	2	2
120	был бы	10	2
121	в нем	13	2
122	не есть	9	2
123	себя в	3	2
124	с ней	2	2
125	конечно не	3	2
126	всего в	2	2
127	как в	2	2
128	в середине	4	2
129	отношения к	4	2
130	он не	24	2
131	и вот	3	2
132	приводит к	2	2
133	на этот	2	2
134	не так	3	2
135	одним из	2	2
136	должно быть	3	2
137	и она	2	2
138	ничего не	3	2
139	от этого	2	2
140	он в	2	2
141	с чего	2	2
142	xix века	4	2
143	в себе	7	2
144	бы в	2	2
145	как он	2	2
146	в свете	3	2
147	ведет к	6	2
148	когда мы	2	2
