N	2gram	Voloshinov_1	KFilosof
1	может быть	13	43
2	в его	9	39
3	в нем	4	31
4	не может	13	27
5	и не	16	26
6	по отношению	11	25
7	и в	15	22
8	отношению к	9	21
9	в себе	4	21
10	в ее	4	17
11	а не	2	17
12	и его	15	17
13	только в	6	16
14	точки зрения	13	13
15	в этом	13	13
16	ни в	6	12
17	для него	5	12
18	но не	5	12
19	все эти	9	11
20	в своей	9	11
21	не в	4	11
22	к нему	7	11
23	в своем	2	10
24	это не	2	10
25	все это	5	10
26	во всех	8	10
27	с точки	10	10
28	и есть	2	9
29	в целом	2	9
30	но и	4	9
31	как бы	11	9
32	и все	4	9
33	и для	2	9
34	не было	4	8
35	мир в	2	8
36	если бы	3	8
37	было бы	6	8
38	жизни и	5	8
39	со стороны	2	8
40	в поступке	2	7
41	современной философии	3	7
42	вовсе не	2	7
43	конечно не	3	7
44	должен быть	2	7
45	что и	2	7
46	то что	10	7
47	себя в	2	7
48	в себя	5	7
49	я не	3	6
50	в том	4	6
51	но это	2	6
52	отношение к	7	6
53	и только	4	6
54	отнюдь не	2	6
55	совершенно не	2	6
56	он не	4	6
57	уже не	5	6
58	никогда не	7	5
59	хотя бы	7	5
60	то же	7	5
61	но все	2	5
62	и содержание	3	5
63	именно в	3	5
64	должно быть	2	5
65	в основе	3	5
66	его в	8	5
67	с ним	12	5
68	но в	9	5
69	не знает	3	5
70	жизни в	3	5
71	как и	6	5
72	не только	5	5
73	все же	5	5
74	ко всему	2	5
75	что в	6	4
76	при этом	7	4
77	отношению ко	2	4
78	чем не	2	4
79	в своих	4	4
80	с ними	4	4
81	между тем	2	4
82	в одном	3	4
83	том что	5	4
84	как его	2	4
85	а в	6	4
86	в каком	3	4
87	в чем	4	4
88	бы и	2	3
89	что это	3	3
90	не менее	3	3
91	целом и	2	3
92	из него	2	3
93	в свою	2	3
94	до конца	5	3
95	и пр	9	3
96	на язык	2	3
97	от того	3	3
98	того что	2	3
99	рядом с	2	3
100	и на	3	3
101	в ней	5	3
102	в то	6	3
103	ее целом	3	3
104	мы не	4	3
105	всех этих	5	3
106	сознания и	5	3
107	а следовательно	2	3
108	еще не	7	3
109	быть и	2	3
110	на самом	2	3
111	самом деле	7	3
112	могут быть	6	3
113	и этим	3	3
114	ничего не	2	3
115	или иное	2	2
116	его и	2	2
117	прежде всего	11	2
118	все остальное	2	2
119	тем не	2	2
120	войти в	3	2
121	совсем не	5	2
122	же время	5	2
123	себя и	3	2
124	в него	2	2
125	его жизни	6	2
126	его т.е	2	2
127	что значит	2	2
128	по себе	2	2
129	тому что	3	2
130	для этого	4	2
131	потому что	4	2
132	он и	2	2
133	к себе	3	2
134	философии культуры	3	2
135	подхода к	2	2
136	в сознании	3	2
137	я и	6	2
138	с его	8	2
139	и то	2	2
140	в жизни	5	2
141	к этому	7	2
142	думать что	2	2
143	человек не	2	2
144	что он	8	2
145	конечно в	2	2
146	и смерти	2	2
147	в качестве	2	2
148	тот же	5	2
149	и может	4	2
150	и тот	2	2
151	со всеми	3	2
152	бы он	3	2
153	и потому	8	2
154	жизни но	2	2
155	оно не	2	2
156	в процессе	4	2
157	не остается	3	2
158	так и	10	2
159	как в	3	2
160	это только	2	2
161	еще более	2	2
162	чтобы не	2	2
163	сводится к	3	2
164	и она	2	2
165	того чтобы	2	2
166	то или	2	2
167	в данном	3	2
168	в этой	5	2
169	ничего общего	2	2
170	один и	2	2
171	которой он	2	2
172	дело в	2	2
173	или как	3	2
174	же с	2	2
175	в области	3	2
