N	2gram	Losev_Prob_5	Myslijsy
1	то есть	21	34
2	потому что	13	33
3	то что	18	29
4	может быть	7	26
5	таким образом	13	24
6	в том	12	23
7	и в	30	23
8	в этом	17	23
9	и не	12	18
10	что в	5	17
11	при этом	4	15
12	только в	9	15
13	для нас	10	14
14	как и	7	14
15	в себе	4	14
16	то же	2	14
17	того что	3	14
18	так как	6	14
19	том что	17	12
20	а не	5	12
21	по себе	2	11
22	но и	13	11
23	не в	7	11
24	не может	5	11
25	по отношению	2	10
26	не только	18	10
27	тем что	2	10
28	мы можем	5	10
29	между тем	2	9
30	в своем	11	8
31	было бы	4	8
32	тогда когда	4	8
33	отношению к	2	8
34	мы не	2	8
35	сказать что	9	8
36	о том	12	8
37	но в	9	8
38	с тем	5	7
39	это не	2	7
40	на то	2	7
41	в нем	6	7
42	что и	6	7
43	в силу	5	7
44	и что	6	7
45	вовсе не	8	7
46	как в	2	7
47	и к	4	6
48	для того	3	6
49	вместе с	7	6
50	того как	5	6
51	человеческого духа	2	6
52	что не	2	6
53	в которой	5	6
54	так и	7	6
55	уже в	2	5
56	по крайней	4	5
57	только тогда	3	5
58	так что	11	5
59	есть только	3	5
60	хотя и	8	5
61	в его	12	5
62	как бы	6	5
63	к нему	3	5
64	крайней мере	4	5
65	не менее	5	5
66	внимание на	3	5
67	а в	6	5
68	с ним	3	5
69	во всяком	2	5
70	и то	5	5
71	есть в	2	5
72	не то	2	5
73	и более	2	4
74	и все	9	4
75	что он	7	4
76	тем не	5	4
77	до сих	2	4
78	можно сказать	6	4
79	по поводу	2	4
80	в одном	3	4
81	и о	5	4
82	в котором	2	4
83	и тем	3	4
84	в сравнении	3	4
85	сих пор	2	4
86	а именно	12	4
87	да и	2	4
88	то и	2	4
89	того чтобы	2	4
90	хотя бы	2	4
91	так же	5	4
92	в таком	2	4
93	точки зрения	10	4
94	в данном	2	4
95	в то	4	4
96	его в	6	4
97	мы имеем	2	4
98	и с	5	4
99	при помощи	6	3
100	никогда не	7	3
101	связи с	7	3
102	в них	2	3
103	человека и	4	3
104	не всегда	3	3
105	в смысле	4	3
106	именно в	3	3
107	не будет	2	3
108	кроме того	2	3
109	еще не	3	3
110	к тому	2	3
111	на его	2	3
112	в самом	5	3
113	в виду	3	3
114	всяком случае	2	3
115	но уже	2	3
116	и их	5	3
117	вообще и	2	3
118	и только	2	3
119	бы не	3	3
120	все эти	2	3
121	что у	5	3
122	уже не	6	3
123	самом деле	2	3
124	в науке	2	3
125	еще до	2	3
126	и на	6	3
127	и до	2	3
128	даже и	4	3
129	с точки	8	3
130	что от	3	2
131	только для	2	2
132	я не	2	2
133	не могут	2	2
134	иное как	3	2
135	и как	6	2
136	но даже	4	2
137	и без	2	2
138	все что	2	2
139	с другой	6	2
140	но тем	2	2
141	точно так	3	2
142	значение и	2	2
143	отношение к	2	2
144	все в	3	2
145	человека а	2	2
146	в ее	3	2
147	в самой	3	2
148	у нас	7	2
149	из этого	4	2
150	об этом	4	2
151	мы и	2	2
152	уже и	2	2
153	равно как	2	2
154	в свою	2	2
155	после того	3	2
156	не что	3	2
157	огня и	5	2
158	тот же	3	2
159	в это	2	2
160	обратить внимание	3	2
161	в ней	3	2
162	он не	3	2
163	человека из	4	2
164	один из	2	2
165	проявляется в	2	2
166	конечно не	2	2
167	данном случае	2	2
168	указывает на	3	2
169	и вполне	4	2
170	этот образ	2	2
171	и для	6	2
172	еще более	3	2
173	и они	2	2
174	что его	3	2
175	как мы	2	2
176	и другое	3	2
177	именно на	2	2
178	и у	5	2
179	и даже	14	2
180	и притом	5	2
181	не так	4	2
182	и его	6	2
183	в других	3	2
184	можно было	2	2
185	нас в	4	2
186	тем как	2	2
187	что только	2	2
188	в виде	10	2
189	он все	2	2
190	что иное	3	2
191	и вообще	9	2
192	в таких	2	2
193	из тех	2	2
194	таком случае	2	2
195	говорится о	4	2
196	в области	2	2
197	и сама	2	2
