N	2gram	Losev_Vesc_1	Problemy
1	и в	21	43
2	и не	29	29
3	т е	55	26
4	может быть	16	23
5	как бы	12	22
6	не может	17	18
7	но и	18	14
8	как и	8	14
9	и т	19	13
10	точки зрения	5	13
11	в этом	4	13
12	слова в	2	12
13	в нем	2	12
14	в одном	2	12
15	слова и	5	12
16	не в	5	11
17	по себе	13	11
18	не только	36	11
19	прежде всего	9	10
20	но в	5	10
21	в его	2	10
22	как мы	4	10
23	никогда не	2	9
24	еще не	8	9
25	в сущности	4	9
26	слово и	4	9
27	с самим	4	8
28	для него	4	8
29	то же	6	8
30	с точки	3	8
31	и его	2	8
32	или в	2	8
33	слово в	2	8
34	перед нами	2	7
35	в самом	9	7
36	к себе	4	7
37	ведь и	5	7
38	в то	3	7
39	то что	27	7
40	что же	8	7
41	а не	19	7
42	в другом	2	7
43	в том	8	6
44	в котором	3	6
45	к одному	3	6
46	и все	5	6
47	у него	2	6
48	что я	24	6
49	на то	4	5
50	да и	3	5
51	так что	5	5
52	хотя и	4	5
53	у меня	3	5
54	все это	5	5
55	таким образом	8	5
56	все эти	3	5
57	а в	4	5
58	и с	8	5
59	самим собою	2	5
60	но ведь	2	5
61	бы в	5	5
62	вовсе не	10	5
63	о том	6	5
64	но не	5	5
65	было бы	14	5
66	никак не	3	5
67	и что	15	5
68	в той	3	5
69	самом деле	4	5
70	в слове	2	5
71	сам по	3	5
72	в себе	14	5
73	я не	4	4
74	сама по	3	4
75	что в	9	4
76	в своем	6	4
77	с другой	6	4
78	к тому	3	4
79	в самой	2	4
80	но это	10	4
81	между собою	6	4
82	т д	19	4
83	должно быть	6	4
84	в результате	3	4
85	их в	3	4
86	но он	2	4
87	так как	7	4
88	так чтобы	2	4
89	или как	2	4
90	с собой	2	4
91	совершенно не	5	4
92	в своей	5	4
93	во всех	2	4
94	между ними	3	4
95	мы не	6	4
96	как раз	9	4
97	только в	14	4
98	и это	14	4
99	не менее	3	3
100	должна быть	4	3
101	себя и	4	3
102	в отношении	4	3
103	это не	5	3
104	есть и	4	3
105	есть конечно	2	3
106	кроме того	4	3
107	но для	2	3
108	и следовательно	7	3
109	той или	2	3
110	в виду	2	3
111	зрения и	2	3
112	и их	7	3
113	того и	2	3
114	и только	3	3
115	и даже	6	3
116	и здесь	4	3
117	ни на	3	3
118	его в	2	3
119	с ним	8	3
120	себя как	2	3
121	в жизни	3	3
122	обойтись без	2	3
123	если бы	5	3
124	стороны и	2	3
125	по существу	2	3
126	того же	5	3
127	она не	4	3
128	тот же	3	3
129	мы уже	3	3
130	что и	3	3
131	все же	4	3
132	себя в	10	3
133	так и	3	3
134	только на	3	3
135	в себя	13	3
136	уже не	9	3
137	другой стороны	2	3
138	также и	6	3
139	и для	9	3
140	той же	2	3
141	можно было	2	3
142	ничего не	3	3
143	тем что	2	3
144	и ее	18	3
145	но на	2	2
146	с собою	6	2
147	его и	2	2
148	что у	5	2
149	в конце	2	2
150	мысли и	3	2
151	была бы	2	2
152	что на	2	2
153	тем не	3	2
154	как же	3	2
155	для нас	2	2
156	без всякого	4	2
157	это я	4	2
158	и как	8	2
159	из его	2	2
160	и кто	2	2
161	знает что	2	2
162	что это	13	2
163	что такое	12	2
164	ту же	2	2
165	себе что	3	2
166	то это	3	2
167	я сам	3	2
168	и без	3	2
169	отличается от	7	2
170	то и	4	2
171	для этого	4	2
172	того что	8	2
173	с ними	3	2
174	сказать что	17	2
175	а вот	3	2
176	собою и	4	2
177	и еще	2	2
178	что тут	6	2
179	из них	4	2
180	в первом	2	2
181	во всяком	3	2
182	я и	6	2
183	ни было	4	2
184	с этим	3	2
185	на меня	3	2
186	бы ни	2	2
187	об этом	3	2
188	есть у	2	2
189	а затем	2	2
190	в первой	2	2
191	у нас	7	2
192	одна из	5	2
193	мыслить и	3	2
194	одно и	5	2
195	не нужно	2	2
196	из истории	2	2
197	себе как	2	2
198	и о	3	2
199	конце концов	2	2
200	для себя	5	2
201	не есть	49	2
202	и пр	6	2
203	дело в	4	2
204	если оно	4	2
205	бы и	5	2
206	это вовсе	2	2
207	а с	3	2
208	еще более	2	2
209	если мы	8	2
210	том что	8	2
211	что не	5	2
212	должны быть	4	2
213	и эта	3	2
214	хотя бы	6	2
215	и то	10	2
216	мы можем	4	2
217	и самое	2	2
218	затем и	2	2
