N	2gram	Vinokur_Vv_1	KulturaY
1	и т	43	54
2	т п	5	41
3	т е	38	32
4	и в	27	23
5	точки зрения	7	23
6	в том	31	22
7	не только	21	17
8	было бы	5	16
9	в этом	34	16
10	с точки	2	16
11	в области	4	14
12	может быть	24	14
13	самом деле	6	14
14	что в	11	13
15	в самом	12	13
16	не менее	8	12
17	для того	21	12
18	потому что	14	12
19	вопрос о	8	11
20	том что	26	11
21	а не	3	11
22	того что	12	11
23	в его	10	11
24	того чтобы	21	11
25	можно было	7	11
26	у нас	2	10
27	и не	13	10
28	прежде всего	8	9
29	тем не	8	9
30	еще не	4	9
31	хотя бы	5	9
32	таким образом	19	9
33	так как	13	9
34	если бы	2	8
35	до сих	5	8
36	сих пор	5	8
37	т д	37	8
38	уже не	5	8
39	как на	11	8
40	в виду	4	8
41	с другой	8	7
42	и что	4	7
43	должно быть	2	7
44	в данном	11	7
45	сказать что	5	7
46	все эти	3	7
47	как это	5	7
48	того как	3	7
49	с тем	6	6
50	для этого	3	6
51	языка в	4	6
52	по себе	9	6
53	что и	3	6
54	что он	4	6
55	в силу	3	6
56	после того	2	6
57	при этом	3	6
58	и тем	5	6
59	в их	11	6
60	не может	13	6
61	то же	8	6
62	в общем	12	6
63	о языке	3	6
64	могут быть	4	6
65	говорить о	3	6
66	связи с	3	6
67	только в	13	6
68	о том	15	6
69	ничего не	2	6
70	что же	3	5
71	не могут	5	5
72	независимо от	3	5
73	и есть	3	5
74	но также	14	5
75	вовсе не	6	5
76	как и	5	5
77	не в	8	5
78	хотя и	3	5
79	что она	3	5
80	как бы	5	5
81	все же	8	5
82	от того	3	5
83	в связи	2	5
84	как мы	9	5
85	во внимание	2	5
86	а в	5	5
87	также и	16	5
88	тем более	2	5
89	тем что	6	5
90	из этих	5	5
91	в первом	5	5
92	в чем	4	5
93	по языку	5	5
94	тому что	2	4
95	русский язык	3	4
96	ясно что	9	4
97	один из	6	4
98	этого слова	2	4
99	а также	3	4
100	языка как	2	4
101	этом случае	6	4
102	в целом	5	4
103	того же	3	4
104	одной стороны	4	4
105	только как	6	4
106	в сущности	3	4
107	в своей	4	4
108	том чтобы	6	4
109	в ее	11	4
110	то что	17	4
111	данном случае	5	4
112	как раз	4	4
113	в своем	3	4
114	с одной	4	4
115	о них	2	4
116	в той	7	4
117	заключается в	4	4
118	что не	5	4
119	что такое	10	4
120	не столько	2	4
121	между тем	8	4
122	мы говорим	2	4
123	тогда когда	3	4
124	на вопрос	6	3
125	уже в	5	3
126	что это	3	3
127	как о	4	3
128	это не	8	3
129	должна быть	2	3
130	именно в	8	3
131	есть не	3	3
132	к тому	4	3
133	в отношении	2	3
134	с этой	4	3
135	не трудно	7	3
136	но как	2	3
137	по существу	2	3
138	мы видели	2	3
139	что именно	2	3
140	но не	7	3
141	в какой	4	3
142	но если	3	3
143	речь идет	2	3
144	то это	3	3
145	не есть	4	3
146	отношение к	3	3
147	и именно	12	3
148	время в	2	3
149	но и	5	3
150	а именно	6	3
151	вообще и	3	3
152	по отношению	4	3
153	связь между	4	3
154	только после	2	3
155	другой стороны	5	3
156	и вот	3	3
157	мы не	2	3
158	в ней	3	3
159	не имеет	4	3
160	и с	2	3
161	бы и	2	3
162	той же	4	3
163	в которых	6	3
164	этот вопрос	4	3
165	в результате	3	3
166	этого рода	8	3
167	в то	5	3
168	когда мы	2	3
169	учение о	2	2
170	все это	6	2
171	в известном	3	2
172	но все	3	2
173	о чем	4	2
174	в частности	3	2
175	смысле этого	8	2
176	на том	3	2
177	может оказаться	3	2
178	первом случае	2	2
179	нельзя не	4	2
180	не как	3	2
181	одного и	2	2
182	в одном	4	2
183	это в	2	2
184	как например	5	2
185	быть в	4	2
186	в тех	2	2
187	же это	2	2
188	сама по	3	2
189	можно сказать	3	2
190	материал для	3	2
191	что сказано	3	2
192	состоит в	2	2
193	известном смысле	3	2
194	как об	9	2
195	и того	2	2
196	так называемую	2	2
197	и как	9	2
198	в дальнейшем	2	2
199	чтобы понять	2	2
200	и при	2	2
201	в различных	2	2
202	большей степени	2	2
203	чем в	3	2
204	по своему	5	2
205	свое время	2	2
206	смысле слова	7	2
207	язык и	3	2
208	это еще	2	2
209	в большей	7	2
210	в качестве	7	2
211	мог бы	2	2
212	может служить	3	2
213	каждой из	3	2
214	она есть	5	2
215	сам же	2	2
216	изучение языка	7	2
217	что если	2	2
218	в свое	2	2
219	слова как	2	2
220	в котором	4	2
221	однако в	3	2
222	его в	6	2
223	в печати	2	2
224	говоря уже	2	2
225	не с	2	2
226	отношению к	4	2
227	речь в	4	2
228	своего рода	3	2
229	вместе с	6	2
230	значение в	2	2
231	не говоря	2	2
232	дело не	3	2
233	собственном смысле	2	2
234	мысли и	2	2
235	отношений между	3	2
236	и без	2	2
237	внимание на	4	2
238	языка и	12	2
239	в отличие	3	2
240	в особенности	4	2
241	только что	4	2
242	не просто	4	2
243	а потому	3	2
244	из того	2	2
245	именно на	2	2
246	на этот	4	2
247	принять во	2	2
248	а во-вторых	2	2
249	так же	3	2
250	ответа на	2	2
251	том отношении	3	2
252	во всяком	3	2
253	которое в	2	2
254	чем же	3	2
255	только о	2	2
256	на протяжении	2	2
257	что мы	2	2
258	мы называем	2	2
259	на этом	3	2
260	если же	2	2
261	еще и	3	2
262	как он	6	2
263	в этих	3	2
264	здесь не	2	2
265	отличие от	3	2
266	мы имеем	3	2
267	но в	10	2
268	если это	2	2
269	е в	4	2
