N	2gram	Trubetskoy_1	Problema
1	то есть	2	39
2	то что	18	38
3	и не	8	37
4	вовсе не	2	37
5	и в	23	35
6	не есть	2	33
7	не только	7	24
8	том что	19	19
9	о том	7	18
10	может быть	16	18
11	у нас	3	18
12	в этом	12	17
13	в настоящее	2	16
14	но и	9	16
15	и вообще	3	16
16	настоящее время	2	16
17	что мы	4	14
18	только в	6	14
19	не менее	7	13
20	и что	8	13
21	потому что	9	13
22	во всяком	2	13
23	не может	17	13
24	тем не	4	12
25	в том	30	12
26	того что	6	12
27	также и	2	12
28	хотя бы	4	12
29	что в	8	11
30	прежде всего	3	11
31	так что	5	11
32	не будет	5	11
33	в таком	4	11
34	всяком случае	2	10
35	и с	5	10
36	говорить о	2	10
37	тем более	3	10
38	еще не	5	10
39	в данном	3	10
40	и то	4	10
41	если мы	4	9
42	для нас	3	9
43	в этой	6	9
44	для себя	2	9
45	что же	2	9
46	было бы	3	8
47	в виду	2	8
48	ясно что	8	8
49	все же	13	8
50	при помощи	3	8
51	в конце	4	7
52	этом случае	4	7
53	все эти	19	7
54	в его	5	7
55	конце концов	4	7
56	так и	10	7
57	так как	7	7
58	тем самым	3	7
59	можно ли	2	6
60	с другой	6	6
61	другими словами	2	6
62	что все	5	6
63	мы и	2	6
64	так или	5	6
65	но как	2	6
66	в то	6	6
67	на то	9	6
68	при условии	2	6
69	и для	6	6
70	или иначе	5	6
71	мы можем	6	6
72	в виде	4	6
73	но в	4	6
74	как будто	5	6
75	в области	4	6
76	в частности	2	5
77	и без	5	5
78	представление о	3	5
79	в самом	8	5
80	отнюдь не	2	5
81	данном случае	3	5
82	в связи	3	5
83	с этим	11	5
84	с одной	3	5
85	так же	8	5
86	и на	6	5
87	и более	2	5
88	между собой	4	5
89	и все	7	5
90	как и	9	5
91	связи с	4	5
92	по своему	5	5
93	то же	4	5
94	как мы	2	5
95	одной стороны	2	5
96	другой стороны	5	5
97	в себе	5	5
98	и это	3	5
99	для меня	4	5
100	не могут	4	4
101	что если	3	4
102	в этих	3	4
103	в своем	10	4
104	есть в	2	4
105	более или	7	4
106	в общем	6	4
107	между собою	5	4
108	как бы	10	4
109	не вполне	3	4
110	до тех	2	4
111	все это	11	4
112	и только	2	4
113	таким образом	31	4
114	заключается в	2	4
115	а в	3	4
116	в результате	9	4
117	их в	2	4
118	но если	2	4
119	всех этих	4	4
120	если бы	8	4
121	представить себе	2	4
122	что он	7	4
123	на первый	2	4
124	но не	2	4
125	что при	6	4
126	тех пор	2	4
127	до сих	8	4
128	тот же	3	4
129	гораздо более	2	4
130	сих пор	8	4
131	или менее	7	4
132	на самом	7	4
133	самом деле	12	4
134	то и	2	4
135	далеко не	5	4
136	но даже	3	3
137	в нашем	3	3
138	тому что	2	3
139	и от	5	3
140	из этих	8	3
141	вопрос о	3	3
142	к тому	8	3
143	мы все	2	3
144	что они	2	3
145	несмотря на	6	3
146	и если	6	3
147	хотя и	4	3
148	мы уже	4	3
149	никто не	2	3
150	только один	2	3
151	в целом	5	3
152	только то	2	3
153	и их	5	3
154	в их	4	3
155	для этого	7	3
156	то ни	3	3
157	не было	2	3
158	при этом	9	3
159	этой области	4	3
160	лишь в	5	3
161	и наконец	3	3
162	и по	3	3
163	что для	4	3
164	не знает	2	3
165	в своих	2	3
166	в основе	2	3
167	в истории	3	3
168	о котором	7	3
169	мы должны	4	3
170	его в	5	3
171	будет иметь	2	3
172	а это	2	3
173	бы в	3	3
174	с тем	2	3
175	уже и	3	3
176	только не	2	3
177	по этому	2	3
178	тогда когда	3	3
179	и к	5	3
180	о которых	6	3
181	только тогда	2	3
182	и того	3	3
183	одна из	2	3
184	все что	9	3
185	она не	2	3
186	на том	2	3
187	если же	3	3
188	оказывается что	5	3
189	для того	8	3
190	ничего общего	3	3
191	эти элементы	2	2
192	случае если	5	2
193	о них	2	2
194	что многие	2	2
195	в с	3	2
196	не в	8	2
197	но все	5	2
198	независимо от	2	2
199	не очень	2	2
200	что с	5	2
201	и сам	2	2
202	из которых	4	2
203	что под	2	2
204	друг к	2	2
205	в состоянии	4	2
206	к нему	2	2
207	на этой	2	2
208	бы то	2	2
209	при таком	2	2
210	друг от	6	2
211	сводится к	2	2
212	он тоже	2	2
213	отличается от	6	2
214	что оно	3	2
215	даже в	3	2
216	в одно	2	2
217	между этими	2	2
218	не так	4	2
219	должно быть	4	2
220	без того	4	2
221	как на	4	2
222	а будет	2	2
223	каждый из	3	2
224	в ней	3	2
225	точки зрения	13	2
226	самого себя	4	2
227	только мы	2	2
228	входящих в	2	2
229	однако это	2	2
230	том случае	4	2
231	в них	2	2
232	в такой	4	2
233	и при	6	2
234	в тех	3	2
235	от друга	6	2
236	общего с	2	2
237	конечно не	3	2
238	он не	3	2
239	и особенно	2	2
240	что и	7	2
241	во всех	10	2
242	к другу	2	2
243	вместе с	6	2
244	быть и	5	2
245	на него	2	2
246	только при	2	2
247	совершенно не	3	2
248	одной и	2	2
249	в в	4	2
250	того чтобы	8	2
251	это обстоятельство	2	2
252	что их	3	2
253	ничем не	4	2
254	и ее	2	2
255	состоит из	4	2
256	из этого	6	2
257	не то	3	2
258	идет речь	8	2
259	которые не	3	2
260	если это	2	2
261	и поэтому	2	2
262	сказали что	3	2
